case_number,date_reported,date_occurred,time_occurred,location,time_reported,incident,university
P-16-0055,2020-01-16,2016-01-16,21:43,ALPHA BETA CIRCLE AT NORRIS HALL          C             Cleared by Arrest,21:43,90G POSSESSION OF LIQUOR BY PERSON UNDER 21 YEARS,Clemson University
P-16-0056,2020-01-16,2016-01-16,22:11,110 BRADLEY HALL                          C             Not Cleared,22:11,991 MARIJUANA USE,Clemson University
P-16-0057,2020-01-17,2016-01-17,00:13,HIGHWAY SC 93 AND COLLEGE AVENUE          C             Cleared by Arrest,00:13,950 DRIVING UNDER SUSPENSION 1ST,Clemson University
P-16-0058,2020-01-17,2016-01-17,02:33,GREEK QUAD COURTYARD                      C             Cleared by Arrest,02:33,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-16-0059,2020-01-17,2016-01-17,08:25,102 CANOY LANE                              C             Not Cleared,08:25,998 ASSISTING ANOTHER AGENCY,Clemson University
P-16-0060,2020-01-18,2016-01-18,20:05,HENDRIX STUDENT CENTER                      C             Not Cleared,20:05,991 WELL BEING CHECK,Clemson University
P-16-0061,2020-01-18,2016-01-18,21:36,11 E LIGHTSEY BRIDGE                        C             Exceptional Clearance,21:40,13C UNLAWFUL COMMUNICATION,Clemson University
P-16-0062,2020-01-19,2016-01-18,23:53,904 JOHNSTONE HALL                          C             Not Cleared,05:14,210 BLACKMAIL 370 PORNOGRAPHY,Clemson University
P-16-0063,2020-01-19,2015-12-10,12:00,MORRISON ROAD                               C             Not Cleared,08:32,240 PETIT LARCENY (MOPED),Clemson University
P-16-0064,2020-01-19,2016-01-19,10:30,M203 MARTIN HALL                            C             Not Cleared,10:30,991 WELL BEING CHECK,Clemson University
P-16-0065,2020-01-19,2016-01-18,20:00,"R-1 PARKING LOT, AISLE 4                    C             Not Cleared",17:28,23G PETIT LARCENY,Clemson University
P-16-0066,2020-01-19,2016-01-19,18:00,BROOKS CENTER LOBBY                         C             Not Cleared,21:15,23D PETIT LARCENY,Clemson University
P-16-0067,2020-01-19,2016-01-19,21:45,CLEMSON ROWING CLUB                         C             Not Cleared,21:45,991 WELL BEING CHECK,Clemson University
P-16-0068,2020-01-20,2016-01-19,12:00,1315 TERRY ROAD                             C             Not Cleared,13:36,991 OFF CAMPUS SUSPICIOUS ACTIVITY/SCAM,Clemson University
P-16-0071,2020-01-21,2016-01-20,10:00,206 BERKLEY PLACE CIRCLE                    C             Not Cleared,10:20,991 OFF CAMPUS WELL BEING CHECK,Clemson University
P-16-0073,2020-01-21,2016-01-20,17:00,CENTENNIAL BLVD NEAR R-3 PARKING LOT        C             Not Cleared,16:55,23G PETIT LARCENY,Clemson University
P-16-0076,2020-01-22,2016-01-22,13:39,S2 CALHOUN COURTS                           C             Exceptional Clearance,13:44,13B ASSAULT AND BATTERY 3RD DEGREE,Clemson University
P-16-0077,2020-01-22,2016-01-22,20:39,S1A CALHOUN COURTS                          C             Not Cleared,20:44,991 WELL BEING CHECK,Clemson University
P-16-0080,2020-01-23,2016-01-23,12:00,CHERRY ROAD NEAR LIFE SCIENCE BUILDING      C             Not Cleared,12:36,13B ASSAULT AND BATTERY 3RD DEGREE,Clemson University
P-16-0081,2020-01-23,2016-01-23,17:19,315 MCCABE HALL                   C             Not Cleared,17:22,991 MEDICAL TRANSPORT OF STUDENT,Clemson University
P-16-0082,2020-01-23,2016-01-23,18:20,601 JOHNSTONE HALL                C             Not Cleared,18:29,290 MALICIOUS DAMAGE TO REAL PROPERTY,Clemson University
P-16-0084,2020-01-24,2016-01-24,02:56,202 SANDERS HALL                  C             Not Cleared,02:58,991 ALCOHOL RELATED MEDICAL TRANSPORT,Clemson University
P-16-0087,2020-01-26,2016-01-26,00:47,R-03 PARKING LOT                  C             Cleared by Arrest,00:47,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA 90G POSSESSION OF LIQUOR BY PERSON UNDER 21,Clemson University
P-16-0088,2020-01-25,2016-01-25,23:26,BOTANICAL GARDENS                 C             Not Cleared,23:40,991 DAMAGE TO VEHICLE,Clemson University
P-16-0089,2020-01-26,2016-01-26,11:01,MCMILLAN ROAD                     C             Cleared by Arrest,11:01,950 SUSPENDED LICENSE PLATE,Clemson University
P-16-0091,2020-01-26,2015-12-19,00:01,R F POOLE AGRICULTURE CENTER      C             Not Cleared,12:12,220 BURGLARY,Clemson University
P-16-0092,2020-01-26,2016-01-26,23:30,308 WANNAMAKER HALL               C             Not Cleared,23:41,991 MEDICAL TRANSPORT - SEIZURE,Clemson University
P-16-0093,2020-01-27,2016-01-25,20:00,BENET HALL                        C             Not Cleared,08:45,23D PETIT LARCENY,Clemson University
P-16-0094,2020-01-27,2016-01-27,08:22,301 COPE HALL                     C             Not Cleared,08:22,991 WELL BEING CHECK,Clemson University
P-16-0096,2020-01-27,2016-01-26,22:30,LEVER HALL LOUNGE                 C             Exceptional Clearance,15:56,13B ASSAULT AND BATTERY 3RD DEGREE,Clemson University
P-16-0097,2020-01-27,2016-01-27,18:30,HARCOMBE DINING HALL              C             Exceptional Clearance,20:05,13C UNLAWFUL COMMUNICATION,Clemson University
P-16-0098,2020-01-27,2016-01-27,22:43,FIKE RECREATION CENTER            C             Not Cleared,22:46,23D PETIT LARCENY,Clemson University
P-16-0099,2020-01-28,2016-01-28,09:26,PERIMETER ROAD                    C             Not Cleared,09:26,290 HIT AND RUN (DAMAGED TRANSFORMER),Clemson University
P-16-0101,2020-01-28,2016-01-21,19:30,R 1 PARKING LOT                   C             Not Cleared,19:32,23F PETIT LARCENY,Clemson University
P-16-0102,2020-01-28,2016-01-28,21:56,725 JOHNSTONE HALL                            C             Not Cleared,21:58,991 ODOR OF MARIJUANA,Clemson University
P-16-0103,2020-01-28,2016-01-28,22:43,302 WANNAMAKER HALL                           C             Not Cleared,22:43,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA 90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS,Clemson University
P-16-0104,2020-01-29,2016-01-29,16:11,4C5 LEVER HALL                                C             Not Cleared,16:11,991 ODOR OF MARIJUANA,Clemson University
P-16-0105,2020-01-29,2016-01-29,16:46,CALHOUN DRIVE AND PARKWAY DRIVE               C             Not Cleared,16:46,991 ODOR OF MARIJUANA (VEHICLE SEARCH),Clemson University
P-16-0106,2020-01-29,2016-01-29,23:00,A-844 JOHNSTONE HALL                          C             Not Cleared,23:25,991 MARIJUANA USE,Clemson University
P-16-0107,2020-01-30,2016-01-30,00:34,WILLIAMSON ROAD AND PERIMETER ROAD            C             Cleared by Arrest,00:34,90D DRIVING UNDER THE INFLUENCE,Clemson University
P-16-0109,2020-01-30,2016-01-30,01:49,HIGHWAY 93 AND CALHOUN DRIVE                  C             Cleared by Arrest,01:49,950 DRIVING UNDER SUSPENSION,Clemson University
P-16-0110,2020-01-30,2016-01-30,02:25,104 A EATON CIRCLE                            C             Not Cleared,02:25,991 ALCOHOL RELATED MEDICAL CALL,Clemson University
P-16-0111,2020-01-30,2016-01-29,02:15,LEE HALL 2 WOMEN'S BATHROOM NEAR ROOM 111     C             Not Cleared,14:24,991 SUSPICIOUS PERSON,Clemson University
P-16-0112,2020-01-30,2016-01-30,15:00,FIKE RECREATION CENTER                        C             Not Cleared,16:14,991 SUSPICIOUS ACTIVITY,Clemson University
P-16-0113,2020-01-30,2016-01-21,00:00,HENDRIX STUDENT CENTER                        U,20:17,13C STALKING,Clemson University
P-16-0114,2020-01-30,2016-01-30,23:34,CORE CAMPUS CONSTRUCTION                      C             Exceptional Clearance,23:34,90J TRESPASSING,Clemson University
P-16-0115,2020-01-31,2016-01-31,02:00,WENDY'S AT BRYAN CIRCLE                       C             Not Cleared,02:07,11D ASSAULT AND BATTERY 2ND DEGREE,Clemson University
P-16-0116,2020-01-31,2016-01-24,12:00,R-1 PARKING LOT AISLE 5                       C             Not Cleared,14:19,23F PETIT LARCENY,Clemson University
P-16-0117,2020-01-31,2016-01-31,19:03,MCADAMS HALL (COMPUTER LAB)      C             Not Cleared,19:13,991 WELL BEING CHECK,Clemson University
P-16-0118,2020-01-31,2016-01-27,21:00,609 CLEMSON HOUSE                C             Not Cleared,22:29,991 SUSPICIOUS ACTIVITY,Clemson University
P-16-0119,2020-01-31,2016-01-31,23:12,9C5 BYRNES HALL                  C             Exceptional Clearance,23:12,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-16-0120,2020-02-01,2016-01-09,14:00,HWY 76 AT PERIMETER ROAD         U,11:36,13B DOMESTIC VIOLENCE,Clemson University
P-16-0121,2020-02-01,2016-01-29,00:00,P-3 PARKING LOT                  C             Not Cleared,12:17,991 DAMAGE TO STATE PROPERTY (TIRE),Clemson University
P-16-0122,2020-02-01,2016-01-29,10:00,R 1 PARKING LOT                  C             Not Cleared,14:07,23G PETIT LARCENY (TIRES),Clemson University
P-16-0123,2020-02-01,2016-02-01,19:30,MELL HALL                        C             Not Cleared,19:30,998 ASSISTING ANOTHER AGENCY,Clemson University
P-16-0124,2020-02-01,2016-02-01,21:04,COOPER LIBRARY                   C             Cleared by Arrest,21:04,23D PETIT LARCENY/FINANCIAL TRANSACTION CARD THEFT,Clemson University
P-16-0126,2020-02-01,2016-01-23,23:00,R-1 PARKING LOT                  C             Not Cleared,22:14,23G PETIT LARCENY (AUTO BREAKING),Clemson University
P-16-0127,2020-02-02,2016-02-01,19:00,3RD FLOOR COOPER LIBRARY         C             Exceptional Clearance,00:11,23D PETIT LARCENY,Clemson University
P-16-0128,2020-02-02,2016-02-02,04:16,COOPER LIBRARY                   C             Cleared by Arrest,04:28,23D PETIT LARCENY/FINANCIAL TRANSACTION CARD THEFT,Clemson University
P-16-0130,2020-02-02,2016-02-02,07:50,COOPER LIBRARY 3RD FLOOR         C             Cleared by Arrest,08:25,23D PETIT LARCENY/FINANCIAL TRANSACTION CARD THEFT,Clemson University
P-16-0131,2020-02-02,2016-02-02,07:30,COOPER LIBRARY 3RD FLOOR         C             Cleared by Arrest,08:25,23D PETIT LARCENY/FINANCIAL TRANSACTION CARD THEFT,Clemson University
P-16-0132,2020-02-02,2016-02-02,07:50,COOPER LIBRARY 3RD FLOOR         C             Cleared by Arrest,08:25,23D PETIT LARCENY/FINANCIAL TRANSACTION CARD THEFT,Clemson University
P-16-0133,2020-02-02,2015-12-09,17:00,COOPER LIBRARY 2ND LEVEL         C             Not Cleared,15:09,23D PETIT LARCENY (HEADPHONES),Clemson University
P-16-0134,2020-02-02,2016-01-27,17:00,MCMILLAN ROAD                               C             Not Cleared,15:33,23F PETIT LARCENY (AUTOBREAKING),Clemson University
P-16-0136,2020-02-02,2016-02-02,20:26,COOPER LIBRARY                              C             Not Cleared,20:26,991 SUSPICOUS ACTIVITY,Clemson University
P-16-0137,2020-02-03,2016-02-03,01:15,PERIMETER ROAD AND AVENUE OF CHAMPIONS      C             Cleared by Arrest,01:15,280 POSSESSION OF STOLEN VEHICLE 90Z FAILURE TO STOP FOR BLUE LIGHTS,Clemson University
P-16-0144,2020-02-04,2016-02-04,13:24,OLIN HALL                                   C             Cleared by Arrest,14:17,26E UNLAWFUL USE OF COMPUTER 370 DISTRIBUTING OBSCENE MATERIAL,Clemson University
P-16-0145,2020-02-05,2016-02-05,10:55,902 CREEKSIDE DRIVE                         C             Not Cleared,10:55,991 OFF CAMPUS DISPUTE,Clemson University
P-16-0146,2020-02-05,2016-02-04,00:00,2A LIGHTSEY BRIDGE APARTMENTS               C             Not Cleared,11:55,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-16-0147,2020-02-05,2016-01-31,08:00,CAMPUS BEACH ON HWY 93                      C             Not Cleared,13:00,999 LOST DRIVER'S LICENSE,Clemson University
P-16-0148,2020-02-05,2016-01-31,17:00,R-3 PARKING LOT SPACE 8184                  C             Not Cleared,14:46,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY (VEHICLE),Clemson University
P-16-0149,2020-02-05,2016-02-05,15:30,LIGHTSEY BRIDGE                             C             Not Cleared,17:44,999 LOST SC CREDIT CARD,Clemson University
P-16-0150,2020-02-06,2016-02-05,21:00,R-1 PARKING LOT                             C             Not Cleared,17:03,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY (VEHICLE),Clemson University
P-16-0151,2020-02-06,2016-02-06,21:13,OAK TERRACE                                 C             Cleared by Arrest,21:13,90C PUBLIC DISORDERLY CONDUCT,Clemson University
P-16-0152,2020-02-06,2016-02-06,22:27,102 STADIUM SUITES                          C             Not Cleared,22:44,991 ODOR OF MARIJUANA,Clemson University
P-16-0153,2020-02-07,2015-12-01,08:00,632 CLEMSON HOUSE                           U,11:11,753 HARASSMENT,Clemson University
P-16-0154,2020-02-07,2016-02-06,22:30,FERNOW STREET MOTORCYCLE PARKING            C             Not Cleared,13:40,240 PETIT LARCENY (MOPED),Clemson University
P-16-0155,2020-02-07,2016-02-07,19:14,MARTIN HALL ROOM M1                         C             Cleared by Arrest,19:21,26E UNLAWFUL COMPUTER USE,Clemson University
P-16-0156,2020-02-07,2016-02-07,22:55,E-4 PARKING LOT                  C             Not Cleared,23:01,991 ODOR OF MARIJUANA,Clemson University
P-16-0157,2020-02-08,2016-01-21,01:00,BYRNES HALL                      C             Not Cleared,12:44,290 MALICIOUS INJURY TO REAL PROPERTY,Clemson University
P-16-0159,2020-02-08,2016-02-08,17:30,LIGHTSEY BRIDGE BUILDING 18      C             Not Cleared,21:25,991 SUSPICIOUS ACTIVITY,Clemson University
P-16-0160,2020-02-08,2016-02-08,22:30,10C3 LEVER HALL                  C             Exceptional Clearance,22:36,35A SIMPLE POSSESSION OF MARIJUANA,Clemson University
P-16-0161,2020-02-09,2016-02-09,12:00,BROOKS CENTER PARKING LOT        C             Not Cleared,16:00,991 THREAT OF HARM TO SELF,Clemson University
P-16-0162,2020-02-09,2016-02-08,20:00,CALHOUN COURTS LAUNDRY ROOM      C             Not Cleared,20:47,23D PETIT LARCENY,Clemson University
P-16-0163,2020-02-09,2016-02-09,18:30,107 HUNTER HALL                  U             Not Cleared,21:09,23D PETIT LARCENY,Clemson University
P-16-0164,2020-02-09,2016-02-09,22:34,303 DONALDSON HALL               C             Cleared by Arrest,22:34,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-16-0165,2020-02-10,2016-02-10,07:17,407 MCCABE HALL                  C             Not Cleared,07:17,991 DEATH INVESTIGATION,Clemson University
P-16-0167,2020-02-10,2016-02-10,18:30,FIKE RECREATION CENTER           C             Not Cleared,18:58,23D PETIT LARCENY,Clemson University
P-16-0170,2020-02-11,2016-02-10,14:00,808 STRODE TOWER                 U,09:50,23D PETIT LARCENY (IPAD MINI),Clemson University
P-16-0171,2020-02-11,2016-02-10,15:00,FIKE RECREATIONAL FACILITY       C             Not Cleared,15:29,23D PETIT LARCENY (CASH),Clemson University
P-16-0172,2020-02-12,2016-02-12,01:32,10-C5 MANNING HALL               C             Not Cleared,01:35,991 ALCOHOL RELATED MEDICAL TRANSPORT,Clemson University
P-16-0173,2020-02-12,2016-02-12,09:00,2D2 MAULDIN HALL                 C             Not Cleared,09:00,998 ASSISTING ANOTHER AGENCY,Clemson University
P-16-0176,2020-02-12,2016-02-12,20:33,9B5 LEVER HALL                   C             Not Cleared,20:34,991 ACCIDENTAL FIRE IN RESIDENCE HALL ROOM,Clemson University
P-16-0178,2020-02-13,2016-02-12,17:30,HOLTZENDORFF HALL 2ND FLOOR         C             Not Cleared,15:12,991 SUSPICIOUS ACTIVITY,Clemson University
P-16-0179,2020-02-14,2016-02-14,14:11,COOPER LIBRARY 5TH FLOOR            C             Cleared by Arrest,15:06,26E UNLAWFUL COMPUTER USE 370 DISTRIBUTING OBSCENE MATERIAL,Clemson University
P-16-0184,2020-02-15,2016-02-15,20:42,COOPER LIBRARY                      C             Not Cleared,21:17,991 SUSPICIOUS ACTIVITY,Clemson University
P-16-0187,2020-02-16,2016-02-16,12:10,FIKE RECREATION CENTER              C             Not Cleared,15:34,23D PETIT LARCENY,Clemson University
P-16-0188,2020-02-15,2016-02-15,17:00,COOPER LIBRARY                      C             Not Cleared,17:43,991 SUSPICIOUS ACTIVITY,Clemson University
P-16-0190,2020-02-17,2016-02-17,02:38,HWY 76 AND SC 93                    C             Cleared by Arrest,02:41,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-16-0191,2020-02-17,2016-02-17,22:47,344012 CENTENNIAL BLVD              C             Not Cleared,22:47,991 WELL BEING CHECK,Clemson University
P-16-0192,2020-02-18,2016-02-18,01:30,SCHILLETTER DINING HALL             C             Not Cleared,10:29,991 THREAT OF HARM TO SELF,Clemson University
P-16-0194,2020-02-18,2016-01-04,12:00,R3 EXTENSION PARKING LOT            C             Not Cleared,14:11,23F PETIT LARCENY (PARKING DECAL),Clemson University
P-16-0195,2020-02-18,2016-02-18,02:48,22 HARDIN HALL                      C             Not Cleared,14:30,991 SUSPICIOUS EMAIL,Clemson University
P-16-0197,2020-02-19,2016-02-19,01:56,DANIEL DRIVE AT SHERMAN STREET      C             Cleared by Arrest,01:56,90D DRIVING UNDER THE INFLUENCE 1ST,Clemson University
P-16-0198,2020-02-19,2016-02-19,02:30,MCGREGOR ROAD                       C             Not Cleared,04:47,998 ASSISTING ANOTHER AGENCY,Clemson University
P-16-0199,2020-02-19,2016-02-19,09:00,ENGINEERING SERVICE DRIVE           C             Not Cleared,09:24,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY (STATE VEHICLE),Clemson University
P-16-0202,2020-02-20,2016-02-20,00:55,106B MILLS ROAD                     C             Not Cleared,00:58,13B ASSAULT AND BATTERY 3RD DEGREE,Clemson University
P-16-0203,2020-02-20,2016-02-20,01:18,N. PALMETTO BLVD                    C             Cleared by Arrest,01:18,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-16-0204,2020-02-20,2016-02-20,02:13,1ST FLOOR MAULDIN HALL                       C             Cleared by Arrest,02:14,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-16-0205,2020-02-20,2016-02-20,17:20,11E LIGHTSEY BRIDGE                          C             Not Cleared,18:08,991 CIVIL DISTURBANCE,Clemson University
