Report Number,Date Reported (Reported on),Time Reported (Reported on),Date  Occurred (Incident From),Time Occurred (Incident From),Incident Type,Location
14-2037,5/28/14,1:27,5/28/14,1:27,Assist Other Agency,Arps Parking Garage
14-2036,5/27/14,20:19,5/27/14,20:19,Theft,Adven tu re Recreation Center
14-2035,5/27/14,19:57,05/27/0002,10:00,Theft,Derby Hall
14-2034,5/27/14,18:54,05/27/0002,15:00,Theft,Blac kwell In n at  Fisher College
14-2033,5/27/14,19:04,05/27/0002,18:30,Theft,Adven tu re Recreation Center
14-2032,5/27/14,17:24,05/27/0002,17:24,Possession of Drugs,Hospitals  East
14-2031,5/27/14,16:33,5/22/14,15:00,Brea king and  Ente ring,USDA Storag  e  Buildi ng
14-2030,5/27/14,16:22,5/27/14,16:20,Disorderly Conduct,Rhodes Ha ll
14-2030,N/A,16:22,N/A,16:22,Disorderly Conduct,Rhodes Hall
14-2029,5/27/14,11:17,5/23/14,17:00,0-iminal Damaging,Lane Ave Parking Garage
14-2028,5/27/14,7:59,5/26/14,3:00,AdministrativeInformation,Kottman Hall
14-2027,5/27/14,1:44,5/27/14,1:44,Disorderly Conduct,University Hospitals East
14-2026,5/27/14,0:01,5/27/14,0:17,Driving Under Suspension,Cannon Dr & King Ave
14-2025,5/26/14,22:35,5/26/14,22:35,Possession of Drugs,Hospitals Serurity
14-2023,5/26/14,10:24,5/25/14,9:00,Theft (Of Bicycle),18th  Ave Library
14-2022,5/26/14,5:12,5/26/14,5:12,OVI,Safeauto Garage
14-2021,5/25/14,18:22,5/25/14,13:45,Missing Person,James Cancer Hospital
14-2021,5/26/14,0:59,5/26/14,0:59,Supplement,Blankenship Hall
14-2019,5/25/14,0:07,5/24/14,7:33,Disorderly Conduct,Doan Hall
14-2018,5/25/14,3:26,5/25/14,3:26,0-iminal Trespass,Koffolt Laborat ories
14-2018,6/4/14,0:19,5/25/14,3:26,Supplement,Koffolt Laborat ories
14-2014,5/24/14,13:01,5/24/14,12:10,Theft,RPAC
14-2013,5/24/14,12:16,5/24/14,12:16,Traffic Crash-Property Damage,SafeAuto Garage
14-2011,5/24/14,5:40,5/24/14,5:40,Possessing Drug Abuse Instruments,12th Ave Parking Garage
14-2009,5/24/14,1:53,5/24/14,1:53,Criminal Damaging,Mende  nha ll Laboratory
14-2008,5/23/14,23:01,5/23/14,23:16,Robbery,South Oval
14-2008,5/23/14,23:16,5/23/14,23:16,Robbery,South Oval
14-2007,5/23/14,23:05,5/23/14,23:05,Robbery,College & 17th
14-2007,5/23/14,23:05,5/23/14,23:05,Robbery,College /  17th Ave
14-2006,5/23/14,2:00,5/23/14,20:09,Drug Paraphernalia,Hospitals  East
14-2004,5/23/14,18:54,5/23/14,18:54,Driving Under Suspension,Safeauto Garage
14-2003,5/23/14,18:37,5/18/14,15:00,Theft,OSU Hospital East
14-1998,5/23/14,9:00,5/20/14,18:00,Theft,Parker Food Science
14-1998,5/27/14,N/A,5/27/14,N/A,Supplement,Blankenship Hall
14-1997,5/23/14,6:58,4/23/14,11:30,Traffic Crash-Property Damage,Ohio Union
14-1995,5/22/14,22:55,5/22/14,22:55,Carrying Concealed Weapon,Emergency Department
14-1993,5/22/14,19:05,5/22/14,19:05,Drug Paraphernalia,EmergencyDepartment
14-1992,5/22/14,17:29,5/22/14,17:20,Theft,OSU Hospital East
14-1991,5/22/14,16:24,5/21/14,8:30,Menacing,Postle Hall
14-1991,6/10/14,21:00,6/10/14,21:00,Supplement,Blankenship Hall
14-1990,5/22/14,14:56,5/22/14,14:56,Traffic Crash-Property Damage,Martha Moorehouse Parking Lot
14-1989,5/22/14,14:00,5/19/14,19:00,Criminal Mischief,Adventure Recreation Center
14-1989,6/14/14,2:21,6/14/14,2:21,Supplement,Blankenship Hall
14-1983,5/22/14,11:42,5/22/14,11:42,Traffic Crash-Property Damage,Ohio UnionParking Garage North
14-1982,5/22/14,10:47,5/21/14,16:30,Administrative Inf ormation,640 Ackerman Road
14-1981,5/22/14,10:59,5/22/14,6:30,Theft,Drinko Hall
14-1977,5/22/14,N/A,5/21/14,N/A,Aggravated Menacing,Doan Hall
14-1977,5/27/14,14:15,5/27/14,14:15,Supplement,Blankenship  Hall
14-1977,6/14/14,2:23,6/14/14,2:23,Supplement,Blankenship  Hall
14-1972,5/21/14,22:00,5/21/14,21:00,Theft,Thompson Library
14-1971,5/21/14,20:46,5/21/14,16:20,Assault,Hospital Complex Wendys
14-1971,6/3/14,17:46,6/3/14,17:46,Supplement,Hospital Complex Wendys
14-1969,5/21/14,17:57,5/21/14,17:30,Theft,Rhodes Hall
14-1968,5/21/14,18:09,5/21/14,12:30,Theft,Rhodes Hall
14-1965,5/21/14,12:47,5/20/14,18:35,Theft,Ross Heart Hospital
14-1964,5/21/14,11:47,5/21/14,11:01,Theft,Doan Hall
14-1962,5/21/14,11:19,5/20/14,11:19,Traffic Crash-Property Damage-Hit Skip,Buckeye Village
14-1961,5/21/14,9:46,5/21/14,9:46,Traffic Crash-Injury,Martha Moorehouse
14-1951,5/20/14,19:33,5/20/14,19:33,Assist Other Agency,Chesapeake /  North Sta r
14-1947,5/20/14,12:07,5/20/14,12:07,Traffic Crash-Property Damage,Arps Hall
14-1946,5/20/14,9:15,5/19/14,17:03,AdministrativeInformation,Neil Ave Parking Garage
14-1940,5/20/14,1:31,5/20/14,1:31,Criminal Trespass,Mirror Lake
14-1938,5/19/14,17:33,5/19/14,17:30,Theft (From Auto),Ohio Union Parking Garage North
14-1937,5/19/14,17:35,5/19/14,16:59,Missing Person,Harding Hospital
14-1935,5/19/14,15:51,5/19/14,15:51,Receiving Stolen Property,Cannon Dr at Medical Center Dr
14-1934,5/19/14,15:59,4/21/14,11:27,Misuse of Credit Cards,Nort h Commons
14-1934,6/4/14,0:20,4/21/14,11:27,Supplement,North Commons
14-1928,5/19/14,10:09,5/19/14,9:00,Theft (From Auto),Arps Parking Garage
14-1925,5/19/14,7:31,5/19/14,7:31,Traffic Crash-Property Damage,East Stadium Lot
14-1922,5/19/14,2:08,5/19/14,2:08,Open Container,Panera Bread
14-1916,5/18/14,18:26,5/18/14,18:00,Drug Paraphernalia,Harding Hospital
14-1915,5/18/14,15:35,5/18/14,15:35,Criminal Trespass,Prior Health Science Library
14-1915,6/29/14,1:44,6/26/14,1:44,Supplement,Blankenship Hall
14-1914,N/A,8:31,N/A,11:30,Administrative Information,Talbot Hall
14-1913,5/18/14,3:40,5/18/14,3:40,Drug Paraphernalia,OSU East Med ica l Center
14-1912,5/18/14,2:44,5/18/14,2:44,Obstructing Official Business,4H Center
14-1911,5/18/14,2:13,5/18/20,2:13,Disorderly Conduct,Ohio Union
14-1903,5/17/14,13:16,5/15/14,18:00,Theft,McCampbell Ha ll
14-1903,5/18/14,14:04,5/18/14,1:04,Supplement,Blankens hip  Ha ll
14-1902,5/17/14,13:01,4/26/14,21:31,Theft,Mack Hall
14-1901,5/17/14,12:13,5/16/14,16:30,Theft (From Auto),Ohio Un ion  Parking  Garage (south)
14-1900,5/17/14,8:58,5/10/14,22:00,Theft (From Auto),Rhodes Ha ll
14-1898,5/17/14,3:01,5/17/14,3:01,Driving Under Suspension,Tzagoum is  Med ical  Research Facility
14-1896,5/16/14,22:42,5/16/14,22:42,Property Impound,Hospitals  East
14-1895,5/16/14,2:01,5/16/14,2:01,Assist Other Agency,Blankens hip  Ha ll
14-1894,5/16/14,21:14,5/16/14,16:00,Theft,W 17th Ave / College Rd
14-1893,6/14/14,2:21,6/14/14,2:21,Supplement,Blankenship Hall
14-1891,5/16/14,18:39,5/16/14,18:00,Theft,RPAC
14-1883,5/16/14,16:03,5/12/14,21:50,Theft,Turf Relds
14-1882,5/16/14,12:42,5/16/14,12:04,AdministrativeInformation,Royer Student Activity Center
14-1858,5/16/14,2:15,5/16/14,2:15,Assist Other Agency,OSU East Medical Center
14-1854,5/15/14,20:35,5/15/14,20:03,Theft,Womens Field House
14-1853,5/15/14,19:48,5/15/14,19:48,Assist Other Agency,Hospitals East
14-1851,5/15/14,11:25,5/14/14,17:00,Theft,Doan Hall
14-1850,5/15/14,10:29,5/14/14,16:50,Telecommunications Harassment,Student Academic Services Building
14-1850,5/28/14,13:18,5/28/14,13:18,Supplement,Blankenship Hall
14-1848,5/15/14,7:53,5/7/14,8:15,Property Impound,Schoenbaum  Hall
14-1846,5/14/14,21:54,5/14/14,21:54,Disorderly Conduct,Schottenstein Center
14-1842,5/14/14,1:05,5/6/14,14:15,Theft,Thompson Library
14-1841,5/14/14,15:55,5/14/14,15:55,Traffic Crash-Property Damage,Martha Morehouse Parking Lot
14-1840,5/14/14,15:06,5/14/14,15:06,Assist Other Agency,13th Ave at  High St
14-1836,5/14/14,13:32,5/14/14,13:02,Disorderly Conduct,McCampbell Hall
14-1836,5/21/14,0:08,5/21/14,8:10,Supplement,Blankenship Hall
14-1834,5/14/14,8:19,5/14/14,8:19,Traffic Crash-Property Damage,12th Ave Loading Dock
14-1832,5/14/14,8:52,5/2/14,18:00,Traffic Crash-Property Damage,94 East 15th Ave
14-1830,5/14/14,2:01,5/14/14,2:01,Assist Other Agency,11th & Frances Place
14-1829,5/14/14,0:02,5/14/14,2:01,Driving Under Suspension,11th and Francis Place
14-1827,5/14/14,1:05,5/14/14,1:51,Ill Aided,Ohio Union
14-1825,5/13/14,21:35,5/13/14,21:35,Driving Under Suspension,Lane and Peasly
14-1821,5/13/14,19:45,5/13/14,19:40,Criminal Damaging,Hospitals Security
14-1820,5/13/14,N/A,5/12/14,N/A,Menacing,Postle Hall
14-1818,5/13/14,12:12,5/13/14,12:12,Traffic Crash-Property Damage-Hit Skip,12th Ave Parking Garage
14-1817,5/13/14,12:13,5/13/14,12:13,Traffic Crash-Injury,Kenny Rd/Carmack Rd
14-1816,5/13/14,10:45,5/13/14,10:45,Administrative Information,Gateway Building B
14-1808,5/12/14,19:44,5/12/14,1:09,Disorderly Conduct,Buckeye Village
14-1807,5/12/14,17:01,5/12/14,16:50,Disorderly Conduct,OSU East Medical Center
14-1806,5/12/14,14:11,5/12/14,10:50,Theft,Park-Stradley Hall
14-1804,5/12/14,10:21,6/22/12,23:59,Rape,Paterson Hall
14-1804,5/14/14,9:31,05/14/0002,9:31,Supplement,Blankenship Hall
14-1804,5/12/14,10:21,6/22/11,23:59,Rape,Patterson Hall
14-1804,6/9/14,10:23,06/09/0201,10:23,Supplement,Blankenship Hall
14-1802,5/12/14,9:21,5/9/14,9:10,Criminal Damaging,Fry Hall
14-1798,5/11/14,2:53,05/11/0002,2:53,Trafficking In Drugs,Woody Hayes Dr / Kenny Rd
14-1797,5/11/14,N/A,5/11/14,N/A,Assist Other Agency,Off Campus
1 4-1791,5/10/14,20:39,5/10/14,12:00,Theft,Rhodes Hall
14-1789,5/10/14,12:03,5/10/14,12:03,Traffic Crash-Property Damage,College Rd / W Woodruff Ave
14-1787,5/10/14,1:14,5/10/14,1:14,Administrative Information,Neil Ave Building
14-1785,5/2/14,14:00,5/2/14,14:05,Supplement,Blankenship Hall
14-1783,5/9/14,23:25,5/9/14,23:15,Drug Paraphernalia,OSU East Medical Center
14-1780,5/9/14,17:40,5/4/14,11:15,Public Accident,Ohio Stadium
14-1778,5/9/14,14:47,4/10/14,22:03,Aggravated Robbery,South Oval
14-1777,5/9/14,14:44,5/4/14,21:00,Theft,Women's Field House
14-1776,5/9/14,14:03,4/28/14,14:50,Theft,Metro High School
14-1775,5/9/14,12:04,5/9/14,12:30,Theft (Of Bicycle),Hagerty Hall
14-1770,5/9/14,8:05,5/4/14,14:30,Theft,Ohio Stadium
14-1769,5/9/14,2:06,5/9/14,0:02,Assist Other Agency,Chittenden and Hig
14-1767,5/8/14,20:51,5/7/14,2:01,Theft,Adventure Recreation Center
14-1767,5/28/14,1:06,5/28/14,1:06,Supplement,Blankenship Hall
14-1766,5/8/14,18:16,5/8/14,18:16,Traffic Crash-Property Damage,Defiance & Ackerman
14-1761,5/8/14,14:35,5/2/14,10:30,Theft,Rhodes Hall
14-1757,5/8/14,12:07,5/8/14,12:07,Traffic Crash-Property Damage-Hit Skip,Catfish Biffs Lot
14-1757,5/27/14,14:26,5/27/14,1:04,Supplement,Bla nkens hip  Hall
14-1754,5/16/14,11:01,5/16/14,11:01,Supplement,Bla nkens hip  Hall
14-1754,5/9/14,6:40,5/9/14,6:40,Supplement,Bla nkens hip  Hall
14-1754,5/8/14,5:02,5/8/14,5:02,Criminal Damaging,Emergency Department
14-1753,5/8/14,0:53,5/8/14,:53,Property Impound,11th Ave Parking Garage
14-1751,5/7/14,17:00,5/7/14,1:07,Assist Other Agency,Hospitals  East
14-1750,5/7/14,16:03,5/5/14,3:00,Theft,OSU Emgergency Department
14-1749,5/7/14,15:35,5/7/14,15:35,Theft,Hospitals  East
14-1747,5/7/14,12:39,5/7/20,8:35,Possession of Drugs,Ha rd ing Hospital
14-1742,N/A,11:07,N/A,10:55,Menacing,Martha Morehouse
14 1741,5/7/14,8:45,5/6/14,13:08,Traffic Crash-Property Damage-Hit Skip,Care  Point East
14-1736,5/6/14,22:07,4/29/14,19:00,Theft,Ha rd ing Hospital
14-1720,5/6/14,10:55,5/6/14,10:55,Traffic Crash-Property Damage,Ma rtha Moorehouse
14-1714,5/6/14,0:01,5/5/14,23:59,0-iminal Damag ing,12 t h Avenue  Parking Lot
14-1710,5/5/14,16:00,5/5/14,1:05,Theft,Doan Ha ll
14-1705,5/4/14,20:47,5/4/14,19:30,Theft,Womens Field House
14-1704,5/4/14,19:44,4/30/14,21:00,Theft,Gateway Buildng B
14-1699,5/4/14,2:26,5/4/14,2:26,OVI,12th Ave / Cannon Dr.
14-1698,5/4/14,1:05,5/4/14,1:50,OVI,Ohio Unio n  North Parking Garage
1 4-1695,5/3/14,21:06,5/3/14,16:00,Theft,Morr ill Tower
14-1691,5/3/14,16:47,5/3/14,15:45,Theft,Evans  Hall Lot
14-1690,5/3/14,0:02,5/3/14,0:02,0-imina l Trespass,Starling Loving  Ha ll
14-1687,5/2/14,20:37,5/2/14,20:30,Theft (From Auto),Buckeye Lots
14-1686,5/2/14,17:02,5/2/14,17:00,Theft (From Auto),12t h and  Cannon Parking  Lot
14-1685,5/2/14,16:34,5/2/14,16:34,Traffic Crash-Injury,Cannon Dr /  Med ica l Cen ter  Dr
14-1684,5/2/14,15:34,5/2/14,1:05,Administrative Information,Horse Facility
14-1683,5/2/14,15:50,5/2/14,15:35,0- imina l Damag ing,Dodd Hall Lot
14-1680,5/2/14,4:13,5/2/14,5:44,Assist Other Agency,OSU Med ical  Ce nt er  ED
14-1678,5/2/14,1:40,5/2/14,1:40,Possession of Drugs,OSU Med ical  Ce nt er  ED
14-1676,5/1/14,21:17,5/1/14,18:00,Theft,Womens Field House
14-1676,5/10/14,22:27,5/10/14,22:27,Supplement,Blankens hip  Hall
14-1675,5/1/14,20:23,5/1/14,17:00,Theft,Womens Field House
14-1670,5/1/14,13:40,5/1/14,13:40,Theft,Ohio  Union
14-1667,5/1/14,10:51,4/30/14,14:00,Theft,Hospital East
14-1666,5/1/14,N/A,5/1/14,N/A,Child Endangerment,OSU East
14-1663,5/1/14,7:23,4/29/14,7:00,Theft,Derby Hall
14-1662,4/30/14,15:26,4/29/14,8:30,Theft,Hospitals  East
14-1661,4/30/14,10:45,4/29/14,14:00,Theft,Buckeye Village
14-1660,4/30/14,9:09,4/30/14,9:09,Assault,Drinko Ha ll
14-1659,4/30/14,0:08,4/30/14,7:30,Theft,Rardin Family Practice
14-1658,4/30/14,4:47,4/30/14,4:47,Ill Aided,Bla nkens hip  Hall
14-1657,4/30/14,2:33,4/30/14,2:33,OVI,Neil ave. and W. 9th Ave
1 4-1656,4/30/14,1:54,4/30/14,1:50,Drug Paraphernalia,OSU Med ica l Cent  er  ED
14-1651,4/29/14,19:29,4/29/14,19:29,Assist Other Agency,Gray Lot #4
14-1650,4/29/14,18:59,4/29/14,18:15,Theft,OSU East  Med ica l Center
14-1647,4/29/14,14:52,4/29/14,14:52,Ill Aided,You nkin Success  Center
14-1646,4/29/14,15:20,4/27/14,14:00,Theft (Of Bicycle),Lin co ln Tower
14-1645,4/29/14,N/A,4/28/14,N/A,Criminal Simulation,Market Place
14-1644,4/29/14,14:30,4/29/14,13:45,Theft,18th Ave Lib ra ry
14-1640,4/29/14,9:05,4/28/14,14:50,Criminal Simulation,O hio  Union
14-1638,4/28/14,17:51,4/28/14,17:51,Traffic Crash-Property Damage,Ohio Super Computer
14-1634,4/28/14,14:01,4/28/14,14:19,Assist Other Agency,11 th  Ave at  Neil Ave
14-1633,4/28/14,11:35,4/28/14,10:15,Theft,Have rfie ld  House
14-1632,4/28/14,8:40,4/28/14,9:02,Assist Other Agency,Rardin Family Practice
14-1631,4/28/14,8:42,4/28/14,8:42,Traffic Crash-Injury,12th Ave Parking Garage
14-1630,4/28/14,0:22,4/27/14,23:30,Theft,OSU East Med ical  Ce nt er  Emege ncy Dept.
14-1630,6/24/14,0:08,6/24/14,8:55,Supplement,Blankens hip  Hall
14-1629,4/27/14,23:02,4/25/14,23:00,Theft (Of Auto),12th  &Cannon Lot
14-1629,4/27/14,23:21,4/25/14,23:00,Theft (Of Auto),12t h and  Cannon Parking  Lot
14-1627,4/27/14,18:56,4/26/14,22:45,Theft (Of Auto),ARPS Parking  Garage
14-1627,4/27/14,1:08,4/26/14,22:45,Supplement,ARPS Parking  Garage
1 4-1627,7/8/14,17:26,7/8/14,17:46,Supplement,Bla nkensh ip  Hall
14-1626,4/27/14,16:18,4/27/14,12:00,Theft (Of Bicycle),Buckeye Village
14-1625,4/27/14,15:44,4/27/14,15:44,Criminal Trespass,Prior Health Science  Library
14-1625,6/29/14,1:44,6/29/14,1:44,Supplement,Bla nkens hip  Hall
14-1625,5/18/14,18:44,5/18/14,18:44,Supplement,Prior Health Scie nce  Library
14-1625,6/9/14,10:19,4/27/14,15:44,Supplement,Bla nkens hip  Hall
14-1624,4/27/14,15:58,4/19/14,12:00,Theft (Of Bicycle),Lane Ave Residence  Ha ll
14-1623,4/27/14,14:02,4/27/14,13:30,Theft,Drinko Hall
14-1623,4/30/14,7:37,4/30/14,7:37,Supplement,Blankens hip  Hall
14-1620,4/27/14,1:43,4/27/14,1:43,Criminal Trespass,Nort h Commons
14-1619,4/27/14,0:47,4/27/14,0:47,Disorderly Conduct,Blac kwell Inn
14-1615,4/26/14,21:28,4/26/14,21:28,Ill Aided,Dreese Laboratory
14-1614,4/26/14,21:48,4/25/14,6:45,Theft,Rhodes Ha ll
14-1613,N/A,19:24,N/A,19:24,Disorderly Conduct,Waterman Farm
14-1612,4/26/14,18:31,4/26/14,18:31,Disorderly Conduct,OSU Hosp ital
14-1605,4/26/14,15:29,4/21/14,18:00,Theft (From Auto),Ohio  Union Pa rking Garage  (South)
14-1593,4/25/14,18:29,4/25/14,18:29,Fire,12th Ave Parking Garage
14-1592,4/25/14,17:56,4/25/14,10:30,0-imina l Damaging,O h io Union  Parking Garage (North)
14-1584,4/25/14,14:50,4/25/14,14:30,Assault,Ha rd ing Hospital
14-1582,4/25/14,14:48,2/6/14,12:00,Theft,Tuttle Parle Pl and  Lane  Ave
14-1581,4/25/14,14:30,4/25/14,14:00,Drug Paraphernalia,Hospitals  East
14-1580,4/25/14,14:20,4/25/14,7:00,Theft,Drackett Tower
14-1578,4/25/14,12:24,4/25/14,10:45,Theft (From Auto),SafeAuto Garage
14-1570,4/24/14,16:57,4/24/14,16:57,Administrative Information,Carmack 2
14-1569,4/24/14,14:22,4/24/14,14:22,Traffic Crash-Property Damage,Ice Rink Pa rking lot
14-1562,4/24/14,11:48,4/24/14,11:48,Traffic Crash-Property Damage-Hit Skip,9th Ave Parking Garage East
14-1540,4/23/14,13:43,4/23/14,13:43,Traffic Crash-Property Damage,Neil Ave / 12th Ave
14-1538,4/23/14,11:08,4/22/14,20:00,Theft (Of Bicycle),Lin co ln Tower
14-1536,4/23/14,11:29,4/17/14,6:48,Menacing,Bevis  Ha ll
14-1535,4/23/14,11:04,4/23/14,11:04,Making False Alarms,Doan Ha ll
14-15345,5/14/14,0:00,5/9/14,0:00,Theft,660 Ackerman
14-1534,4/23/14,8:02,4/23/14,8:02,Ill Aided,OSU East Med ica l Center
14-1531,4/23/14,1:11,4/23/14,1:11,Assault,Bake r Hall East
14-1530,4/22/14,22:32,4/22/14,20:30,Theft,McCorkle Aqua tic Center
14-1527,4/22/14,15:57,4/22/14,15:57,Traffic Crash-Property Damage-Hit Skip,Blankens hip  Ha ll
14-1526,4/22/14,10:37,4/22/14,10:20,Theft,RPAC
14-1525,4/22/14,8:00,4/21/14,16:00,Theft,Biological Science Building
14-1522,4/21/14,20:41,4/21/14,20:28,Theft,Ma in Oval
14-1516,4/21/14,N/A,4/21/14,N/A,Theft,RPAC
14-1513,4/21/14,5:14,4/21/14,5:14,Criminal Trespass,Ohio  Union
14-1508,4/21/14,17:02,4/21/14,17:02,Possession of Drugs,Mo rr ill Tower
14-1502,4/19/14,20:42,4/19/14,19:00,Theft,Rhodes Ha ll
14-1500,4/19/14,14:04,4/19/14,14:41,Driving Under Suspension,Woody Hay es  a nd Coffey
14-1498,4/19/14,11:03,4/17/14,20:30,Theft,Journalism  Buildi ng
14-1497,4/19/14,10:47,4/8/14,12:00,Theft,Knowlto n  Hall
14-1495,4/19/14,2:40,4/19/14,2:40,Assist Other Agency,W Lane  Ave/ Ken ny  Rd.
14-1494,4/19/14,0:01,4/19/14,1:45,Offenses Involving underage persons,Ohio  Stad  ium
14-1491,4/19/14,0:01,4/19/14,1:22,No  Operators License,17th Ave/ Tuttle Park Dr
14-1488,4/18/14,23:20,4/18/14,20:30,Theft,Womens Field House
14-1488,6/20/14,12:32,6/20/14,12:32,Supplement,Blankens hip  Ha ll
14-1487,4/18/14,21:22,4/18/14,21:22,Driving Under Suspension,Hig h St/  17th Ave
1 4-1486,1/4/20,N/A,4/18/14,N/A,Theft,11th Ave Basketball Courts
1 4-1485,4/18/14,19:59,4/18/14,19:55,Theft,Rhcxles Ha ll
14-1484,4/18/14,19:02,4/15/14,11:00,Theft,OSU Hospital East
14-1480,4/18/14,16:45,4/18/14,9:30,Theft,Park-Strad ley  Hall
14-1479,4/18/14,16:35,4/3/14,2:00,Theft,Doan Ha ll
14-1477,4/18/14,15:37,4/18/14,15:37,Traffic Crash-Property Damage,Lin co ln Tower
14-1475,4/18/14,11:33,2/1/14,0:01,Theft,Knowlto n  Hall
14-1475,5/7/14,8:48,5/7/14,8:48,Supplement,--
14-1475,5/9/14,8:15,5/9/20,8:15,Supplement,Knowlto n  Hall
14-1475,5/25/14,19:45,5/25/14,19:45,Supplement,Knowlto n  Hall
14-1474,4/18/14,11:01,4/18/14,11:17,Traffic Crash-Property Damage,Lot P Parking lot
14-1472,4/18/14,8:48,4/18/14,8:48,Ill Aided,17th  Ave and  High St
14-1469,4/18/14,1:35,4/18/14,1:35,Offenses Involving underage persons,12th Ave/ College   Rd
14-1468,4/17/14,23:24,4/17/20,22:57,Theft (Of Auto),Ohio  S tad  ium
14-1468,4/22/14,0:07,4/22/14,7:38,Supplement,Blankenship  Hall
14-1467,4/17/14,22:11,4/17/14,21:37,Aggrava t ed Robbely,McPherson Laboratory
14-1467,4/17/14,22:11,4/17/14,21:37,Aggrava t ed Robbely,Mc Pherson Lab
14-1463,4/17/14,18:01,4/17/14,16:15,Theft,RPAC
14-1459,4/17/14,14:52,4/17/14,14:00,Theft,11th Ave  Basketball Courts
14-1458,4/17/14,14:54,4/17/14,14:54,Ill Aided,Jesse Owens Recreation Center West
14-1456,4/17/14,8:17,4/17/14,8:17,Property Impound,Wilce Stude nt  Health Center
14-1455,4/17/14,13:50,1/1/14,0:00,Theft,Doan Hall
14-1454,4/17/14,13:01,4/17/14,9:25,Criminal Damaging,SafeAuto Garage
14-1453,4/17/14,12:44,4/13/14,13:00,Theft (Of Bicycle),Taylor Tower
14-1451,4/17/14,3:48,4/17/14,3:30,Possessing Drug Abuse Instruments,OSU Med Center East
14-1451,4/24/14,0:18,4/24/14,0:18,Supplement,Blankenship  Hall
14-1447,4/16/14,21:08,4/16/14,15:30,Theft,Smith  Laboratory
14-1446,N/A,19:57,N/A,13:15,Traffic Crash-Property Damage-Hit Skip,Martha Morehouse
14-1442,4/16/14,14:13,4/1/14,0:01,Administrative Information,Student Academic Services Building
14-1441,4/16/14,11:37,4/16/14,10:15,Theft,RPAC
14-1440,4/16/14,11:44,4/16/14,11:44,Criminal Trespass,Denny Hall
14-1439,4/16/14,10:19,4/16/14,10:19,Ill Aided,Ohio Union
14-1438,4/16/14,9:07,4/16/14,9:07,Traffic Crash-Property Damage,College Rd /  W 18th  Ave
14-1436,4/16/14,2:03,4/16/14,2:03,Assist Other Agency,OSU Emergency Department
14-1431,4/15/14,17:39,4/15/14,12:00,Telecommunications Harassment,Hospitals  East
14-1430,4/15/14,17:19,4/15/14,10:30,Theft (From Auto),SafeAuto Garage
14-1426,4/15/14,13:49,4/15/14,13:49,Traffic Crash-Property Damage,1515 Cannon Dr
14-1424,4/15/14,11:05,4/13/14,12:40,Disorderly Conduct,Doan Ha ll
14-1423,4/15/14,10:09,4/10/14,22:00,Theft,South Oval
14-1422,4/15/14,7:23,4/14/14,1:00,Theft,Hospital East
14-1420,4/15/14,5:44,4/15/14,5:44,Assist Other Agency,Ohio Union
14-1419,4/15/14,3:34,4/15/14,0:00,Theft,University  Hospitals East
14-1418,4/15/14,2:29,4/15/14,2:29,Breaking and Entering,South Cannon Parking Garage
14-1417,4/15/14,22:29,4/13/14,21:00,AdministrativeInformation,BuckeyeVillageCommunity Center
14-1416,4/15/14,22:29,4/14/14,22:29,Assist Other Agency,University  Hospitals East
14-1415,4/14/14,16:59,4/14/14,16:59,Ill Aided,Lane Avenue Parking Garage4
14-1414,4/14/14,15:31,1/1/14,8:00,Telecommunications Harassment,Arps Hall
14-1413,4/14/14,12:47,4/14/14,12:47,Traffic Crash-Property Damage,Sisson Hall Parking Lot
14-1412,4/14/14,10:34,4/14/14,10:20,Menacing,Martha Moorehouse
14-1411,4/14/14,9:46,4/14/14,9:46,Ill Aided,Wilce Student Health Center
14-1409,4/14/14,9:46,4/14/14,2:17,Drug Paraphernalia,University Hospital East
14-1407,4/13/14,22:51,4/13/14,22:51,Assist Other Agency,Scarlet  Lot 1
14-1405,4/13/14,N/A,4/13/14,N/A,Criminal Trespass,Schottenstein Center
14-1402,4/13/14,19:00,4/13/14,19:00,Possession of Drugs,Lane Ave Parking Garage
14-1400,4/13/14,18:12,4/13/14,18:12,Assist Other Agency,RPAC
14-14-2581,7/18/14,10:49,7/16/14,15:00,Supplement,Blankenship Hall
14-1397,4/13/14,16:05,4/13/14,12:00,Theft,Smith Steeb Hall
14-1393,4/13/14,0:03,4/13/14,3:00,Assist Other Agency,15th & High
14-1392,4/13/14,2:36,4/13/14,2:36,Assault,Smith -Steeb Hall
14-1391,4/13/14,1:23,4/13/14,1:23,Disorderly Conduct,Houck House
14-1389,4/12/14,23:03,4/12/14,23:30,AdministrativeInformation,Morrill Tower
14-1388,4/13/14,1:01,4/13/14,1:16,Offenses Involving underage persons,Ohio Union
14-1387,4/13/14,0:43,4/13/14,0:43,Offenses Involving underage persons,Drinko Hall
14-1386,4/13/14,0:27,4/13/14,0:27,Possession of Drugs,Morr ill Tower
14-1385,4/13/14,0:03,4/13/14,0:03,Offenses Involving underage persons,Morrison Tower
1 4-1378,4/12/14,N/A,4/10/14,N/A,Theft,Ohio Union
14-1377,4/12/14,17:10,4/12/14,10:15,Criminal Damaging,South Su b Base Parking  Lot
14-1376,4/12/14,16:27,4/12/14,16:27,Traffic Crash-Property Damage,12th and  Cannon Parking  Lot
14-1374,4/12/14,7:42,4/12/14,7:42,Theft,Doan Ha ll
