Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
17-0371,1/28/17,1/28/17,Offenses involving underage persons
"17-
03671",11/21/17,11/20/17,Theft
"17-
03670",11/21/17,11/20/17,Theft
"17-
03660",11/20/17,11/20/17,Theft
17-0366,1/27/17,1/27/17,Drug Paraphernalia
"17-
03651",11/19/17,11/17/17,Theft
17-0365,1/27/17,1/27/17,Ill Aided
17-03642,11/18/17,11/15/17,Theft
17-0363,1/27/17,1/27/17,Drug Paraphernalia
17 -0360,1/27/17,1/27/17,Possession Of Drugs
"17-
03592",11/15/17,11/15/17,Theft
17-0358,1/27/17,1/27/17,Drug Paraphernalia
"17-
03577",11/14/17,9/20/17,Theft
"17-
03571",11/14/17,11/14/17,Theft
"17-
03564",11/13/17,11/13/17,Theft
17-0355,1/26/17,1/26/17,Traffic Crash-Property Damage
"17 -
03549",11/12/17,11/12/17,Theft
"17-
03546",11/12/17,11/9/17,Theft
17-0354,1/26/17,1/22/17,Theft (Of Bicycle)
17-0353,1/26/17,1/26/17,Ill Aided
17-0352,1/26/17,1/23/17,Administrative Information
17-0352,1/27/17,1/27/17,Supplement
"17-
03518",11/9/17,11/9/17,Theft
17-0350,1/26/17,"12 01 2016
08:00",Prohibited Acts
17-0347,1/25/17,1/25/17,Carrying Concealed Weapon
"17-
03467",11/3/17,11/1/17,Theft
17-0346,1/25/17,1/25/17,Drug Paraphernalia
17-0343,1/25/17,1/25/17,Traffic Crash-Property Damage
17-0342,1/25/17,1/25/17,Driving Under Suspension
17-0340,1/25/17,1/25/17,Theft (From Auto)
17-0339,1/25/17,1/25/17,Traffic Crash-Property Damage
17-0338,1/25/17,1/20/17,Theft
"17-
03379",10/27/17,11/27/17,Theft
17-0337,1/25/17,1/19/17,Theft
"17-
03357",10/25/17,10/24/17,Theft
17-0335,1/25/17,1/25/17,Offenses involving underage persons
"17-
03349",10/17/17,10/16/17,Theft
17-0334,1/24/17,1/21/17,Rape
17-0334,1/24/17,1/21/17,Rape
17-0333,1/24/17,1/24/17,Offenses involving underage persons
17-0331,1/24/17,1/24/17,Theft
"17-
03300",10/19/17,10/18/17,Theft
17-0330,1/24/17,1/24/17,Drug Paraphernalia
17-0329,1/24/17,1/24/17,Theft
17-0328,1/24/17,1/24/17,Traffic Crash-Property Damage
"17-
03279",10/17/17,9/29/17,Theft
17-03274,10/17/17,10/16/17,Theft
17-0327,1/24/17,1/24/17,Public Indecency
17-0323,1/24/17,1/24/17,Traffic Crash-Property Damage-Hit Skip
17-0321,1/24/17,1/24/17,Drug Paraphernalia
17-0320,1/24/17,1/24/17,Administrative Information
17-0319,1/24/17,1/13/17,Theft
17-0317,1/24/17,1/24/17,Administrative Information
17-0316,1/24/17,1/24/17,Possession Of Drugs
"17-
03143",10/5/17,10/5/17,Theft
17-0314,1/24/17,1/24/17,Traffic Crash-Property Damage
"17-
03128",10/3/17,10/2/17,Theft
17-0312,1/24/17,1/24/17,Assist Other Agency
"17-
03116",10/2/17,9/30/17,Theft
17-0311,1/24/17,1/24/17,Assist Other Agency
17-0310,1/25/17,1/25/17,Supplement
17-0310,1/24/17,1/24/17,Violation of Protection Order
17-0310,1/24/17,1/24/17,Violation of Protection Order
"17-
03097",9/30/17,09/30/0002,Theft
"17-
03096",9/30/17,9/8/17,Theft
"17-
03095",9/29/17,9/25/17,Theft
17-0308,1/23/17,1/23/17,Rre
17-030,1/23/17,1/23/17,Criminal Trespass
"17-
02999",9/22/17,09/16/0002,Theft
"17-
02997",9/22/17,9/21/17,Theft
17-0299,1/23/17,1/23/17,Possession Of Drugs
"17-
02984",9/21/17,9/16/17,Theft
17-0298,1/23/17,1/23/17,Administrative Information
17-02978,9/20/17,9/20/17,Theft
17-0296,1/23/17,1/20/17,Theft
17-0295,1/23/17,1/6/17,Theft
17-0294,1/23/17,1/23/17,Assault
"17-
02910",9/14/17,9/10/17,Theft
17-0290,1/23/17,11/28/16,Administrative Information
"17-
02898",9/13/17,9/13/17,Theft
"17-
02891",9/13/17,9/13/17,Theft
"17-
02875",9/12/17,9/12/17,Theft
17-0287,1/22/17,1/22/17,Drug Paraphernalia
"17-
02863",9/11/17,9/11/17,Theft
17-0286,1/22/17,1/22/17,Administrative Information
"17-
02842",9/9/17,09/08/0002,Theft
17-0284,1/22/17,10/22/17,Administrative Information
"17-
02815",9/7/17,9/5/17,Theft
"17-
02814",9/7/17,9/4/17,Theft
17-0281,1/22/17,1/21/17,Theft
17-0279,1/22/17,1/22/17,Traffic Crash-Property Damage
17-0278,1/22/17,1/22/17,Traffic Crash-Property Damage
17-0277,1/22/17,1/22/17,Administrative Information
17-0276,1/22/17,1/22/17,OVI
"17-
02720",8/30/17,7/15/17,Theft
17-0272,1/21/17,1/21/17,Driving Under Suspension
"17-
02692",8/28/17,8/26/17,Theft
17-0269,1/21/17,10/17/16,Theft (Of Bicycle)
"17-
02680",8/27/17,8/27/17,/ theft
17-0268,1/21/17,1/21/17,Obstructing Official Business
17-0268,3/13/17,2/8/17,Supplement
17-0268,3/13/17,3/13/17,Supplement
"17-
0 2677",8/26/17,8/26/17,Theft
17-0267,1/21/17,1/21/17,Administrative Information
17-0266,1/21/17,1/21/17,Offenses involving underage persons
"17-
02651",8/23/17,8/17/17,Theft
"17-
02650",8/23/17,8/23/17,Theft
17-0264,1/21/17,1/21/17,Falsification
17-0262,1/20/17,1/20/17,Administrative Information
17-0261,1/20/17,1/20/17,Theft
17-0260,1/20/17,1/20/17,Theft
17-0258,1/20/17,1/20/17,Theft (Of Auto)
17-0258,1/20/17,1/20/17,Supplement
"17-
02572",8/16/17,8/16/17,Theft
17-0257,1/20/17,1/20/17,Traffic Crash-Property Damage
17-0255,1/20/17,12/17/16,Theft
17-0253,1/20/17,1/20/17,Administrative Information
17-0251,1/20/17,1/20/17,Theft
17-0250,1/20/17,1/20/17,Traffic Crash-Property Damage
17-0249,1/20/17,1/20/17,Traffic Crash-Property Damage
"17-
02468",8/9/17,8/9/17,Theft
"17-
02419",8/6/17,8/5/17,Theft
"17-
02416",8/6/17,08/04/0002,Theft
"17-
02408",8/1/17,7/17/17,Theft
"17-
02399",8/4/17,8/4/17,Theft
"17-
02371",8/2/17,8/1/17,Theft
17-0237,1/19/17,1/19/17,Traffic Crash-Property Damage-Hit Skip
"17-
02365",8/1/17,8/1/17,Theft
17-0236,1/19/17,1/19/17,Assist Other Agency
17-0235,1/19/17,1/19/17,Ill Aided
17-0234,1/19/17,1/19/17,Theft
17-0234,1/23/17,1/23/17,Supplement
17-0234,8/11/17,8/11/17,Supplement
17-0234,8/25/17,8/25/17,Supplement
"17-
02332",7/29/17,7/25/17,Theft
17-0233,1/19/17,1/19/17,Traffic Crash-Property Damage
"17-
02326",7/28/17,7/28/17,Theft
"17-
02317",7/28/17,7/23/17,Theft
17-0231,1/19/17,1/19/17,Possession Of Drugs
17-0230,1/19/17,1/19/17,Administrative Information
17-0229,1/19/17,1/19/17,Possessing Drug Abuse Instruments
"17-
02285",7/26/17,7/19/17,Theft
17-0228,1/19/17,1/19/17,Traffic Crash-Property Damage
17-0227,1/19/17,1/19/17,Theft
17-0226,1/19/17,1/18/17,Criminal Damaging
"17-
02247",7/24/17,6/15/17,Theft
17-0223,1/18/17,1/18/17,Drug Paraphernalia
17-0222,1/18/17,1/18/17,Possession Of Drugs
17-0221,1/18/17,1/18/17,Traffic Crash-Property Damage
"17-
02197",7/19/17,7/14/17,Theft
"17-
02188",7/18/17,7/18/17,Theft
17-02183,7/18/17,7/16/17,Theft
"17-
02165",7/17/17,7/14/17,Theft
17-0216,1/18/17,01/18/0002,Possession Of Drugs
"17-
02153",7/16/17,7/16/17,Theft
"17-
02152",7/16/17,07/16/0002,Theft
17-0215,1/18/17,1/18/17,Ill Aided
17-0214,1/18/17,1/18/17,Ill Aided
17-0213,1/18/17,1/13/17,Theft
17-0212,1/18/17,1/18/17,Administrative Information
"17-
02118",7/13/17,07/12/0002,Theft
17-0211,1/18/17,1/18/17,Theft
17-0210,1/18/17,1/16/17,Theft
17-0209,1/18/17,01/12/0002,Administrative Information
"17-
02082",7/11/17,7/11/17,Theft
"17-
02082",7/11/17,7/11/17,Theft
17 -0207,1/18/17,1/18/17,Traffic Crash-Property Damage
17-0206,1/18/17,1/10/17,Theft (Of Bicycle)
"17 -
02045",7/7/17,5/9/17,Theft
17 -0204,1/18/17,1/18/17,Theft
17 -0203,1/17/17,1/17/17,Drug Abuse
"17-
02022",7/6/17,6/30/17,Theft
"17-
02019",7/6/17,7/4/17,Theft
"17-
02012",7/5/17,7/2/17,Theft
"17-
02002",7/4/17,7/3/17,Theft
17 -0200,1/17/17,01/17/0002,Administrative Information
"17-
01987",7/3/17,7/3/17,Theft
17 -0198,1/17/17,01/17/0002,Disorderly Conduct
17-0198,1/29/17,1/29/17,Supplement
"17-
01978",7/1/17,06/06/0002,Theft
17-0197,1/17/17,1/17/17,Traffic Crash-Property Damage
"17-
01965",7/1/17,6/30/17,Theft
17-0196,1/17/17,1/16/17,Theft
17-0195,1/17/17,1/17/17,Theft
"17-
01945",6/29/17,6/28/17,Theft
"17-
01935",6/28/17,06/20/0002,Theft
17-0193,1/17/17,01/17/0002,Traffic Crash-Property Damage
"17-
01924",6/27/17,6/27/17,Theft
17-0191,1/17/17,1/16/17,Theft
"17-
01906",6/26/17,6/23/17,Theft
17-0190,1/17/17,1/17/17,Disorderly Conduct
"17-
01857",6/21/17,6/21/17,Theft
"17-
01852",6/20/17,6/20/17,Theft
17-0185,1/16/17,1/16/17,Prohibited Acts
"17-
01825",6/18/17,6/15/17,Theft
17-0181,1/16/17,1/16/17,Traffic Crash-Property Damage
"17-
01776",6/14/17,6/5/17,Theft
"17-
01757",6/12/17,6/7/17,Theft
"17-
01741",6/10/17,6/10/17,Theft
"17-
01723",6/7/17,6/7/17,Theft
"17-
01723",6/7/17,6/7/17,Theft
17-0171,1/16/17,1/16/17,Rape
17-0171,4/18/17,4/18/17,Supplement
"17-
01705",6/6/17,6/5/17,Theft
17-01704,6/6/17,6/6/17,Theft
17-0170,1/16/17,1/16/17,Theft
"17-
01694",6/5/17,6/5/17,Theft
17-0169,1/16/17,1/13/17,Criminal Damaging
17-0168,1/16/17,2/9/16,Telecommunications Harassment
17-0165,1/16/17,1/16/17,Disorderly Conduct
"17-
01648",6/1/17,5/23/17,Theft
17-0164,1/15/17,1/15/17,Possession Of Drugs
17-0163,1/15/17,1/15/17,Drug Paraphernalia
"17-
01616",5/30/17,5/28/17,Theft
"17-
01615",5/30/17,5/22/17,Theft
17-0161,1/15/17,1/15/17,Traffic Crash-Property Damage
17-0160,1/15/17,1/15/17,Theft
17-1595,5/28/17,5/28/17,Theft
"17-
01572",5/25/17,5/25/17,Theft
17-0157,1/15/17,1/15/17,Administrative Information
"17-
01566",5/25/17,4/15/17,Theft
17-0155,1/15/17,1/15/17,Drug Paraphernalia
17-0154,1/14/17,1/15/17,Drug Paraphernalia
17-0152,1/14/17,1/14/17,Possession Of Drugs
17-0150,1/14/17,1/14/17,Possession Of Drugs
17-0149,1/14/17,1/14/17,Criminal Trespass
17-0148,1/14/17,1/14/17,Administrative Information
17-0147,1/14/17,1/14/17,Administrative Information
17-01464,5/16/17,4/28/17,Theft
17-0145,1/14/17,1/14/17,Disorderly Conduct
17-0144,1/14/17,1/14/17,Theft
"17-
01421",5/13/17,5/13/17,Theft
17-0141,1/14/17,1/14/17,Administrative Information
17-0140,1/14/17,01/14/0002,Criminal Trespass
17-0139,1/14/17,1/14/17,Disorderly Conduct
"17-
01374",5/10/17,5/6/17,Theft
17-0137,1/14/17,01/14/0002,Administrative Information
17-0136,1/14/17,1/14/17,OVI
17-0129,1/13/17,1/13/17,Possessing Drug Abuse Instruments
"17-
01285",5/2/17,5/1/17,Theft
"17-
01274",5/1/17,4/30/17,Theft
17-0127,1/13/17,01/12/0002,Theft
17-0126,1/13/17,1/13/17,Traffic Crash-Property Damage
"17-
01251",4/28/17,4/14/17,Theft
17-0124,1/13/17,1/13/17,Theft
17-0123,1/13/17,1/6/17,Criminal Trespass
17-0122,1/13/17,1/13/17,Criminal Damaging
17-0121,1/13/17,1/11/17,Theft
17-0121,1/17/17,1/11/17,Supplement
"17-
01207",4/24/17,1/24/17,Theft
"17-
01203",4/24/17,4/23/17,Theft
"17-
01191",4/23/17,4/23/17,Theft
17-0119,1/12/17,1/12/17,Theft
17-0118,1/12/17,1/12/17,Robbery
17-0118,1/25/17,1/25/17,Supplement
"17-
01169",4/21/17,4/12/17,Theft
"17-
01160",4/20/17,4/16/17,Theft
17 -0116,1/12/17,01/12/0002,Theft
17 -0115,1/12/17,01/11/0002,Theft
17 -0115,1/17/17,01/17/0002,Supplement
"17-
01141",4/18/17,3/2/17,Theft
17 -0114,1/12/17,01/12/0002,Traffic Crash-Property Damage-Hit Skip
"17-
01125",4/17/17,4/11/17,Theft
"17-
01122",4/17/17,4/17/17,Theft
17 -011 0,1/12/17,01/11/0002,Administrative Information
"17-
01099",4/13/17,2/7/17,Theft
"17-
01093",4/13/17,4/9/17,Theft
"17-
01084",4/12/17,4/12/17,Theft
17 -0107,1/11/17,01/10/0002,Theft
17-0105,1/11/17,1/11/17,Missing Person
17-0104,1/11/17,1/11/17,Disorderly Conduct
"17-
01038",4/7/17,4/7/17,Theft
"17-
01037",4/7/17,4/7/17,Theft
"17-
01034",4/6/17,4/6/17,Theft
"17-
01030",4/5/17,4/5/17,Theft
17-0103,1/11/17,1/11/17,Theft
"17-
01027",4/6/17,4/6/17,Theft
17-0102,1/11/17,1/11/17,Traffic Crash-Property Damage-Hit Skip
17-0101,1/11/17,1/11/17,Traffic Crash-Property Damage
"17-
01000",4/1/17,4/1/17,Theft
"17-
00986",4/3/17,4/3/17,Theft
17-0098,1/11/17,1/11/17,Resisting Arrest
17-0096,1/10/17,1/10/17,Theft
17-00951,3/31/17,3/26/17,Theft
17-0095,1/10/17,1/9/17,Theft
17-00948,3/31/17,3/24/17,Theft
17-0094,1/10/17,1/10/17,Administrative Information
17-00924,3/29/17,3/29/17,Theft
17-0092,1/10/17,12/14/17,Theft
17-00887,3/26/17,3/17/17,Theft
17-0088,1/10/17,1/9/17,Theft
17-0086,1/10/17,1/10/17,Administrative Information
17-0083,1/10/17,1/9/17,Theft (From Auto)
17-0080,1/9/17,12/16/17,Theft (Of Bicycle)
17-0079,1/9/17,1/9/17,Possession Of Drugs
17-0078,4/7/17,4/7/17,Sexual Imposition
"17
00779",3/17/17,"03 16 2017
00:00",Theft
"17-
00775",3/16/17,3/15/17,Theft
"17-
00762",3/15/17,3/8/17,Theft
17-0076,4/7/17,4/7/17,Theft
17-0074,4/6/17,4/6/17,Theft
"17-
00736",3/14/17,3/13/17,Theft
17-0073,4/5/17,4/5/17,Tamper with Drugs
17-0070,1/8/17,1/8/17,Possession Of Drugs
17-00697,3/10/17,2/2/17,Theft
17-00675,3/8/17,3/6/17,Theft
17-0067,1/8/17,1/8/17,Traffic Crash-Property Damage
17-oo65,1/8/17,1/8/17,Assist Other Agency
"17-
00643",3/5/17,3/4/17,Theft
"17-
00641",3/5/17,3/5/17,Theft
17-oo64,1/8/17,1/8/17,Administrative Information
"17-
00631",3/3/17,3/2/17,Theft
17-00628,3/3/17,3/2/17,Theft
17-00610,3/2/17,2/26/17,Theft
17-0061,1/7/17,1/7/17,Unauthorized use of vehicle
17-0058,1/7/17,12/15/17,Theft
17-0056,1/6/17,1/6/17,Theft
"17-
00550",2/23/17,2/17/17,Theft
17-0055,01/06/0002,01/06/0002,Driving Under Suspension
"17-
00547",2/22/17,2/22/17,Theft
17-0054,1/5/17,01/06/0002,Menacing
"17-
00539",2/22/17,2/21/17,Theft
"17-
00533",2/21/17,2/21/17,Theft
17-0052,01/06/0002,1/5/17,Criminal Damaging
17-0051,01/06/0002,01/06/0002,Theft
17-0049,01/06/0002,01/06/0002,Possession Of Drugs
"17-
00489",2/17/17,2/17/17,Theft
"17-
00488",2/17/17,2/17/17,Theft
17-0048,1/5/17,01/06/0002,Assist Other Agency
17-0047,1/3/17,1/5/17,Assault
17-0046,1/5/17,1/5/17,Theft
17-oo45,1/5/17,1/5/17,Criminal Trespass
17-oo44,1/5/17,1/5/17,Theft
"17-
00438",2/13/17,2/6/17,Theft
"17-
00437",2/13/17,2/11/17,Theft
17-0043,1/5/17,1/5/17,Traffic Crash-Property Damage
"17-
00420",2/11/17,2/9/17,Theft
17-oo42,1/5/17,1/5/17,Administrative Information
"17-
00415",2/10/17,2/10/17,Theft
17-0039,1/5/17,12/5/17,Theft
17-0038,1/5/17,1/5/17,Assault
17-0037,1/4/17,1/3/17,Theft
"17-
00357",2/6/17,2/3/17,Theft
"17-
00350",2/5/17,2/3/17,Theft
"17-
00346",2/4/17,2/4/17,Theft
"17-
00333",2/3/17,1/30/17,Theft
"17-
003122",10/2/17,10/2/17,Theft
17-0031,1/4/17,1/4/17,Ill Aided
"17-
00301",1/31/17,12/19/16,Theft
17-0030,1/4/17,1/4/17,Public Indecency
"17-
00298",1/30/17,1/23/17,Theft
"17-
00292",1/31/17,1/31/17,Theft
17-0029,1/4/17,1/4/17,Administrative Information
"17-
00287",1/30/17,1/30/17,Theft
17-0028,1/4/17,1/4/17,Drug Paraphernalia
17-0027,1/4/17,1/3/17,Theft
"17-
00268",1/27/17,1/24/17,Theft
17-0026,12/29/16,1/4/17,Ill Aided
"17-
00254",1/26/17,12/26/17,Theft
"17-
00252",1/26/17,1/25/17,Theft
17-0024,10/4/17,12/29/16,Theft
"17-
00222",1/23/17,1/20/17,Theft
17-0022,1/3/17,1/3/17,Theft (From Auto)
"17-
00219",1/23/17,1/23/17,Theft
"17-
00201",1/21/17,1/20/17,Theft
"17-
00198",1/21/17,1/21/17,Theft
"17-
00190",1/19/17,1/19/17,Theft
17-0019,1/3/17,1/2/17,Missing Person
"17-
00185",1/18/17,1/6/17,Theft
17-0017,1/2/17,1/2/17,Criminal Trespass
17-0016,1/2/17,1/2/17,Possession Of Drugs
"17-
00143",1/15/17,1/11/17,Theft
"17-
00133",1/14/17,1/13/17,Theft
"17-
00131",1/14/17,1/9/17,Theft
17-0013,1/2/17,1/2/17,Escape
17-0013,1/3/17,1/2/17,Supplement
"17-
00125",1/13/17,1/12/17,Theft
17-0012,1/1/17,1/1/17,Assist Other Agency
17-0011,1/1/17,1/1/17,Ill Aided
"17-
00099",1/11/17,11/26/16,Theft
17-00048,1/5/17,1/5/17,Theft
17-00027,1/4/17,1/3/17,Theft
16-5746,12/29/17,12/29/17,Theft
16-5734,1/14/17,1/14/17,Supplement
16-5628,2/23/17,2/23/17,Supplement
16-5516,4/4/17,4/4/17,Supplement
16-5498,1/11/17,1/11/17,Supplement
16-5474,1/23/17,1/23/17,Supplement
16-5409,1/1/17,1/1/17,Supplement
16-5216,1/10/17,1/10/17,Supplement
16-4445,1/3/17,1/3/17,Supplement
16-4321,10/2/17,10/2/17,Supplement
16-4320,10/2/17,10/2/17,Supplement
16-4318,10/2/17,10/2/17,Supplement
16-4317,10/2/17,10/2/17,Supplement
16-4199,10/3/17,10/3/17,Supplement
16-3677,5/17/17,5/17/17,Supplement
16-3675,5/17/17,5/17/17,Supplement
16-3661,01/06/0002,10/4/17,Supplement
16-3484,3/16/17,3/16/17,Supplement
16-3137,3/10/17,3/10/17,Supplement
16-2360,1/17/17,1/17/17,Supplement
16-1598,2/14/17,2/14/17,Supplement
15-4695,5/27/17,5/27/17,Supplement
14-3764,3/13/17,3/13/17,Supplement
13-4332,10/3/17,10/3/17,Supplement
13-2271,4/3/17,4/3/17,Supplement
