case_number,date_reported,incident,date_occurred,time_occurred,location,university,time_reported
1605296,2016-11-17,"Computer Trespass, Identity Fraud (Use of Information)",2016-11-08,00:00,"Emory Clinic A, 1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1605274,2016-11-16,Simple Battery,2016-03-01,00:00,"Unspecified Fraternity House, Eagle Row, Atlanta,  3032",Emory University,NA
1605273,2016-11-16,False Imprisonment,2016-03-01,00:00,"Unspecified Fraternity House, Eagle Row, Atlanta, 30322",Emory University,NA
1605264,2016-11-16,Criminal Attempt--Entering Auto,2016-11-15,07:20,"Budd Terrace Parking Lot, 1833 Clifton Rd, Atlanta, 30322",Emory University,NA
1605258,2016-11-15,"Theft by Taking (All Other, Value Over $500)",2016-11-15,17:00,"Woodruff Physical Education Center, 600 Asbury Cir, Atlanta, 30322",Emory University,NA
1605254,2016-11-15,"Theft by Taking (From Bldg, Valued Over $500)",2016-11-15,02:23,"Woodruff Physical Education Center, 600 Asbury Cir, Atlanta, 30322",Emory University,NA
1605249,2016-11-15,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-11-10,17:30,"Dobbs University Center, 605 Asbury Cir, Atlanta, 30322",Emory University,NA
1605239,2016-11-14,Theft of Lost or Mislaid Property ($500 or Less),2016-11-14,19:10,"Modern Languages Bldg, 532 Kilgo Cir, Atlanta, 30322",Emory University,NA
1605232,2016-11-14,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-11-12,17:45,"Longstreet-Means Hall, 646 Means Dr, Atlanta, 30322",Emory University,NA
1605219,2016-11-13,Unauthorized persons entering vacant buildings,2016-11-13,15:05,"Candler Mansion, 1260 Briarcliff Rd, Atlanta, 30322",Emory University,NA
1605206,2016-11-12,"Burglary, First Degree, Non-Forcible Entry",2016-11-12,19:00,"Raoul Hall, 2 Eagle Row, Atlanta, 30322",Emory University,NA
1605202,2016-11-12,"Criminal Trespass, Individual",2016-11-12,15:31,"Candler Mansion, 1260 Briarcliff Rd, Atlanta, 30322",Emory University,NA
1605174,2016-11-11,Sexual Battery,2016-04-01,00:00,"Emory University, 201 Dowman Dr, Atlanta, 30322",Emory University,NA
1605172,2016-11-11,Entering an Auto,2016-11-10,21:00,"Wesley Woods Towers Parking Lot, 1825 Clifton Rd, Atlanta, 30322",Emory University,NA
1605169,2016-11-11,Entering an Auto,2016-11-10,19:00,"Budd Terrace Parking Lot, 1833 Clifton Rd, Atlanta, 30322",Emory University,NA
1605168,2016-11-11,Simple Battery,2016-11-11,07:00,"Emory Univ. Hospital, 1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1605167,2016-11-11,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-11-10,07:50,"Candler School of Theology, 1531 Dickey Dr, Atlanta, 30322",Emory University,NA
1605165,2016-11-11,"Person Down--Alcohol, Underage Possession; Possession display, or use of false  ID document",2016-11-11,04:25,"Harris Hall, 1340 Clifton Rd, Atlanta, 30322",Emory University,NA
1605141,2016-11-10,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-11-09,10:30,"Cox Hall, 569 Asbury Cir, Atlanta, 30322",Emory University,NA
1605140,2016-11-10,"Burglary, Second Degree, Forcible Entry",2016-11-09,23:00,"Emory Clinic A, 1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1605132,2016-11-09,Arrest: Family Violence Battery,2016-11-09,19:30,"Budd Terrace, 1833 Clifton Rd, Atlanta, 30322",Emory University,NA
1605127,2016-11-09,Obtaining Dangerous Drugs by Fraudulent Methods,2016-09-28,06:00,"Budd Terrace, 1833 Clifton Rd, Atlanta, 30322",Emory University,NA
1605124,2016-11-09,"Harassing Communications - Harass, Threaten, or Intimidate",2016-11-09,06:53,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1605121,2016-11-09,Stalking (Misdemeanor),NA,NA,"Clairmont Campus, Decatur, GA 30033",Emory University,NA
1605107,2016-11-08,Theft of Lost or Mislaid Property ($500 or Less); Financial Transaction Card Theft,2016-11-08,12:00,"Cox Hall, 569 Asbury Cir, Atlanta, 30322",Emory University,NA
1605095,2016-11-07,Financial Transaction Card Theft; Financial Transaction Card Fraud,2016-11-07,18:52,"Woodruff Library, 540 Asbury Cir, Atlanta 30322",Emory University,NA
1605094,2016-11-07,"Harassing Communications - To Harass, Threaten, or Intimidate",2016-11-07,13:30,"Yerkes Primate Research Center, 954 N Gatewood Rd, Atlanta, 30322",Emory University,NA
1605076,2016-11-07,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-27,13:00,"Whitehead Research Bldg, 615 Michael St, Atlanta, 30322",Emory University,NA
1605065,2016-11-06,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-11-06,02:30,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1605064,2016-11-06,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-11-05,12:00,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1605054,2016-11-06,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-11-06,00:49,"Harris Hall, 1340 Clifton Rd, Atlanta, 30322",Emory University,NA
1605053,2016-11-05,Entering an Auto,2016-11-05,20:07,"Starvine Parking Deck, 1945 Starvine Way, Decatur, 30033",Emory University,NA
1605046,2016-11-05,Stalking (Misdemeanor),2016-11-05,00:55,"Clairmont CRC, 2445 Dooley Dr, Decatur, 30033",Emory University,NA
1605020,2016-11-02,Stalking - To Harass and Intimidate,2015-01-20,00:00,"Oxford Road Bldg, 1390 Oxford Rd, Atlanta, 30322",Emory University,NA
1605001,2016-11-03,"Theft by Taking (From Bldg, Valued Over $500)",2016-06-01,08:00,"Emory Children's Center, 2015 Uppergate Dr, Atlanta, 30322",Emory University,NA
1604991,2016-11-03,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-13,15:00,"Facilities Management, Bldg B, 201 FM Dr, Atlanta, 30322",Emory University,NA
1604986,2016-11-02,Information Report (Arrest: Public Indecency),2016-10-23,19:00,"1575 Clairmont Rd, Decatur 30033",Emory University,NA
1604959,2016-11-01,"Theft of Lost/Mislaid Property ($500 or Less); Financial Trans. Card Theft; Possession Display, Use of False Govt ID Document",2016-10-31,21:15,"Unknown - Main Campus, Atlanta, 30322",Emory University,NA
1604950,2016-10-31,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-30,20:00,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1604948,2016-10-31,Simple Battery,2016-10-31,20:15,"Clairmont URC, 2405 Dooley Dr, Decatur, 30033",Emory University,NA
1604941,2016-10-31,"Burglary, Second Degree, Non-Forcible Entry",2016-10-31,16:40,"Psychology Bldg, 36 Eagle Row, Atlanta, 30322",Emory University,NA
1604915,2016-10-30,Possession of Less Than One Ounce of Marijuana; Possession and Use of Drug-Related Objects,2016-10-30,01:48,"CSX Railroad Tracks at Clifton Rd, Atlanta, 30322",Emory University,NA
1604913,2016-10-30,"Criminal Trespass, Property Damage",2016-10-30,00:59,"Dickey Dr, traffic circle at Tarbutton Hall, Atlanta, 30322",Emory University,NA
1604910,2016-10-29,Entering an Auto,2016-10-29,15:30,"1825 Clifton Rd, Atlanta, 30322",Emory University,NA
1604908,2016-10-29,Entering an Auto,2016-10-29,14:45,"1833 Clifton Rd, Atlanta, 30322",Emory University,NA
1604904,2016-10-29,"Criminal Trespass, Property Damage",NA,NA,"Shuttle Bridge at Andrews Cir, Atlanta, 30322",Emory University,NA
1604902,2016-10-29,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-10-28,15:00,"1300 Clifton Rd, Atlanta, 30322",Emory University,NA
1604892,2016-10-29,Arrest: Public Intoxication,2016-10-29,02:04,"13 Eagle Row, Atlanta, 30322",Emory University,NA
1604889,2016-10-29,"Simple Battery; Criminal Trespass, Property Damage",2016-10-29,00:01,"13 Eagle Row, Atlanta, 30322",Emory University,NA
1604883,2016-10-28,"Burglary, First Degree, Non-Forcible Entry",2016-10-14,00:00,"1825 Clifton Rd, Atlanta, 30322",Emory University,NA
1604881,2016-10-28,"Burglary, First Degree, Non-Forcible Entry",2016-10-28,14:30,"1825 Clifton Rd, Atlanta, 30322",Emory University,NA
1604879,2016-10-28,"Theft by Taking (Bicycle, Valued Over $500)",2016-10-28,08:30,"1300 Clifton Rd, Atlanta, 30322",Emory University,NA
1604876,2016-10-28,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-10-28,15:40,"1310 Clifton Rd, Atlanta, 30322",Emory University,NA
1604874,2016-10-28,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-28,09:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1604871,2016-10-28,"Criminal Trespass, Property Damage",2016-10-27,11:30,"1260 Briarcliff Rd, Atlanta, 30322",Emory University,NA
1604862,2016-10-28,Possession Less Than One Ounce of Marijuana,2016-10-28,00:50,"20 Eagle Row, Atlanta,  30322",Emory University,NA
1604856,2016-10-27,Unauthorized Persons Entering Vacant Buildings,2016-10-27,20:43,"1260 Briarcliff Rd, Atlanta, 30322",Emory University,NA
1604827,2016-10-26,Harassing Communications,2016-09-26,00:01,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1604809,2016-10-25,Financial Transaction Card Fraud,2016-09-17,00:00,"1602 Fishburne Dr, Atlanta, 30322",Emory University,NA
1604805,2016-10-25,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-10-19,18:00,"1310 Clifton Rd, Atlanta, 30322",Emory University,NA
1604801,2016-10-25,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-24,23:00,"586 Asbury Cir, Atlanta, 30322",Emory University,NA
1604774,2016-10-23,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-10-16,00:01,"100 Woodruff Cir, Atlanta, 30322",Emory University,NA
1604769,2016-10-23,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-23,03:20,"2425 Dooley Dr, Decatur, 30033",Emory University,NA
1604750,2016-10-21,Public Intoxication,2016-10-21,23:51,"Woodruff Circle, Atlanta, 30322",Emory University,NA
1604735,2016-10-21,Entering an Auto,2016-10-18,20:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1604700,2016-10-19,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-19,18:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1604698,2016-10-19,Entering an Auto,2016-10-19,16:10,"1705 Lowergate Dr, Atlanta, 30322",Emory University,NA
1604689,2016-10-19,Theft of Lost or Mislaid Property (Over $500),2016-10-01,07:30,"27 Eagle Row, Atlanta, 30322",Emory University,NA
1604671,2016-10-18,Public Indecency (Misdemeanor),2016-10-18,14:20,"540 Asbury Cir, Atlanta 30322",Emory University,NA
1604643,2016-10-16,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-16,19:30,"540 Asbury Cir, Atlanta 30322",Emory University,NA
1604639,2016-10-16,Assist DeKalb County Police Department (Motor Vehicle Theft/Recovery),2016-10-16,09:39,"1817 Clifton Rd, Atlanta, 30322",Emory University,NA
1604637,2016-10-16,Arrest: Simple Battery,2016-10-16,02:00,"11-F Eagle Row, Atlanta, 30322",Emory University,NA
1604623,2016-10-15,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-15,16:15,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1604620,2016-10-15,Simple Battery,2016-10-15,07:45,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1604595,2016-10-14,"Burglary, Second Degree, Non-Forcible Entry",2016-10-12,11:00,"1521 Dickey Dr, Atlanta, 30322",Emory University,NA
1604589,2016-10-14,"Burglary, First Degree, Non-Forcible Entry",2016-10-13,11:30,"1310 Clifton Rd, Atlanta, 30322",Emory University,NA
1604570,2016-10-13,Theft of Lost or Mislaid Property ($500 or Less),2016-10-13,12:51,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1604546,2016-10-12,"Theft by Taking (Motor Vehicle, Automobile)",2016-10-11,21:45,"1819 Clifton Rd, Atlanta, 30322",Emory University,NA
1604543,2016-10-11,Entering an Auto,2016-10-11,19:15,"1945 Starvine Way, Decatur, 30033",Emory University,NA
1604530,2016-10-11,"Theft by Taking (From Bldg, Valued $500 or less)",2016-10-11,11:30,"540 Asbury Cir, Atlanta 30322",Emory University,NA
1604529,2016-10-11,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-11,08:30,"540 Asbury Cir, Atlanta  30322",Emory University,NA
1604528,2016-10-11,"Theft by Taking (From Bldg, Value Over $500)",2016-10-11,11:23,"540 Asbury Cir, Atlanta 30322",Emory University,NA
1604518,2016-10-10,Theft by Deception (Over $500),2016-10-02,23:00,"1340 Clifton Rd, Atlanta, 30322",Emory University,NA
1604514,2016-10-10,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-10,11:50,"540 Asbury Cir, Atlanta 30322",Emory University,NA
1604508,2016-10-10,Simple Battery,2016-10-10,00:30,"646 Means Dr, Atlanta, 30322",Emory University,NA
1604504,2016-10-09,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-09,03:00,"2445 Dooley Dr, Decatur, 30033",Emory University,NA
1604503,2016-10-09,"Criminal Trespass, Property Damage",2016-10-09,13:24,"1821 Clifton Rd, Atlanta, 30322",Emory University,NA
1604482,2016-10-07,Financial Transaction Card Theft,2016-10-07,14:00,"1301 Clifton Rd, Atlanta, 30322",Emory University,NA
1604480,2016-10-07,Terroristic Threats,2016-10-07,13:11,"1880 Johnson Rd, Atlanta, 30322",Emory University,NA
1604478,2016-10-07,Information Report (Harassing Communications),2016-07-14,00:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604476,2016-10-07,"Theft by Taking (Bicycle, Valued Over $500)",2016-10-05,21:00,"1300 Clifton Rd, Atlanta, 30322",Emory University,NA
1604474,2016-10-07,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-06,23:00,"540 Asbury Cir, Atlanta, 30322",Emory University,NA
1604468,2016-10-06,Entering an Auto,2016-10-06,15:45,"1833 Clifton Rd, Atlanta, 30322",Emory University,NA
1604466,2016-10-06,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-06,15:00,"615 Michael St, Atlanta, 30322",Emory University,NA
1604465,2016-10-06,Entering an Auto,2016-10-06,09:30,"1817 Clifton Rd, Atlanta, 30322",Emory University,NA
1604424,2016-10-04,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-04,12:00,"540 Asbury Cir, Atlanta  30322",Emory University,NA
1604420,2016-10-04,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-28,09:00,"569 Asbury Cir, Atlanta, 30322",Emory University,NA
1604418,2016-10-04,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-03,15:53,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1604409,2016-10-03,Identity Fraud (Use of Information),2016-10-03,19:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1604405,2016-10-03,"Criminal Trespass, Property Damage",2016-09-28,21:00,"2405 Dooley Dr, Decatur, 30033",Emory University,NA
1604404,2016-10-03,"Burglary, Second Degree, Forcible Entry",2016-09-26,07:00,"101 Woodruff Cir, Atlanta, 30322",Emory University,NA
1604396,2016-10-03,Rape,NA,NA,"Eagle Row, Atlanta,  30322",Emory University,NA
1604370,2016-10-02,"Burglary, First Degree, Non-Forcible Entry",2016-10-01,13:00,"1495 Clifton Rd, Atlanta, 30322",Emory University,NA
1604359,2016-10-01,Stalking (Misdemeanor),NA,NA,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1604355,2016-10-01,Harassing Communications,2016-09-23,08:39,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1604343,2016-09-30,Possession Less Than One Ounce Marijuana; Possession and Use of Drug-Related Objects,2016-09-30,23:27,"17 Eagle Row, Atlanta,  30322",Emory University,NA
1604336,2016-09-30,Financial Transaction Card Theft,2016-08-20,23:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1604335,2016-09-30,"Criminal Damage to Property, Second Degree",2016-09-29,17:30,"615 Michael St, Atlanta, 30322",Emory University,NA
1604333,2016-09-30,Information Report (Harassing Communications),2016-07-14,08:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604310,2016-09-29,Information Report (Harassing Communications),2016-07-14,17:32,"57 Executive Park Dr, Brookhaven,  30329",Emory University,NA
1604306,2016-09-29,"Forgery, Fourth Degree",2016-09-29,13:11,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1604305,2016-09-29,Information Report (Harassing Communications),2016-09-26,14:57,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604304,2016-09-29,Information Report (Harassing Communications),2016-07-14,00:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604292,2016-09-28,Information Report (Harassing Communications),2016-09-11,14:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604291,2016-09-28,Information Report (Harassing Communications),2016-07-14,08:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604290,2016-09-28,Information Report (Harassing Communications),2016-07-29,08:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604288,2016-09-28,Information Report (Harassing Communications),2016-07-14,08:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604286,2016-09-28,Information Report (Harassing Communications),2016-09-27,08:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604285,2016-09-28,Information Report (Harassing Communications),2016-07-14,08:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604284,2016-09-28,Information Report (Harassing Communications),2016-09-24,15:55,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604283,2016-09-28,Information Report (Harassing Communications),2016-07-14,08:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604282,2016-09-28,Information Report (Harassing Communications),2016-09-14,14:25,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604279,2016-09-28,Information Report (Harassing Communications),2016-07-14,08:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604278,2016-09-28,Information Report (Harassing Communications),2016-07-14,13:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604277,2016-09-28,Information Report (Harassing Communications),2016-07-14,00:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604276,2016-09-28,Information Report (Harassing Communications),2016-07-14,08:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604275,2016-09-28,Information Report (Harassing Communications),2016-09-27,00:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604274,2016-09-28,Information Report (Harassing Communications),2016-07-14,08:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604273,2016-09-28,Information Report (Harassing Communications),2016-07-14,00:00,"57 Executive Park Dr, Brookhaven, 30329",Emory University,NA
1604270,2016-09-28,Harassing Communications,2016-09-28,09:16,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1604267,2016-09-28,"Arrest: Criminal Trespass, Entry After Notice Prohibiting",2016-09-28,07:50,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1604235,2016-09-26,"Theft by Taking (From Bldg, Valued Over $500)",2016-09-26,19:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1604233,2016-09-26,Entering an Auto,2016-09-25,19:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1604222,2016-09-26,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-22,17:42,"540 Asbury Cir, Atlanta 30322",Emory University,NA
1604219,2016-09-26,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-22,17:30,"1669 N Decatur Rd, Atlanta, 30322",Emory University,NA
1604203,2016-09-25,"Possession Display, or Use of False  ID Document; Person Down--Alcohol, Underage Possession",2016-09-25,00:40,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
