date_reported,time_reported,location,date_occurred,time_occurred,case_number,university,incident
2015-09-15,16:00,504 University Loop East,2015-09-15,09:10,15-00851,Arkansas State University-Main Campus,Damaged Property not criminal in nature
2015-09-15,22:03,120 Dean  ST,2015-09-15,19:30,15-00852,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-09-16,00:12,2509 Aggie RD,2015-09-16,NA,15-00853,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-09-16,01:41,E Johnson Ave & St Hwy 91 / Uloop / University Loop East,2015-09-16,01:20,15-00854,Arkansas State University-Main Campus,University Referral - Drug Violation
2015-09-16,08:07,101 N Caraway RD,2015-09-16,08:03,15-00855,Arkansas State University-Main Campus,Burglary Alarm
2015-09-16,09:34,1115 .Northpark Quads Parking Area,2015-09-16,09:34,15-00856,Arkansas State University-Main Campus,Found Article/Property
2015-09-16,12:25,101 N Caraway RD,2015-09-16,12:10,15-00857,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-09-16,13:47,113 Dean ST 319,2015-09-16,13:05,15-00858,Arkansas State University-Main Campus,Fire Alarm
2015-09-16,14:34,504 Robinson ST A,2015-09-16,14:20,15-00859,Arkansas State University-Main Campus,Sick or Injured person
2015-09-17,12:27,333  Red Wolf BLVD A,2015-09-17,12:20,15-00860,Arkansas State University-Main Campus,DOMESTIC DISTURBANCE PNG Issued on this person for the ASU Campus
2015-09-17,14:20,101 N Caraway RD,2015-09-16,11:00,15-00861,Arkansas State University-Main Campus,"HARASSING COMMUNICATIONS / TELEPHONE, TELEGRAPH, MAIL, OR ANY WRITTEN FORM"
2015-09-17,19:23,2509 Aggie Road,2015-09-17,19:23,15-00862,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2015-09-18,00:30,1002 University Loop,2015-09-18,NA,15-00863,Arkansas State University-Main Campus,University Referral - University Referral - Excessive Noise University Referral - Smoke Free Campus Policy
2015-09-18,08:08,1115 University Loop East Building #2,2015-09-12,22:00,15-00864,Arkansas State University-Main Campus,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE"
2015-09-18,13:18,2301 U ST,2015-09-18,12:20,15-00865,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-09-18,15:13,2509 Aggie RD,2015-09-18,15:13,15-00866,Arkansas State University-Main Campus,Found Article/Property
2015-09-18,15:17,101 N Caraway RD,2015-09-18,13:29,15-00867,Arkansas State University-Main Campus,Found Article/Property
2015-09-18,15:37,General Campus,2015-09-15,11:00,15-00868,Arkansas State University-Main Campus,Found Article/Property
2015-09-18,18:04,Visitor parking Aggie Rd in front of Administration Building,2015-09-18,12:00,15-00869,Arkansas State University-Main Campus,Accident - Hit and Run
2015-09-19,04:06,Dean St / E Johnson Ave & St Hwy 91 / Snyder St,2015-09-19,04:06,15-00870,Arkansas State University-Main Campus,PNG Issued on this person for the ASU Campus University Referral - Drug Violation
2015-09-19,12:31,1115 .Northpark Quads Building 2202D,2015-09-19,10:36,15-00871,Arkansas State University-Main Campus,Welfare Concern
2015-09-19,12:35,333 Red Wolf BLVD,2015-09-19,11:20,15-00872,Arkansas State University-Main Campus,Sick or Injured person
2015-09-19,15:30,2301 U ST,2015-09-19,15:03,15-00873,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2015-09-19,20:22,2720 A ST,2015-09-19,20:22,15-00874,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009
2015-09-19,21:03,2720 A ST,2015-09-19,18:03,15-00876,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2015-09-19,21:49,2410 Aggie RD,2015-09-19,21:27,15-00877,Arkansas State University-Main Campus,Sick or Injured person
2015-09-20,04:48,A St / Uloop / University Loop East,2015-09-20,04:48,15-00878,Arkansas State University-Main Campus,PUBLIC INTOXICATION - DRINKING IN PUBLIC
2015-09-20,06:05,120 Dean ST,2015-09-20,23:46,15-00879,Arkansas State University-Main Campus,University Referral - Excessive Noise
2015-09-20,08:54,2509 Aggie RD,2015-09-20,08:30,15-00880,Arkansas State University-Main Campus,Damaged Property not criminal in nature
2015-09-20,16:53,2515 Danner ST,2015-09-17,12:00,15-00881,Arkansas State University-Main Campus,Accident - Hit and Run
2015-09-21,01:46,Red Wolf Trail,2015-09-21,00:30,15-00882,Arkansas State University-Main Campus,POSSESSION OF SCH VI LT 4OZ University Referral - Alcohol Violation University Referral - Drug Violation
2015-09-21,09:25,1203 University Loop Bldg 2 ST,2015-09-21,07:00,15-00883,Arkansas State University-Main Campus,Found Article/Property
2015-09-21,12:20,2509 Aggie RD 316,2015-09-21,12:02,15-00884,Arkansas State University-Main Campus,Fire Alarm University Referral - Alcohol Violation
2015-09-21,13:27,116 N Driver ST,2015-09-21,13:00,15-00885,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-09-21,14:26,113 Dean  ST,2015-08-24,10:00,15-00886,Arkansas State University-Main Campus,Accident - Hit and Run
2015-09-22,09:38,113 Dean  ST,2015-09-22,09:21,15-00887,Arkansas State University-Main Campus,Fire Alarm
2015-09-22,10:48,2720 A ST,2015-09-22,10:48,15-00895,Arkansas State University-Main Campus,Fire Alarm
2015-09-22,11:20,ASU Bookstore at Football Complex,2015-09-22,11:18,15-00888,Arkansas State University-Main Campus,Burglary Alarm
2015-09-23,00:20,2502 Aggie RD,2015-09-23,00:20,15-00889,Arkansas State University-Main Campus,Fire Alarm
2015-09-23,04:02,Aggie Rd/Union Fountain,2015-09-22,23:30,15-00890,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2015-09-23,09:17,2720 A ST,2015-09-23,08:40,15-00891,Arkansas State University-Main Campus,Burglary Alarm
2015-09-23,12:36,North Side of Library (outside),2015-09-23,11:48,15-00892,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-09-23,12:38,North Side of Library (outside),2015-09-23,11:58,15-00893,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-09-23,12:39,North Side of Library (outside),2015-09-23,12:16,15-00894,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2015-09-24,08:40,Unknown Parking Lot on Campus,2015-09-16,06:00,15-00896,Arkansas State University-Main Campus,"BREAKING OR ENTERING / ARTICLES FROM VEHICLE THEFT $1,000 OR LESS - FROM VEHICLE University Referral - Theft"
2015-09-24,12:29,101 N Caraway RD,2015-09-24,11:00,15-00897,Arkansas State University-Main Campus,Found Article/Property
2015-09-24,12:31,319 University Loop CIR,2015-09-24,11:35,15-00898,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2015-09-24,13:13,2407 Quapaw WAY,2015-09-24,08:00,15-00899,Arkansas State University-Main Campus,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE"
2015-09-24,13:16,319 University Loop CIR,2015-09-24,11:00,15-00900,Arkansas State University-Main Campus,Found Article/Property
2015-09-24,15:03,113 Dean ST,2015-09-23,15:15,15-00901,Arkansas State University-Main Campus,CRIMINAL MISCHIEF - 2ND DEGREE / PURPOSELY TAMPERS
2015-09-24,22:59,111 N Caraway RD,2015-09-24,22:59,15-00902,Arkansas State University-Main Campus,DISORDERLY CONDUCT
2015-09-25,04:18,Johnson,2015-09-25,00:40,15-00903,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-09-25,12:17,Unknown location on Campus,2015-09-24,NA,15-00904,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-09-26,03:00,Marion Berry,2015-09-26,02:05,15-00905,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2015-09-27,04:04,Marion Berry,2015-09-27,00:20,15-00906,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2015-09-27,21:30,1203 University Loop Bldg 2 ST,2015-09-27,21:30,15-00907,Arkansas State University-Main Campus,University Referral - Attempt/Threat of Suicide Sick or Injured person
2015-09-27,22:07,1115 University Loop East Building #1,2015-09-27,21:40,15-00908,Arkansas State University-Main Campus,Fire Alarm
2015-09-28,13:09,101 N Caraway RD,2015-09-24,17:00,15-00909,Arkansas State University-Main Campus,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE"
2015-09-29,03:48,1115 University Loop East Building #2,2015-09-29,00:20,15-00910,Arkansas State University-Main Campus,Robbery Robbery PNG Issued on this person for the ASU Campus
2015-09-29,07:13,Driver St / Uloop / University Loop West,2015-09-29,07:13,15-00911,Arkansas State University-Main Campus,Found Article/Property
2015-09-29,08:09,113 Dean ST,2015-09-29,07:35,15-00912,Arkansas State University-Main Campus,Sick or Injured person
2015-09-29,09:49,Shelton St,2015-09-28,22:00,15-00913,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - FROM VEHICLE"
2015-09-29,10:08,2720 .Football Stadium Team Shop ST,2015-09-29,10:05,15-00914,Arkansas State University-Main Campus,Burglary Alarm
2015-09-29,13:03,422 University Loop West,2015-09-29,13:03,15-00915,Arkansas State University-Main Campus,Found Article/Property
2015-09-29,15:06,2412 Quapaw Way Road,2015-09-29,01:00,15-00916,Arkansas State University-Main Campus,Found Article/Property
2015-09-29,16:40,2623 Cherokee ST,2015-09-29,16:30,15-00917,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-09-29,23:31,2319 U  ST,2015-09-28,22:00,15-00919,Arkansas State University-Main Campus,"BREAKING OR ENTERING / ARTICLES FROM VEHICLE THEFT $1,000 OR LESS - FROM VEHICLE University Referral - Weapons"
2015-09-30,02:09,101 N Caraway RD,2015-09-29,14:00,15-00920,Arkansas State University-Main Campus,Found Article/Property
2015-09-30,04:15,301 N Caraway RD B13,2015-09-30,04:00,15-00921,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2015-09-30,04:30,2509 Aggie  Road,2015-09-30,01:45,15-00922,Arkansas State University-Main Campus,University Referral - Alcohol Violation University Referral - Excessive Noise
2015-09-30,09:21,2301 E Johnson AVE D,2015-09-21,16:45,15-00923,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - FROM BUILDING"
2015-09-30,11:13,111 N Caraway RD,2015-09-30,11:13,15-00924,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-09-30,12:27,2509 .Arkansas Hall Rm 202 RD,2015-09-30,12:15,15-00925,Arkansas State University-Main Campus,Fire Alarm University Referral - Alcohol Violation
2015-09-30,14:10,2515 Danner Bldg 3 AVE,2015-09-30,13:45,15-00926,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-10-01,09:50,119 S Caraway Road,2015-10-01,09:20,15-00927,Arkansas State University-Main Campus,Sick or Injured person
2015-10-01,12:23,217 Olympic DR,2015-10-01,09:50,15-00928,Arkansas State University-Main Campus,Fire Alarm
2015-10-01,13:49,Aggie Rd / N Caraway Rd,2015-10-01,13:30,15-00929,Arkansas State University-Main Campus,Found Article/Property
2015-10-01,15:22,1915 Aggie Road,2015-10-01,10:15,15-00930,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2015-10-01,15:25,Driver ST,2015-09-25,08:00,15-00931,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2015-10-02,10:34,111 N Caraway RD,2015-10-02,10:34,15-00932,Arkansas State University-Main Campus,University Referral - Fail To Comply Accident - Hit and Run
2015-10-02,11:50,2301 E Johnson AVE D,2015-10-02,11:39,15-00933,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST PNG Issued on this person for the ASU Campus OUT OF TOWN WARRANT/ASSIST
2015-10-02,17:07,113 Dean ST,2015-10-02,17:00,15-00934,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-10-02,22:47,2510 Aggie RD,2015-10-02,22:20,15-00935,Arkansas State University-Main Campus,Fire Alarm
2015-10-03,03:00,Aggie Rd / Marion Berry Pkwy,2015-10-03,02:50,15-00937,Arkansas State University-Main Campus,DWI - DRUGS (UNLAWFUL ACT)
2015-10-03,07:15,2304 Shelton ST,2015-10-02,21:15,15-00936,Arkansas State University-Main Campus,CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES Robbery - Aggravated DELIVERY OF SCH VI CONTROLLED SUBSTANCE POSSESSION OF SCH I OR II LT 2GM SIMULTANEOUS POSSESSION OF DRUGS AND FIREARMS THEFT BY RECEIVING HANDGUNS - POSSESSION BY MINOR OR POSSESSION ON SCHOOL PROPERTY POSSESSION OF DRUG PARAPHERNALIA PNG Issued on this person for the ASU Campus
2015-10-03,16:10,205 Pavilion ST,2015-10-03,16:00,15-00938,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-10-03,18:16,1203 University Loop Bldg 3,2015-10-03,17:20,15-00939,Arkansas State University-Main Campus,Welfare Concern
2015-10-03,23:31,1115 University Loop East Building #3,2015-10-03,23:21,15-00940,Arkansas State University-Main Campus,University Referral - Alcohol Violation University Referral - Residence Hall Violation University Referral - Excessive Noise
2015-10-04,02:24,1915 Aggie RD,2015-10-04,02:00,15-00941,Arkansas State University-Main Campus,DISORDERLY CONDUCT
2015-10-04,02:32,1007 University Loop E,2015-10-04,02:32,15-00942,Arkansas State University-Main Campus,CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES
2015-10-04,03:40,/ Faculty/ uloop,2015-10-04,00:10,15-00943,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2015-10-04,03:44,2720 A ST,2015-10-03,20:07,15-00944,Arkansas State University-Main Campus,PUBLIC INTOXICATION - DRINKING IN PUBLIC
2015-10-04,05:10,1915 Aggie RD,2015-10-03,23:40,15-00945,Arkansas State University-Main Campus,POSSESSION OF SCH VI LT 4OZ POSSESSION OF SCH VI LT 4OZ TAMPER WITH PHYSICAL EVIDENCE - MISDEMEANOR TAMPER WITH PHYSICAL EVIDENCE - MISDEMEANOR PNG Issued on this person for the ASU Campus PNG Issued on this person for the ASU Campus
2015-10-04,10:22,120 Dean ST,2015-10-04,09:00,15-00946,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-10-04,10:33,1115 .Northpark Quads Building 1204,2015-10-04,09:40,15-00947,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-10-04,15:27,121 N Caraway RD,2015-10-04,15:10,15-00948,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-10-04,17:06,2406 Quapaw WAY,2015-10-04,16:30,15-00949,Arkansas State University-Main Campus,CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES
2015-10-04,19:25,1115 University Loop East,2015-10-03,22:00,15-00950,Arkansas State University-Main Campus,University Referral - Theft University Referral - Dishonesty PNG Issued on this person for the ASU Campus
2015-10-04,22:17,320 University Loop CIR,2015-10-04,17:19,15-00951,Arkansas State University-Main Campus,Burglary Alarm
2015-10-05,14:16,315 Red Wolf Trail,2015-10-05,12:00,15-00952,Arkansas State University-Main Campus,PNG Issued on this person for the ASU Campus
2015-10-05,15:45,106 N Caraway RD,2015-10-01,14:00,15-00953,Arkansas State University-Main Campus,"THEFT $5,000 OR LESS BUT GREATER THAN $1000 - FROM BUILDING"
2015-10-05,18:25,2508 Aggie RD,2015-10-05,18:15,15-00955,Arkansas State University-Main Campus,Fire Alarm
2015-10-06,03:58,2730 Iroquois ST,2015-10-06,03:58,15-00956,Arkansas State University-Main Campus,Fire Alarm
2015-10-06,09:30,120 .College Park Apartments Building 636 ST,2015-10-04,02:30,15-00957,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS BURGLARY, RESIDENTIAL"
2015-10-06,12:39,1203 University Loop Bldg 1 ST,2015-09-19,22:00,15-00958,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - ALL OTHERS"
2015-10-06,12:54,101 N Caraway RD,2015-10-06,12:54,15-00959,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-10-06,17:09,1915 Aggie RD,2015-10-04,01:30,15-00960,Arkansas State University-Main Campus,The Arkansas Clean Air on Campus Act of 2009 DISORDERLY CONDUCT / UNREASONABLE OR EXCESSIVE BEHAVIOR PNG Issued on this person for the ASU Campus University Referral - Drug Violation
2015-10-06,23:47,2301 U ST,2015-10-06,23:43,15-00961,Arkansas State University-Main Campus,University Referral - Drug Violation
2015-10-07,12:31,107 N Caraway Road,2015-10-07,10:00,15-00962,Arkansas State University-Main Campus,Found Article/Property
2015-10-07,13:41,503 Robinson ST,2015-10-07,13:41,15-00963,Arkansas State University-Main Campus,Found Article/Property
2015-10-07,17:34,1115 University Loop East Building #2,2015-10-07,17:00,15-00964,Arkansas State University-Main Campus,University Referral - Attempt/Threat of Suicide
2015-10-08,03:34,322 University Loop CIR,2015-10-08,02:00,15-00965,Arkansas State University-Main Campus,Fire Alarm
2015-10-08,05:45,Aggie Rd / Marion Berry Pkwy,2015-10-08,05:45,15-00966,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2015-10-08,11:39,Unknown location on campus,2015-10-08,08:00,15-00967,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2015-10-08,18:16,General Campus,2015-10-08,18:16,15-00968,Arkansas State University-Main Campus,HARASSMENT / FOLLOWS A PERSON IN AND ABOUT A PUBLIC PLACE
2015-10-08,19:09,2509 Aggie Road,2015-10-08,18:27,15-00969,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2015-10-08,23:05,1115 University Loop East Building #2,2015-09-28,06:29,15-00970,Arkansas State University-Main Campus,RAPE / PERSON LESS THAN 14 YOA
2015-10-09,00:28,2301 U ST,2015-10-09,00:28,15-00971,Arkansas State University-Main Campus,University Referral - Drug Violation
2015-10-09,01:52,125 Dean ST,2015-10-09,01:30,15-00972,Arkansas State University-Main Campus,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR University Referral - Alcohol Violation University Referral - Residence Hall Violation"
2015-10-09,07:23,2713 Pawnee ST #153,2015-10-08,16:30,15-00973,Arkansas State University-Main Campus,University Referral - Drug Violation
2015-10-09,11:34,2509 Aggie RD #230,2015-10-09,11:30,15-00974,Arkansas State University-Main Campus,Fire Alarm
2015-10-09,11:57,1115 University LOOP 5301C,2015-10-09,11:45,15-00975,Arkansas State University-Main Campus,Welfare Concern University Referral - Attempt/Threat of Suicide
