date_occurred,time_occurred,date_reported,case_number,incident,location,time_reported,university
2015-03-12,NA,2015-03-12,1501053,"Driving WhileIntoxicated",Comanche Street,NA,Texas State University
2015-03-12,NA,2015-03-12,1501050,Theft‐Under $500,Student Recreation Center,NA,Texas State University
2015-03-11,NA,2015-03-11,1501038,"Failure toComply/StrikingUnattended Vehicle",Speck Parking Lot,NA,Texas State University
2015-03-11,NA,2015-03-11,1501041,"Driving Without aLicense (whenunlicensed)",Comanche Street,NA,Texas State University
2015-03-10,NA,2015-03-11,1501028,"Failure toComply/StrikingUnattended Vehicle",Alkek Parking Garage,NA,Texas State University
2015-03-10,NA,2015-03-10,1501021,Theft‐Under $1500.00,Centennial Hall,NA,Texas State University
2015-03-10,NA,2015-03-10,1501027,"Criminal TrespassWarning",Other,NA,Texas State University
2015-03-10,NA,2015-03-10,1501022,"Possession ofMarijuana",Bexar Hall Parking Garage,NA,Texas State University
2015-03-09,NA,2015-03-09,1501008,"Criminal TrespassWarning",Bobcat Village Apartments,NA,Texas State University
2015-03-09,NA,2015-03-09,1501004,Public Intoxication,Other,NA,Texas State University
2015-03-08,NA,2015-03-08,1500995,"Assault ‐ FamilyViolence",Chautauqua,NA,Texas State University
2015-03-08,NA,2015-03-08,1500989,Public Intoxication,Fredericksburg Street,NA,Texas State University
2015-03-07,NA,2015-03-07,1500980,MIP‐Alcohol,San Jacinto Hall Parking Garage,NA,Texas State University
2015-03-06,NA,2015-03-06,1500979,MIP‐Alcohol,College Inn,NA,Texas State University
2015-03-05,NA,2015-03-05,1500962,"Theft of Service ‐under $500",LBJ Student & Visitor Center,NA,Texas State University
2015-03-05,NA,2015-03-05,1500961,"Credit Card or DebitCard Abuse",The Tower Hall,NA,Texas State University
2015-03-05,NA,2015-03-05,1500948,Warrant Service,Hillside Ranch Apartments,NA,Texas State University
2015-03-05,NA,2015-03-05,1500950,Warning,San Jacinto Hall,NA,Texas State University
2015-03-04,NA,2015-03-04,1500939,Warrant Service,Bexar Hall Parking Garage,NA,Texas State University
2015-03-04,NA,2015-03-04,1500926,Public Intoxication,Fredericksburg Street,NA,Texas State University
2015-03-03,NA,2015-03-03,1500919,"Open Container inMotor Vehicle",Guadalupe Street,NA,Texas State University
2015-03-03,NA,2015-03-03,1500922,"Possession ofMarijuana",College Inn,NA,Texas State University
2015-03-03,NA,2015-03-03,1500923,Public Intoxication,Wood Street,NA,Texas State University
2015-03-03,NA,2015-03-03,1500910,Terroristic Threat,Physical Plant,NA,Texas State University
2015-03-03,NA,2015-03-03,1500912,POCS Group 1,Texas State University,NA,Texas State University
2015-03-02,NA,2015-03-02,1500904,Theft‐Under $500,Commons Hall,NA,Texas State University
2015-03-02,NA,2015-03-02,1500903,Burglary ‐ Habitation,Retama Hall,NA,Texas State University
2015-03-02,NA,2015-03-02,1500892,"Accident InvolvingDamage to Vehicle",Comanche Street,NA,Texas State University
2015-03-02,NA,2015-03-03,1500918,Burglary ‐ Habitation,Blanco Hall,NA,Texas State University
2015-03-01,NA,2015-03-01,1500891,Theft‐Under $1500.00,San Jacinto Hall,NA,Texas State University
2015-03-01,NA,2015-03-01,1500890,MIP‐Alcohol,Guadalupe Street,NA,Texas State University
2015-03-01,NA,2015-03-01,1500887,Public Intoxication,LBJ Street,NA,Texas State University
2015-02-28,NA,2015-03-01,1500888,"Criminal Mischiefunder $1500",Other,NA,Texas State University
2015-02-28,NA,2015-02-28,1500871,"Driving WhileIntoxicated","Bobcat Village CommuterParking Lot",NA,Texas State University
2015-02-27,NA,2015-02-27,1500866,"Possession of DrugParaphernalia",Bexar Hall Parking Garage,NA,Texas State University
2015-02-27,NA,2015-02-27,1500869,MIP‐Alcohol,Talbot Street,NA,Texas State University
2015-02-27,NA,2015-02-27,1500856,MIP‐Alcohol,Smith Hall 1,NA,Texas State University
2015-02-27,NA,2015-02-27,1500865,"Possession of DrugParaphernalia",Retama Hall,NA,Texas State University
2015-02-26,NA,2015-02-26,1500849,"Possession of DrugParaphernalia",Read St.,NA,Texas State University
2015-02-26,NA,2015-02-26,1500845,"Criminal Trespass:Property, Building, orAircraft",Commons Hall,NA,Texas State University
2015-02-26,NA,2015-02-26,1500847,Public Intoxication,University Events Center,NA,Texas State University
2015-02-26,NA,2015-02-26,1500848,POCS Group 2,Jackson Hall,NA,Texas State University
2015-02-26,NA,2015-02-26,1500850,"Possession of DrugParaphernalia",Bexar Hall Parking Garage,NA,Texas State University
2015-02-26,NA,2015-02-27,1500858,"Theft of DriversLicense",Falls Hall,NA,Texas State University
2015-02-24,NA,2015-02-24,1500819,"Criminal TrespassWarning",Texas State University,NA,Texas State University
2015-02-24,NA,2015-02-24,1500821,Theft‐Under $500,Alkek Library,NA,Texas State University
2015-02-24,NA,2015-02-24,1500813,Fire Call,Mitte Parking Lot,NA,Texas State University
2015-02-24,NA,2015-02-25,1500831,Theft‐Under $1500.00,Commons Hall,NA,Texas State University
2015-02-23,NA,2015-02-23,1500812,"Failure toComply/StrikingUnattended Vehicle",Alkek Parking Garage,NA,Texas State University
2015-02-22,NA,2015-02-22,1500799,"Open Container inMotor Vehicle",LBJ Street,NA,Texas State University
2015-02-21,NA,2015-02-27,1500860,Theft‐Under $1500.00,Sayers Hall,NA,Texas State University
2015-02-21,NA,2015-02-21,1500784,Burglary of Vehicle,Saltgrass Steak House,NA,Texas State University
2015-02-20,NA,2015-02-23,1500801,"Failure toComply/StrikingUnattended Vehicle",The Tower Parking Garage,NA,Texas State University
2015-02-20,NA,2015-02-20,1500780,MIP‐Alcohol,Chautauqua,NA,Texas State University
2015-02-19,NA,2015-02-19,1500745,"Possession of DrugParaphernalia",Bexar Hall,NA,Texas State University
2015-02-19,NA,2015-02-19,1500741,Theft‐Under $1500.00,Centennial Hall,NA,Texas State University
2015-02-19,NA,2015-02-19,1500751,"Possession ofMarijuana",Comanche Street,NA,Texas State University
2015-02-19,NA,2015-02-19,1500747,"Failure toComply/StrikingUnattended Vehicle",San Jacinto Hall Parking Garage,NA,Texas State University
2015-02-19,NA,2015-02-19,1500743,"Criminal TrespassWarning",Beretta Hall,NA,Texas State University
2015-02-19,NA,2015-02-19,1500741,Theft‐Under $1500.00,Centennial Hall,NA,Texas State University
2015-02-19,NA,2015-02-19,1500743,"Criminal TrespassWarning",Beretta Hall,NA,Texas State University
2015-02-18,NA,2015-02-18,1500729,Burglary of Vehicle,Mitte Parking Lot,NA,Texas State University
2015-02-17,NA,2015-02-17,1500718,Theft‐Under $50,Student Recreation Center,NA,Texas State University
2015-02-17,NA,2015-02-18,1500721,"Criminal Mischiefunder $1500",Bobcat Village Apartments,NA,Texas State University
2015-02-17,NA,2015-02-17,1500707,Harassment,Texas State University,NA,Texas State University
2015-02-17,NA,2015-02-17,1500708,Theft‐Under $1500.00,Mitte Art Building,NA,Texas State University
2015-02-17,NA,2015-02-17,1500716,Theft‐Under $1500.00,Derrick Hall,NA,Texas State University
2015-02-16,NA,2015-02-16,1500703,Fire Call,Bobcat Village Apartments,NA,Texas State University
2015-02-16,NA,2015-02-16,1500693,Public Intoxication,Subway,NA,Texas State University
2015-02-16,NA,2015-02-16,1500701,"Failure toComply/StrikingUnattended Vehicle",Jowers Parking Lot,NA,Texas State University
2015-02-16,NA,2015-02-16,1500658,"Criminal TrespassWarning",Evans Liberal Arts Building,NA,Texas State University
2015-02-15,NA,2015-02-15,1500688,"Driving WhileIntoxicated",University Drive,NA,Texas State University
2015-02-15,NA,2015-02-16,1500702,Harassment,Brogdon Hall,NA,Texas State University
2015-02-15,NA,2015-02-15,1500689,Reckless Driving,Wood Street,NA,Texas State University
2015-02-14,NA,2015-02-14,1500676,"Possession ofMarijuana",Blanco Hall,NA,Texas State University
2015-02-14,NA,2015-02-14,1500686,"Graffiti ‐School/HigherEducation",Bexar Hall Parking Garage,NA,Texas State University
2015-02-14,NA,2015-02-14,1500687,"Criminal Trespass:Property, Building, orAircraft",Speck Parking Lot,NA,Texas State University
2015-02-14,NA,2015-02-16,1500698,Theft‐Under $1500.00,San Jacinto Hall Parking Garage,NA,Texas State University
2015-02-13,NA,2015-02-13,1500670,Theft‐Under $500,Mill Street,NA,Texas State University
2015-02-13,NA,2015-03-15,1501074,Theft‐Under $50,Student Recreation Center,NA,Texas State University
2015-02-13,NA,2015-02-13,1500669,"Failure to Comply ‐Striking RoadwayFixtures",Bobcat Village Apartments,NA,Texas State University
2015-02-13,NA,2015-02-13,1500671,"Failure toComply/StrikingUnattended Vehicle",Russell Circle,NA,Texas State University
2015-02-13,NA,2015-02-13,1500770,"Criminal Mischief ‐SubstantialInconvenience",Retama Hall,NA,Texas State University
2015-02-13,NA,2015-02-13,1500771,Public Intoxication,Wood Street,NA,Texas State University
2015-02-13,NA,2015-02-13,1500772,"Criminal TrespassWarning",LBJ Student & Visitor Center,NA,Texas State University
2015-02-12,NA,2015-02-12,1500663,Theft‐Under $1500.00,Music Bldg,NA,Texas State University
2015-02-12,NA,2015-02-12,1500646,Sexual Assault,Lantana Hall,NA,Texas State University
2015-02-12,NA,2015-02-12,1500662,"Possession of DrugParaphernalia",Wood Street Parking Garage,NA,Texas State University
2015-02-12,NA,2015-02-12,1500666,"Furnishing Alcohol to aMinor",Arnold Hall C,NA,Texas State University
2015-02-12,NA,2015-02-12,1500661,"Criminal Mischief‐under $500",Matthew Street Garage,NA,Texas State University
2015-02-12,NA,2015-02-12,1500651,"Criminal Mischief ‐SubstantialInconvenience",Blanco Hall,NA,Texas State University
2015-02-11,NA,2015-02-11,1500647,"Possession of DrugParaphernalia",Arnold Hall C,NA,Texas State University
2015-02-11,NA,2015-02-11,1500635,"Possession of DrugParaphernalia",Vista Street,NA,Texas State University
2015-02-11,NA,2015-02-11,1500642,Theft‐Under $500,Texas State University,NA,Texas State University
2015-02-11,NA,2015-02-16,1500700,"Criminal Mischief‐under $500",Pleasant Street Parking Garage,NA,Texas State University
2015-02-10,NA,2015-02-10,1500623,Theft‐Under $500,LBJ Student & Visitor Center,NA,Texas State University
2015-02-10,NA,2015-02-10,1500629,"Credit Card or DebitCard Abuse",LBJ Student & Visitor Center,NA,Texas State University
2015-02-10,NA,2015-02-10,1500624,"Possession of DrugParaphernalia",Sterry Hall,NA,Texas State University
2015-02-09,NA,2015-02-09,1500611,"Possession ofMarijuana",Brogdon Hall,NA,Texas State University
2015-02-09,NA,2015-02-09,1500602,"Failure toComply/StrikingUnattended Vehicle",Speck Parking Lot,NA,Texas State University
2015-02-08,NA,2015-02-08,1500592,"Failure toComply/StrikingUnattended Vehicle",Wood Street Parking Garage,NA,Texas State University
2015-02-08,NA,2015-02-08,1500581,"Driving Under theInfluence of Alcohol byMinor",Sessom Drive (East),NA,Texas State University
2015-02-08,NA,2015-02-08,1500594,Public Intoxication,Speck Street,NA,Texas State University
2015-02-08,NA,2015-02-08,1500585,POCS Group 2,Beretta Hall,NA,Texas State University
2015-02-08,NA,2015-02-08,1500588,Alarm‐Fire,LBJ Student & Visitor Center,NA,Texas State University
2015-02-07,NA,2015-02-21,1500781,Theft‐Under $1500.00,Texas State University,NA,Texas State University
2015-02-07,NA,2015-02-07,1500578,"Possession ofMarijuana",Academy Street,NA,Texas State University
2015-02-07,NA,2015-02-07,1500576,"Failure toComply/StrikingUnattended Vehicle",Mitte Parking Lot,NA,Texas State University
2015-02-06,NA,2015-02-06,1500564,"Possession of DrugParaphernalia",Elliott Hall B,NA,Texas State University
2015-02-05,NA,2015-02-05,1500551,"Possession ofMarijuana",Jackson Hall,NA,Texas State University
2015-02-05,NA,2015-02-05,1500543,Theft‐Under $500,LBJ Student & Visitor Center,NA,Texas State University
2015-02-05,NA,2015-02-05,1500549,Sexual Assault,San Jacinto Hall,NA,Texas State University
2015-02-05,NA,2015-05-01,1501773,Theft‐Under $500,College Inn,NA,Texas State University
2015-02-05,NA,2015-02-05,1500550,"Criminal Trespass:Property, Building, orAircraft",San Marcos Hall,NA,Texas State University
2015-02-05,NA,2015-02-05,1500544,MIP‐Alcohol,Blanco Hall,NA,Texas State University
2015-02-04,NA,2015-02-04,1500533,Warrant Service,Hutchison Street,NA,Texas State University
2015-02-04,NA,2015-02-04,1500529,Warrant Service,Math Computer Science Bldg,NA,Texas State University
2015-02-04,NA,2015-02-04,1500525,"Criminal Trespass:Property, Building, orAircraft",Texas State University,NA,Texas State University
2015-02-04,NA,2015-02-04,1500527,"Assault ‐ DatingViolence","University Police Department‐Lobby",NA,Texas State University
2015-02-04,NA,2015-02-04,1500526,Theft‐Under $1500.00,Other,NA,Texas State University
2015-02-04,NA,2015-02-04,1500535,POCS Group 2,Jackson Hall,NA,Texas State University
2015-02-03,NA,2015-02-03,1500515,Theft‐Under $500,Alkek Library,NA,Texas State University
2015-02-03,NA,2015-02-03,1500517,"Possession ofMarijuana",The Tower Hall,NA,Texas State University
2015-02-03,NA,2015-02-03,1500508,Warrant Service,Freeman Aquatic Biology Bldg,NA,Texas State University
2015-02-02,NA,2015-02-03,1500510,"Assault ‐ FamilyViolence",McCoy Hall,NA,Texas State University
2015-02-02,NA,2015-02-02,1500499,"Possession of DrugParaphernalia",College Inn,NA,Texas State University
2015-02-01,NA,2015-02-02,1500497,Theft‐Under $500,Student Recreation Center,NA,Texas State University
2015-02-01,NA,2015-02-01,1500470,"Possession ofMarijuana",Wood Street,NA,Texas State University
2015-01-31,NA,2015-01-31,1500455,"Manufacture, Delivery,or Possession of MiscSub.",Other,NA,Texas State University
2015-01-31,NA,2015-01-31,1500464,"Possession ofMarijuana",Bobcat Village Apartments,NA,Texas State University
2015-01-30,NA,2015-01-30,1500452,Burglary ‐ Habitation,Bobcat Village Apartments,NA,Texas State University
2015-01-30,NA,2015-01-30,1500444,Theft‐Under $500,Commons Hall,NA,Texas State University
2015-01-30,NA,2015-01-30,1500448,"Possession ofMarijuana",Butler Hall,NA,Texas State University
2015-01-30,NA,2015-01-30,1500453,"Failure toComply/StrikingUnattended Vehicle",San Jacinto Hall Parking Garage,NA,Texas State University
2015-01-29,NA,2015-01-29,1500338,Warrant Service,Post Road,NA,Texas State University
2015-01-29,NA,2015-01-29,1500332,"Assault ‐ FamilyViolence",Blanco Hall,NA,Texas State University
2015-01-29,NA,2015-01-30,1500442,"Criminal Mischief‐under $500",Alkek Library,NA,Texas State University
2015-01-28,NA,2015-01-28,1500318,Theft‐Under $500,LBJ Student & Visitor Center,NA,Texas State University
2015-01-28,NA,2015-01-28,1500309,"Failure to Comply ‐Striking RoadwayFixtures",President's House,NA,Texas State University
2015-01-28,NA,2015-01-28,1500325,"Possession of DrugParaphernalia",Jackson Hall,NA,Texas State University
2015-01-28,NA,2015-01-28,1500311,"Criminal Trespass:Property, Building, orAircraft","University Police Department‐Lobby",NA,Texas State University
2015-01-26,NA,2015-01-26,1500292,Evading Arrest,"Bookstore‐UBS VisitorInformation",NA,Texas State University
2015-01-26,NA,2015-01-26,1500289,Theft‐Under $500,"Bookstore‐UBS VisitorInformation",NA,Texas State University
2015-01-25,NA,2015-01-25,1500268,MIP‐Alcohol,Bexar Hall Parking Garage,NA,Texas State University
2015-01-25,NA,2015-01-25,1500285,MIP‐Alcohol,San Antonio Street (East),NA,Texas State University
2015-01-25,NA,2015-01-25,1500271,Public Intoxication,Falls Hall,NA,Texas State University
2015-01-25,NA,2015-01-25,1500269,MIP‐Alcohol,Lindsey Street,NA,Texas State University
2015-01-24,NA,2015-01-26,1500287,Theft‐Under $50,Blanco Parking Garage,NA,Texas State University
2015-01-24,NA,2015-01-24,1500265,Theft‐Under $500,Student Recreation Center,NA,Texas State University
2015-01-24,NA,2015-01-26,1500290,Theft‐Under $50,Blanco Parking Garage,NA,Texas State University
2015-01-24,NA,2015-01-24,1500258,Public Intoxication,The Tower Hall,NA,Texas State University
2015-01-23,NA,2015-01-23,1500246,"Possession of DrugParaphernalia",San Marcos Hall,NA,Texas State University
2015-01-23,NA,2015-01-23,1500237,"Possession of DrugParaphernalia",Edward Gary Garage,NA,Texas State University
2015-01-22,NA,2015-01-22,1500227,Theft‐Under $500,"Bookstore‐UBS VisitorInformation",NA,Texas State University
2015-01-22,NA,2015-01-22,1500233,"Possession ofMarijuana",Beretta Hall,NA,Texas State University
2015-01-22,NA,2015-01-22,1500218,Theft‐Under $50,San Marcos Hall Parking Garage,NA,Texas State University
2015-01-22,NA,2015-01-22,1500217,Harassment,Freeman Aquatic Biology Bldg,NA,Texas State University
2015-01-21,NA,2015-01-21,1500184,MIP‐Alcohol,San Jacinto Hall Parking Garage,NA,Texas State University
2015-01-21,NA,2015-01-22,1500216,Theft‐Under $500,McCoy Hall,NA,Texas State University
2015-01-21,NA,2015-01-21,1500196,Theft‐Under $500,Parking Services,NA,Texas State University
2015-01-21,NA,2015-01-21,1500185,MIP‐Alcohol,San Jacinto Hall Parking Garage,NA,Texas State University
2015-01-21,NA,2015-01-21,1500200,Theft‐Under $500,McCoy Hall,NA,Texas State University
