case_number,date_occurred,date_reported,incident,location,university,time_occurred,time_reported
U17‐04048,2017-03-17,2017-03-17,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U17‐04111,2017-02-01,2017-03-18,THEFT: MISDEMEANOR,1620 ENGEL,University of Kansas,NA,NA
U17‐04149,2017-03-19,2017-03-19,KU LOST/FOUND PROPERTY,1815 NAISMITH,University of Kansas,NA,NA
U17‐04177,2017-03-20,2017-03-20,KU MISCELLANEOUS (INFO),1501 CRESTLINE,University of Kansas,NA,NA
U17‐04294,2017-03-22,2017-03-22,KU MISCELLANEOUS (INFO),1246 WEST CAMPUS,University of Kansas,NA,NA
U17‐04599,2017-03-24,2017-03-28,THEFT: MISDEMEANOR,1200 SUNNYSIDE,University of Kansas,NA,NA
U17‐04731,2017-03-30,2017-03-30,KU MISCELLANEOUS (INFO),13TH,University of Kansas,NA,NA
U17‐04804,2017-03-31,2017-03-31,THEFT: MISDEMEANOR,1475 JAYHAWK,University of Kansas,NA,NA
U17‐04813,2017-03-31,2017-03-31,CONSUMING ALCOHOL IN PUBLIC,MISSISSIPPI,University of Kansas,NA,NA
U17‐04820,2017-03-30,2017-03-31,THEFT: MISDEMEANOR,1740 WATKINS CENTER,University of Kansas,NA,NA
U17‐04343,2017-03-23,2017-03-23,KU MENTAL,1415 JAYHAWK,University of Kansas,NA,NA
U17‐04827,2017-03-31,2017-03-31,"STALKING; MISD, FELONY OR UNKNOW ",03 15TH,University of Kansas,NA,NA
U17‐04908,2017-04-02,2017-04-02,KU MISCELLANEOUS (INFO),15TH,University of Kansas,NA,NA
U17‐04979,2017-04-03,2017-04-03,LEWD AND LASCIVIOUS BEHAVIOR,1467 JAYHAWK,University of Kansas,NA,NA
U17‐05012,2017-04-03,2017-04-04,BURGLARY; VEHICLE TO COMMIT FELON ,41 LILAC,University of Kansas,NA,NA
U17‐05083,2017-04-03,2017-04-05,KU MISCELLANEOUS (INFO),1501 CRESTLINE,University of Kansas,NA,NA
U17‐04823,2017-03-31,2017-03-31,KU MISCELLANEOUS (INFO),1501 CRESTLINE,University of Kansas,NA,NA
U17‐04853,2017-04-01,2017-04-01,POSSESSION OF FAKE DL,1532 LILAC,University of Kansas,NA,NA
U17‐04911,2017-04-02,2017-04-02,KU MISCELLANEOUS (INFO),1734 ENGEL,University of Kansas,NA,NA
U17‐04990,2017-04-03,2017-04-03,KU MISCELLANEOUS (INFO),1425 JAYHAWK,University of Kansas,NA,NA
U17‐04991,2017-04-03,2017-04-03,KU MISCELLANEOUS (INFO),1647 NAISMITH,University of Kansas,NA,NA
U17‐05033,2017-04-04,2017-04-04,KU MISCELLANEOUS (INFO),1815 NAISMITH,University of Kansas,NA,NA
U17‐04922,2017-04-02,2017-04-02,Criminal use of a financial card; W/O CO ,34 ENGEL,University of Kansas,NA,NA
U17‐04852,2017-03-31,2017-04-01,CRIMINAL DAMAGE TO PROPERTY: MIS ,0 11TH,University of Kansas,NA,NA
U17‐04876,2017-03-17,2017-04-01,THEFT: MISDEMEANOR,420 11TH,University of Kansas,NA,NA
U17‐04849,2017-03-31,2017-03-31,CRIMINAL DAMAGE TO PROP W/O CON ,0 11TH,University of Kansas,NA,NA
U17‐04982,2017-04-03,2017-04-03,KU MEDICAL EMERGENCY,1450 POPLAR,University of Kansas,NA,NA
U17‐03570,2017-03-09,2017-03-09,Poss of s mulant,1815 NAISMITH,University of Kansas,NA,NA
U17‐04325,2017-03-22,2017-03-23,Cruelty to animals; Malicious torture or ,52 OUSDAHL,University of Kansas,NA,NA
U17‐04582,2017-03-27,2017-03-28,BURGLARY; DWELLING TO COMMIT FEL ,55 IRVING HILL,University of Kansas,NA,NA
U17‐04740,2017-03-30,2017-03-30,KU MENTAL,500 11TH,University of Kansas,NA,NA
U17‐04778,2017-03-31,2017-03-31,Failure to appear.,1600 ENGEL,University of Kansas,NA,NA
U17‐04769,2017-03-31,2017-03-31,KU MEDICAL EMERGENCY,500 11TH,University of Kansas,NA,NA
U17‐07714,2017-05-13,2017-05-17,DAMAGE BY GRAFFITI,1301 JAYHAWK,University of Kansas,NA,NA
U17‐07728,2017-05-17,2017-05-17,KU MISCELLANEOUS (INFO),1400 POPLAR,University of Kansas,NA,NA
U17‐07820,2017-05-11,2017-05-19,THEFT: MISDEMEANOR,1335 LOUISIANA,University of Kansas,NA,NA
U17‐07865,2017-05-20,2017-05-20,KU MENTAL,IRVING HILL,University of Kansas,NA,NA
U17‐07902,2017-05-20,2017-05-21,THEFT: MISDEMEANOR,500 WEST 11TH,University of Kansas,NA,NA
U17‐08023,2017-05-22,2017-05-23,BURGLARY; DWELLING TO COMMIT FEL ,15 NAISMITH,University of Kansas,NA,NA
U17‐07777,2017-05-17,2017-05-18,DUTY OF DRIVER TO REPORT ACCIDENT,1800 NAISMITH,University of Kansas,NA,NA
U17‐08009,2017-05-22,2017-05-23,THEFT: MISDEMEANOR,1400 HOCH AUDITORIA,University of Kansas,NA,NA
U17‐09047,2017-06-07,2017-06-07,CRIMINAL DAMAGE TO PROPERTY: MIS ,17 18TH,University of Kansas,NA,NA
U17‐09309,2017-06-12,2017-06-12,BURGLARY; UNKNOWN CIRCUMSTANCE ,01 SUNNYSIDE,University of Kansas,NA,NA
U17‐09309,2017-06-12,2017-06-12,ATTEMPTED BURGLARY; UNKNOWN CIR ,01 SUNNYSIDE,University of Kansas,NA,NA
U17‐09309,2017-06-12,2017-06-12,CONSPIRACY BURGLARY; UNKNOWN CI,1001 SUNNYSIDE,University of Kansas,NA,NA
U17‐09309,2017-06-12,2017-06-12,SOLICITATION BURGLARY; UNKNOWN C ,01 SUNNYSIDE,University of Kansas,NA,NA
U17‐08171,2017-05-24,2017-05-24,Failure to appear.,1600 STEWART,University of Kansas,NA,NA
U17‐08177,2017-05-25,2017-05-25,CRIMINAL DAMAGE TO PROPERTY: MIS ,50 JAYHAWK,University of Kansas,NA,NA
U17‐08085,2017-05-24,2017-05-24,DUI (ARREST),1301 JAYHAWK,University of Kansas,NA,NA
U17‐08937,2017-06-05,2017-06-05,CRIMINAL TRESPASS,1101 MISSISSIPPI,University of Kansas,NA,NA
U17‐08220,2017-05-25,2017-05-25,KU MISCELLANEOUS (INFO),1251 WESCOE HALL,University of Kansas,NA,NA
U17‐08222,2017-05-25,2017-05-25,KU MISCELLANEOUS (INFO),1415 JAYHAWK,University of Kansas,NA,NA
U17‐08539,2017-05-30,2017-05-30,BURGLARY; UNKNOWN CIRCUMSTANCE ,07 BECKER,University of Kansas,NA,NA
U17‐08539,2017-05-30,2017-05-30,ATTEMPTED BURGLARY; UNKNOWN CIR ,07 BECKER,University of Kansas,NA,NA
U17‐08539,2017-05-30,2017-05-30,CONSPIRACY BURGLARY; UNKNOWN CI ,07 BECKER,University of Kansas,NA,NA
U17‐08539,2017-05-30,2017-05-30,SOLICITATION BURGLARY; UNKNOWN C ,07 BECKER,University of Kansas,NA,NA
U17‐08786,2017-06-03,2017-06-03,KU MEDICAL EMERGENCY,1445 MEMORIAL,University of Kansas,NA,NA
U17‐08104,2017-05-23,2017-05-24,CRIMINAL TRESPASS,1530 NAISMITH,University of Kansas,NA,NA
U17‐08512,2017-05-26,2017-05-30,KU MISCELLANEOUS (INFO),1200 SUNNYSIDE,University of Kansas,NA,NA
U17‐08926,2017-06-01,2017-06-05,KU LOST/FOUND PROPERTY,1501 CRESTLINE,University of Kansas,NA,NA
U17‐09241,2017-06-09,2017-06-11,DAMAGE BY GRAFFITI,1199 FAMBROUGH WAY,University of Kansas,NA,NA
U17‐09315,2017-06-12,2017-06-12,CRIMINAL DAMAGE TO PROPERTY: MIS,2109 BECKER,University of Kansas,NA,NA
U17‐09335,2017-06-12,2017-06-13,DAMAGE BY GRAFFITI,1465 JAYHAWK,University of Kansas,NA,NA
U17‐08894,2017-06-05,2017-06-05,KU MISCELLANEOUS (INFO),1200 SCHWEGLER,University of Kansas,NA,NA
U17‐08886,2017-06-05,2017-06-05,DAMAGE BY GRAFFITI,1530 NAISMITH,University of Kansas,NA,NA
U17‐08423,2017-05-29,2017-05-29,KU MISCELLANEOUS (INFO),1261 OREAD,University of Kansas,NA,NA
U17‐08783,2017-06-03,2017-06-03,KU MISCELLANEOUS (INFO),CRESCENT,University of Kansas,NA,NA
U17‐09009,2017-06-06,2017-06-07,DAMAGE BY GRAFFITI,1445 JAYHAWK,University of Kansas,NA,NA
U17‐09245,2017-05-30,2017-06-11,DAMAGE BY GRAFFITI,1445 JAYHAWK,University of Kansas,NA,NA
U17‐08116,2017-05-24,2017-05-24,POSSESSION OF FAKE DL,1500 NAISMITH,University of Kansas,NA,NA
U17‐08519,2017-05-30,2017-05-30,Failure to appear.,11TH MISSISSIPPI,University of Kansas,NA,NA
U17‐09296,2017-06-11,2017-06-12,KU MISCELLANEOUS (INFO),1450 JAYHAWK,University of Kansas,NA,NA
U17‐09361,2017-05-31,2017-06-13,KU MISCELLANEOUS (INFO),1301 JAYHAWK,University of Kansas,NA,NA
U17‐09638,2017-06-18,2017-06-18,DUTY OF DRIVER TO REPORT ACCIDENT,14TH,University of Kansas,NA,NA
U17‐09796,2017-06-20,2017-06-20,THEFT OF PROPERTY OR SERVICES; VALU ,01 HOCH AUDITORIA,University of Kansas,NA,NA
U17‐09796,2017-06-20,2017-06-20,THEFT OF PROPERTY OR SERVICES; VALU ,01 HOCH AUDITORIA,University of Kansas,NA,NA
U17‐08645,2017-05-31,2017-05-31,KU MISCELLANEOUS (INFO),1415 JAYHAWK,University of Kansas,NA,NA
U17‐08682,2017-05-31,2017-06-01,KU MISCELLANEOUS (INFO),2100 CLINTON,University of Kansas,NA,NA
U17‐08956,2017-06-06,2017-06-06,KU MEDICAL EMERGENCY,1251 WESCOE HALL,University of Kansas,NA,NA
U17‐09848,2017-06-20,2017-06-20,DAMAGE BY GRAFFITI,1465 JAYHAWK,University of Kansas,NA,NA
U17‐07664,2017-05-13,2017-05-16,COMPUTER UNLAWFUL ACTS; UNAUTH ,01 SUNNYSIDE,University of Kansas,NA,NA
U17‐09931,2017-06-21,2017-06-22,DAMAGE BY GRAFFITI,1460 JAYHAWK,University of Kansas,NA,NA
U17‐09414,2017-06-14,2017-06-14,KU MISCELLANEOUS (INFO),1632 ENGEL,University of Kansas,NA,NA
U17‐09560,2017-06-16,2017-06-16,Failure to appear.,1001 SUNNYSIDE,University of Kansas,NA,NA
U17‐09655,2017-06-18,2017-06-18,KU MEDICAL EMERGENCY,1545 ALLEN FIELDHOUSE SE,University of Kansas,NA,NA
U17‐09644,2017-06-17,2017-06-18,THEFT: LOST‐MISLAID PROPERTY,1301 JAYHAWK,University of Kansas,NA,NA
U17‐09614,2017-06-17,2017-06-17,THEFT: MISDEMEANOR,1603 15TH,University of Kansas,NA,NA
U17‐09684,2017-06-17,2017-06-19,KU MISCELLANEOUS (INFO),1450 JAYHAWK,University of Kansas,NA,NA
U17‐03591,2017-03-09,2017-03-09,DUTY TO GIVE INFORMATION/RENDER ,46 JRP,University of Kansas,NA,NA
U17‐03621,2017-03-10,2017-03-10,KU MEDICAL EMERGENCY,1620 ENGEL,University of Kansas,NA,NA
U17‐02920,2017-02-26,2017-02-26,KU LOST/FOUND PROPERTY,1600 STEWART,University of Kansas,NA,NA
U17‐03067,2017-02-24,2017-02-28,KU MISCELLANEOUS (INFO),1740 WATKINS CENTER,University of Kansas,NA,NA
U17‐03107,2017-02-28,2017-03-01,KU MISCELLANEOUS (INFO),1200 SUNNYSIDE,University of Kansas,NA,NA
U17‐03117,2017-02-28,2017-03-01,CRIMINAL DAMAGE TO PROPERTY: MIS ,0 11TH,University of Kansas,NA,NA
U17‐02535,2017-02-15,2017-02-20,THEFT: MISDEMEANOR,500 11TH,University of Kansas,NA,NA
U17‐02555,2017-02-20,2017-02-20,POSSESSION OF MARIJUANA AND THC ,15 NAISMITH,University of Kansas,NA,NA
U17‐02782,2017-02-24,2017-02-24,KU MEDICAL EMERGENCY,420 11TH,University of Kansas,NA,NA
U17‐02834,2017-02-24,2017-02-24,POSSESSION OF MARIJUANA AND THC,1734 ENGEL,University of Kansas,NA,NA
U17‐02829,2017-02-24,2017-02-24,KU MEDICAL EMERGENCY,1800 NAISMITH,University of Kansas,NA,NA
U17‐02851,2017-02-25,2017-02-25,KU MISCELLANEOUS (INFO),420 11TH,University of Kansas,NA,NA
U17‐02801,2017-02-09,2017-02-24,BURGLARY; UNKNOWN CIRCUMSTANCE ,34 ENGEL,University of Kansas,NA,NA
U17‐02801,2017-02-09,2017-02-24,ATTEMPTED BURGLARY; UNKNOWN CIR ,34 ENGEL,University of Kansas,NA,NA
U17‐02801,2017-02-09,2017-02-24,CONSPIRACY BURGLARY; UNKNOWN CI,1734 ENGEL,University of Kansas,NA,NA
U17‐02801,2017-02-09,2017-02-24,SOLICITATION BURGLARY; UNKNOWN C ,34 ENGEL,University of Kansas,NA,NA
U17‐02840,2017-02-24,2017-02-24,FAILURE TO APPEAR‐TRAFFIC VIOLATIO ,60 JAYHAWK,University of Kansas,NA,NA
U17‐03175,2017-03-01,2017-03-02,BURGLARY; DWELLING TO COMMIT FEL ,15 NAISMITH,University of Kansas,NA,NA
U17‐03217,2017-03-03,2017-03-03,DISORDERLY CONDUCT,1301 HOCH AUDITORIA,University of Kansas,NA,NA
U17‐03238,2017-03-03,2017-03-03,KU MEDICAL EMERGENCY,1400 LILAC,University of Kansas,NA,NA
U17‐03288,2017-03-03,2017-03-04,CRIMINAL DAMAGE TO PROPERTY: MIS,1620 ENGEL,University of Kansas,NA,NA
U17‐03319,2017-03-05,2017-03-05,CRIMINAL TRESPASS,1101 MISSISSIPPI,University of Kansas,NA,NA
U17‐03322,2017-03-05,2017-03-05,KU MEDICAL EMERGENCY,420 11TH,University of Kansas,NA,NA
U17‐02877,2017-02-24,2017-02-25,THEFT: MISDEMEANOR,1520 15TH,University of Kansas,NA,NA
U17‐03102,2017-03-01,2017-03-01,KU MEDICAL EMERGENCY,1734 ENGEL,University of Kansas,NA,NA
U17‐03196,2017-03-03,2017-03-03,POSSESSION OF FAKE DL,500 11TH,University of Kansas,NA,NA
U17‐03212,2017-03-03,2017-03-03,KU MISCELLANEOUS (INFO),1300 BLOCK OF JAYHAWK,University of Kansas,NA,NA
U17‐03298,2017-03-04,2017-03-04,KU MEDICAL EMERGENCY,1620 ENGEL,University of Kansas,NA,NA
U17‐03379,2017-03-06,2017-03-06,KU MEDICAL EMERGENCY,1301 SUNNYSIDE,University of Kansas,NA,NA
U17‐02929,2017-02-26,2017-02-26,KU MISCELLANEOUS (INFO),500 11TH,University of Kansas,NA,NA
U17‐03068,2017-02-28,2017-02-28,THEFT OF PROPERTY OR SERVICES; VALU ,55 JAYHAWK,University of Kansas,NA,NA
U17‐03068,2017-02-28,2017-02-28,THEFT OF PROPERTY OR SERVICES; VALU ,55 JAYHAWK,University of Kansas,NA,NA
U17‐03358,2017-03-05,2017-03-05,POSSESSION OF MARIJUANA AND THC ,03 15TH,University of Kansas,NA,NA
U17‐03458,2017-03-06,2017-03-07,BURGLARY; UNKNOWN CIRCUMSTANCE ,03 15TH,University of Kansas,NA,NA
U17‐03458,2017-03-06,2017-03-07,ATTEMPTED BURGLARY; UNKNOWN CIR ,03         15TH,University of Kansas,NA,NA
U17‐03458,2017-03-06,2017-03-07,CONSPIRACY BURGLARY; UNKNOWN CI ,03         15TH,University of Kansas,NA,NA
U17‐03458,2017-03-06,2017-03-07,SOLICITATION BURGLARY; UNKNOWN C ,03        15TH,University of Kansas,NA,NA
U17‐03523,2017-03-08,2017-03-08,KU MENTAL,1450 JAYHAWK,University of Kansas,NA,NA
U17‐03534,2017-03-08,2017-03-08,THEFT: LOST‐MISLAID PROPERTY,1301 HOCH AUDITORIA,University of Kansas,NA,NA
U17‐02998,2017-02-27,2017-02-27,POSSESSION OF MARIJUANA AND THC ,0 11TH,University of Kansas,NA,NA
U17‐02999,2017-02-27,2017-02-27,CRIMINAL DAMAGE TO PROP; INJURE/D ,65 JAYHAWK,University of Kansas,NA,NA
U17‐03048,2017-02-28,2017-02-28,KU MEDICAL EMERGENCY,1301 MISSISSIPPI,University of Kansas,NA,NA
U17‐03069,2017-02-28,2017-02-28,POSSESSION OF MARIJUANA AND THC ,32 ENGEL,University of Kansas,NA,NA
U17‐03114,2017-03-01,2017-03-01,CRIMINAL DAMAGE TO PROPERTY: MIS ,45 JAYHAWK,University of Kansas,NA,NA
U17‐03168,2017-03-02,2017-03-02,KU MISCELLANEOUS (INFO),1654 NAISMITH,University of Kansas,NA,NA
U17‐03160,2017-02-28,2017-03-02,THEFT: MISDEMEANOR,1301 JAYHAWK,University of Kansas,NA,NA
U17‐03192,2017-03-02,2017-03-02,POSSESSION OF MARIJUANA AND THC ,00 STEWART,University of Kansas,NA,NA
U17‐03198,2017-03-03,2017-03-03,KU FIRES,1200 SUNNYSIDE,University of Kansas,NA,NA
U17‐03263,2017-03-04,2017-03-04,KU MEDICAL EMERGENCY,1530 NAISMITH,University of Kansas,NA,NA
U17‐03258,2017-03-04,2017-03-04,KU MEDICAL EMERGENCY,1620 ENGEL,University of Kansas,NA,NA
U17‐03347,2017-03-05,2017-03-05,MIP: CMB‐ALCOHOL,IRVING HILL,University of Kansas,NA,NA
U17‐03453,2017-03-07,2017-03-07,KU MISCELLANEOUS (INFO),420 11TH,University of Kansas,NA,NA
U17‐03449,2017-02-25,2017-03-07,KU MISCELLANEOUS (INFO),1535 15TH,University of Kansas,NA,NA
U17‐03539,2017-03-08,2017-03-08,KU MISCELLANEOUS (INFO),1425 JAYHAWK,University of Kansas,NA,NA
U17‐04064,2017-03-17,2017-03-17,KU LOST/FOUND PROPERTY,1445 JAYHAWK,University of Kansas,NA,NA
U17‐04186,2017-03-20,2017-03-20,KU INVESTIGATIVE,1530 ENGEL,University of Kansas,NA,NA
U17‐03564,2017-03-09,2017-03-09,KU MEDICAL EMERGENCY,500 WEST 11TH,University of Kansas,NA,NA
U17‐04474,2017-03-26,2017-03-26,KU MISCELLANEOUS (INFO),1652 OUSDAHL,University of Kansas,NA,NA
U17‐04523,2017-01-13,2017-03-27,CRIMINAL USE OF A FINANCIAL CARD; W ,47 NAISMITH,University of Kansas,NA,NA
U17‐04523,2017-01-13,2017-03-27,CRIMINAL USE OF A FINANCIAL CARD; W ,47 NAISMITH,University of Kansas,NA,NA
U17‐04533,2017-03-24,2017-03-27,THEFT OF PROPERTY OR SERVICES; VALU,19TH,University of Kansas,NA,NA
U17‐04533,2017-03-24,2017-03-27,THEFT OF PROPERTY OR SERVICES; VALU,19TH,University of Kansas,NA,NA
U17‐04636,2017-03-29,2017-03-29,KU MISCELLANEOUS (INFO),1620 ENGEL,University of Kansas,NA,NA
U17‐04670,2017-03-28,2017-03-29,,67 JAYHAWK,University of Kansas,NA,NA
U17‐02207,2017-02-14,2017-02-15,THEFT OF PROPERTY OR SERVICES; VALU ,00 SUNNYSIDE,University of Kansas,NA,NA
U17‐02207,2017-02-14,2017-02-15,THEFT OF PROPERTY OR SERVICES; VALU ,00 SUNNYSIDE,University of Kansas,NA,NA
U17‐02333,2017-02-17,2017-02-17,KU MISCELLANEOUS (INFO),1815 Naismith Dr,University of Kansas,NA,NA
U17‐02393,2017-02-18,2017-02-18,KU MEDICAL EMERGENCY,1455 JAYHAWK,University of Kansas,NA,NA
U17‐02443,2017-02-18,2017-02-19,CRIMINAL DAMAGE TO PROPERTY: MIS ,0 WEST 11TH,University of Kansas,NA,NA
U17‐02469,2017-02-19,2017-02-19,PROBABLE CAUSE OF WARRANT IN STAT,CRESTLINE,University of Kansas,NA,NA
U17‐02517,2017-02-17,2017-02-20,THEFT: LOSS <$,00; INTENT TO PERMA 1251 WESCOE HALL,University of Kansas,NA,NA
U17‐01608,2017-02-04,2017-02-04,KU MEDICAL EMERGENCY,420 11TH,University of Kansas,NA,NA
U17‐01698,2017-02-05,2017-02-06,DUTY OF DRIVER TO REPORT ACCIDENT ,20 ENGEL,University of Kansas,NA,NA
U17‐01588,2017-02-04,NA,MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U17‐01792,2017-02-08,2017-02-08,KU OTHER AGENCY ASSIST,2010 BECKER,University of Kansas,NA,NA
U17‐01762,2017-02-07,2017-02-07,KU MENTAL,1734 ENGEL,University of Kansas,NA,NA
U17‐01897,2017-02-08,2017-02-10,THEFT OF PROPERTY OR SERVICES; VALU ,15 JAYHAWK,University of Kansas,NA,NA
U17‐01897,2017-02-08,2017-02-10,THEFT OF PROPERTY OR SERVICES; VALU ,15 JAYHAWK,University of Kansas,NA,NA
U17‐01913,2017-02-10,2017-02-10,CRIMINAL DAMAGE TO PROP W/O CON ,00 ENGEL,University of Kansas,NA,NA
U17‐01913,2017-02-10,2017-02-10,CRIMINAL DAMAGE TO PROPERTY; WIT ,00 ENGEL,University of Kansas,NA,NA
U17‐01634,2017-02-05,2017-02-05,KU MISCELLANEOUS (INFO),1335 LOUISIANA,University of Kansas,NA,NA
U17‐01596,2017-02-04,2017-02-04,KU MISCELLANEOUS (INFO),1651 NAISMITH,University of Kansas,NA,NA
U17‐01666,2017-02-05,2017-02-05,Failure to appear.,1501 CRESTLINE,University of Kansas,NA,NA
U17‐02022,2017-02-12,2017-02-12,KU MENTAL,1318 LOUISIANA,University of Kansas,NA,NA
U17‐02095,2017-02-13,2017-02-13,KU MENTAL,1603 15TH,University of Kansas,NA,NA
U17‐02141,2017-02-14,2017-02-14,POSSESSION OF MARIJUANA AND THC ,34 ENGEL,University of Kansas,NA,NA
U17‐02158,2017-02-14,2017-02-14,POSSESSION OF MARIJUANA AND THC ,23 OHIO,University of Kansas,NA,NA
U17‐01641,2017-02-05,2017-02-05,KU MEDICAL EMERGENCY,1734 ENGEL,University of Kansas,NA,NA
U17‐02286,2017-02-13,2017-02-16,THEFT: LOST‐MISLAID PROPERTY,1301 OHIO,University of Kansas,NA,NA
U17‐02621,2017-02-21,2017-02-21,POSSESSION OF MARIJUANA AND THC ,0 11TH,University of Kansas,NA,NA
U17‐02688,2017-02-22,2017-02-22,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U17‐02706,2017-02-22,2017-02-22,FAILURE TO APPEAR‐TRAFFIC VIOLATIO,SUNNYSIDE,University of Kansas,NA,NA
U17‐02718,2017-02-23,2017-02-23,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U17‐02727,2017-02-22,2017-02-23,POSSESSION OF FAKE DL,1501 CRESTLINE,University of Kansas,NA,NA
U17‐01727,2017-02-06,2017-02-06,KU MISCELLANEOUS (INFO),1301 JAYHAWK,University of Kansas,NA,NA
U17‐01763,2017-02-07,2017-02-07,THEFT: MISDEMEANOR,1740 WATKINS CENTER,University of Kansas,NA,NA
U17‐02082,2017-02-13,2017-02-13,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U17‐02729,2017-02-19,2017-02-23,KU MISCELLANEOUS (INFO),1603 15TH,University of Kansas,NA,NA
U17‐02731,2017-02-23,2017-02-23,KU MEDICAL EMERGENCY,1475 JAYHAWK,University of Kansas,NA,NA
U17‐02820,2017-02-24,2017-02-24,KU LOST/FOUND PROPERTY,1815 NAISMITH,University of Kansas,NA,NA
U17‐01935,2017-02-10,2017-02-10,KU MEDICAL EMERGENCY,1734 ENGEL,University of Kansas,NA,NA
U17‐01939,2017-02-11,2017-02-11,KU MEDICAL EMERGENCY,1620 ENGEL,University of Kansas,NA,NA
U17‐02519,2017-02-20,2017-02-20,KU MISCELLANEOUS (INFO),ENGEL,University of Kansas,NA,NA
U17‐02918,2017-02-26,2017-02-26,KU MEDICAL EMERGENCY,1530 ENGEL,University of Kansas,NA,NA
U17‐03002,2017-02-27,2017-02-27,KU MEDICAL EMERGENCY,1800 NAISMITH,University of Kansas,NA,NA
U17‐03162,2017-02-13,2017-03-02,DAMAGE BY GRAFFITI,1445 JAYHAWK,University of Kansas,NA,NA
U17‐03176,2017-02-22,2017-03-02,KU MISCELLANEOUS (INFO),1425 JAYHAWK,University of Kansas,NA,NA
U17‐02218,2017-01-23,2017-02-15,THEFT OF PROPERTY OR SERVICES; VALU ,30 15TH,University of Kansas,NA,NA
U17‐02218,2017-01-23,2017-02-15,THEFT OF PROPERTY OR SERVICES; VALU ,30 15TH,University of Kansas,NA,NA
U17‐02287,2017-02-08,2017-02-16,POSSESSION OF FAKE DL,1501 CRESTLINE,University of Kansas,NA,NA
U17‐02303,2017-02-16,2017-02-16,DUTY OF DRIVER TO REPORT ACCIDENT ,05 JAYHAWK,University of Kansas,NA,NA
U17‐02320,2017-02-17,2017-02-17,KU MISCELLANEOUS (INFO),1    POTTERS LAKE BLUE PH,University of Kansas,NA,NA
U17‐02360,2017-02-17,2017-02-17,THEFT: MISDEMEANOR,1301 JAYHAWK,University of Kansas,NA,NA
U17‐02430,2017-02-18,2017-02-18,KU MEDICAL EMERGENCY,420 11TH,University of Kansas,NA,NA
U17‐02444,2017-02-19,2017-02-19,KU MEDICAL EMERGENCY,1530 ENGEL,University of Kansas,NA,NA
U17‐02308,2017-02-16,2017-02-16,KU MEDICAL EMERGENCY,BOB BILLINGS,University of Kansas,NA,NA
U17‐02335,2017-02-15,2017-02-17,THEFT: MISDEMEANOR,1530 ENGEL,University of Kansas,NA,NA
U17‐02421,2017-02-18,2017-02-18,BURGLARY; UNKNOWN CIRCUMSTANCE ,54 NAISMITH,University of Kansas,NA,NA
U17‐02421,2017-02-18,2017-02-18,ATTEMPTED BURGLARY; UNKNOWN CIR ,54 NAISMITH,University of Kansas,NA,NA
U17‐02421,2017-02-18,2017-02-18,CONSPIRACY BURGLARY; UNKNOWN CI ,54 NAISMITH,University of Kansas,NA,NA
U17‐02421,2017-02-18,2017-02-18,SOLICITATION BURGLARY; UNKNOWN C ,54 NAISMITH,University of Kansas,NA,NA
U17‐02445,2017-02-19,2017-02-19,KU MEDICAL EMERGENCY,1530 ENGEL,University of Kansas,NA,NA
U17‐02459,2017-02-19,2017-02-19,CRIMINAL DAMAGE TO PROPERTY: MIS ,45 JAYHAWK,University of Kansas,NA,NA
U17‐02473,2017-02-19,2017-02-19,POSSESSION OF MARIJUANA AND THC ,03 15TH,University of Kansas,NA,NA
U17‐02441,2017-02-19,2017-02-19,KU MEDICAL EMERGENCY,1603 15TH,University of Kansas,NA,NA
U17‐02447,2017-02-19,2017-02-19,KU MENTAL,1734 ENGEL,University of Kansas,NA,NA
U17‐00713,2017-01-18,2017-01-18,POSSESSION OF MARIJUANA AND THC ,03 15TH,University of Kansas,NA,NA
U17‐01093,2017-01-25,2017-01-26,CRIMINAL DAMAGE TO PROPERTY: MIS ,00 ENGEL,University of Kansas,NA,NA
U17‐01146,2017-01-27,2017-01-27,POSSESSION OF FAKE DL,1632 ENGEL,University of Kansas,NA,NA
U17‐01143,2017-01-27,2017-01-27,KU MISCELLANEOUS (INFO),14TH,University of Kansas,NA,NA
U17‐01180,2017-01-28,2017-01-28,PROBABLE CAUSE OF WARRANT IN STAT ,01 JAYHAWK,University of Kansas,NA,NA
U17‐01191,2017-01-28,NA,MISCELLANEOUS (INFO),1301 HOCH AUDITORIA,University of Kansas,NA,NA
U17‐01224,2017-01-29,2017-01-29,KU LOST/FOUND PROPERTY,1815 NAISMITH,University of Kansas,NA,NA
U17‐00760,2017-01-19,2017-01-19,KU MENTAL,1455 JAYHAWK,University of Kansas,NA,NA
U17‐00963,2017-01-24,2017-01-24,KU MEDICAL EMERGENCY,1200 SCHWEGLER,University of Kansas,NA,NA
U17‐00973,2017-01-24,2017-01-24,KU MENTAL,1838 TENNESSEE,University of Kansas,NA,NA
U17‐01122,2017-01-19,2017-01-27,POSSESSION OF MARIJUANA AND THC ,01 IRVING HILL,University of Kansas,NA,NA
