location,case_number,date_occurred,time_occurred,date_reported,time_reported,university,incident
401 VAN BUREN ST,15-448041,2015-09-05,02:30,2015-09-07,16:11,Syracuse University,SUSI-Suspicious Event/Incident SUSI-Suspicious Event/Incident SUSI-Suspicious Event/Incident SUSI-Suspicious Event/Incident SUSI-Suspicious Event/Incident
401 VAN BUREN ST,15-453490,2015-09-11,01:30,2015-09-11,01:30,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,15-455099,2015-09-12,00:45,2015-09-12,00:45,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 VAN BUREN ST,15-456483,2015-09-13,01:05,2015-09-13,01:05,Syracuse University,CSC Violation
401 VAN BUREN ST,15-461632,2015-09-17,08:23,2015-09-17,08:25,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,15-463218,2015-09-15,08:30,2015-09-17,15:15,Syracuse University,LARC-Larceny
401 VAN BUREN ST,15-467120,2015-09-20,00:49,2015-09-20,00:49,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,15-472941,2015-09-18,11:30,2015-09-24,06:05,Syracuse University,LARC-Larceny
401 VAN BUREN ST,15-472942,2015-09-23,18:00,2015-09-24,05:42,Syracuse University,LARC-Larceny
401 VAN BUREN ST,15-476063,2015-09-26,02:15,2015-09-26,02:15,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 VAN BUREN ST,15-476120,2015-09-26,04:00,2015-09-26,04:03,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 VAN BUREN ST,15-484426,2015-10-02,02:57,2015-10-02,02:57,Syracuse University,HARR-Harassment HARR-Harassment HARR-Harassment HARR-Harassment HARR-Harassment HARR-Harassment
401 VAN BUREN ST,15-497057,2015-10-11,02:04,2015-10-11,02:04,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,15-499084,2015-10-12,15:30,2015-10-12,15:30,Syracuse University,FORG-Forgery
401 VAN BUREN ST,15-524376,2015-10-31,01:29,2015-10-31,01:29,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,15-524526,2015-10-31,04:37,2015-10-31,04:37,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,15-525617,2015-11-01,00:12,2015-11-01,00:12,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,15-535646,2015-11-08,00:30,2015-11-08,00:30,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,15-535698,2015-11-08,01:34,2015-11-08,01:34,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,15-572584,2015-11-30,08:00,2015-12-06,10:28,Syracuse University,LARC-Larceny
401 VAN BUREN ST,15-575028,2015-12-02,01:46,2015-12-08,10:35,Syracuse University,INFO-Police Information
401 VAN BUREN ST,15267372,2015-05-06,21:30,2015-05-07,06:42,Syracuse University,HARR-Harassment
401 VAN BUREN ST,15475990,2015-09-26,01:36,2015-09-26,01:36,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
401 VAN BUREN ST,15541076,2015-11-11,15:30,2015-11-12,08:56,Syracuse University,CMIS- Criminal Mischief
401 VAN BUREN ST,17-127186,NA,NA,NA,NA,Syracuse University,ALRF-Fire Alarm
401 VAN BUREN ST,17-137971,NA,NA,NA,NA,Syracuse University,FORG-Forgery
401 VAN BUREN ST,17-153225,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,17-162318,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,17-163703,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,17-167632,NA,NA,NA,NA,Syracuse University,DOMV- Domestic Verbal
401 VAN BUREN ST,17-174915,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,17-184348,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,17-218646,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,17-219142,NA,NA,NA,NA,Syracuse University,LARC-Larceny
401 VAN BUREN ST,17-221307,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,17-221349,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,17-228120,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,17-228133,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,17-229223,NA,NA,NA,NA,Syracuse University,DRUG-CSC Sanction Only
401 VAN BUREN ST,17-247891,NA,NA,NA,NA,Syracuse University,DRUG-CSC Sanction Only
401 VAN BUREN ST,17-249994,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,17-257058,NA,NA,NA,NA,Syracuse University,INFO-Police Information
401 VAN BUREN ST,17-261188,NA,NA,NA,NA,Syracuse University,CSC Violation
401 VAN BUREN ST,17-261297,NA,NA,NA,NA,Syracuse University,LARC-Larceny
401 VAN BUREN ST,17-273007,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-119765,2019-01-15,09:56,2019-01-15,09:56,Syracuse University,PDAM-Property Damage
401 VAN BUREN ST,19-125765,2019-01-19,17:26,2019-01-19,17:26,Syracuse University,Motor Vehicle Accident
401 VAN BUREN ST,19-140261,2019-01-30,17:56,2019-01-30,17:56,Syracuse University,DRUG-CSC Sanction Only
401 VAN BUREN ST,19-153385,2019-02-09,01:20,2019-02-09,01:20,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-163925,2019-02-17,01:08,2019-02-17,01:08,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-171606,2019-02-23,01:20,2019-02-23,01:20,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-173116,2019-02-23,03:00,2019-02-24,08:32,Syracuse University,CMIS- Criminal Mischief
401 VAN BUREN ST,19-176527,2019-02-26,19:25,2019-02-26,19:25,Syracuse University,ROBB-Robbery
401 VAN BUREN ST,19-180983,2019-03-02,00:39,2019-03-02,00:39,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-203905,2019-03-19,09:55,2019-03-19,09:58,Syracuse University,DRUG-CSC Sanction Only
401 VAN BUREN ST,19-206331,2019-03-19,21:10,2019-03-21,00:46,Syracuse University,CSC Violation
401 VAN BUREN ST,19-207534,2019-03-21,22:00,2019-03-21,22:31,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-208963,2019-02-27,20:39,2019-03-22,23:41,Syracuse University,CSC Violation
401 VAN BUREN ST,19-219894,2019-03-31,01:08,2019-03-31,01:08,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-219986,2019-03-31,02:26,2019-03-31,02:26,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-227117,2019-04-05,00:30,2019-04-05,00:42,Syracuse University,DIST-Disturbance
401 VAN BUREN ST,19-229407,2019-04-07,03:44,2019-04-07,03:44,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-237950,2019-04-12,19:00,2019-04-12,22:22,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,19-238154,2019-04-13,00:49,2019-04-13,00:49,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-239454,2019-04-13,21:00,2019-04-13,21:56,Syracuse University,TRES-Trespassing
401 VAN BUREN ST,19-245905,2019-04-18,17:33,2019-04-18,17:33,Syracuse University,DRUG-CSC Sanction Only
401 VAN BUREN ST,19-246433,2019-04-19,01:36,2019-04-19,01:36,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-258235,2019-04-26,12:00,2019-04-27,08:14,Syracuse University,PDAM-Property Damage
401 VAN BUREN ST,19-259212,2019-04-28,01:04,2019-04-28,01:04,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-262565,2019-04-29,22:28,2019-04-30,15:26,Syracuse University,LARC-Larceny
401 VAN BUREN ST,19-267939,2019-05-04,06:18,2019-05-04,08:40,Syracuse University,MENT- Emot. Disturbed Person
401 VAN BUREN ST,19-268837,2019-05-04,23:00,2019-05-04,23:03,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-270358,2019-05-06,08:20,2019-05-06,08:20,Syracuse University,PDAM-Property Damage
401 VAN BUREN ST,19-431255,2019-08-28,06:20,2019-08-28,06:20,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-443020,2019-09-05,20:30,2019-09-05,21:27,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,19-446237,2019-09-08,01:14,2019-09-08,01:14,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-452420,NA,NA,2019-09-12,12:08,Syracuse University,Fraud
401 VAN BUREN ST,19-464707,2019-09-20,23:12,2019-09-20,23:12,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-464712,2019-09-20,23:12,2019-09-21,00:02,Syracuse University,MENT- Emot. Disturbed Person
401 VAN BUREN ST,19-464803,2019-09-21,01:00,2019-09-21,01:08,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-466346,2019-09-22,02:16,2019-09-22,06:43,Syracuse University,CMIS- Criminal Mischief
401 VAN BUREN ST,19-468607,2019-09-23,20:34,2019-09-23,20:34,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,19-472303,2019-09-26,09:30,2019-09-26,11:01,Syracuse University,BURG-Burglary
401 VAN BUREN ST,19-479663,2019-10-01,18:45,2019-10-01,19:56,Syracuse University,PDAM-Property Damage
401 VAN BUREN ST,19-484996,2019-10-06,00:56,2019-10-06,00:56,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-506926,2019-10-23,02:02,2019-10-23,02:02,Syracuse University,Bias - Incident Report
401 VAN BUREN ST,19-510648,2019-10-25,20:05,2019-10-25,20:05,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,19-514153,2019-08-30,21:00,2019-10-28,14:24,Syracuse University,SUSI-Suspicious Event/Incident
401 VAN BUREN ST,19-520455,2019-11-01,21:45,2019-11-01,21:45,Syracuse University,DRUG-CSC Sanction Only
401 VAN BUREN ST,19-526890,2019-11-06,20:09,2019-11-06,20:09,Syracuse University,DRUG-CSC Sanction Only
401 VAN BUREN ST,19-526948,2019-11-06,20:32,2019-11-06,20:32,Syracuse University,DRUG-CSC Sanction Only
401 VAN BUREN ST,19-530860,2019-11-10,01:25,2019-11-10,01:25,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-530954,2019-11-10,03:57,2019-11-10,03:57,Syracuse University,CSC Violation
401 VAN BUREN ST,19-536676,2019-11-14,17:45,2019-11-14,20:45,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-536727,2019-11-14,21:44,2019-11-14,21:44,Syracuse University,CMIS- Criminal Mischief
401 VAN BUREN ST,19-542466,2019-11-19,12:40,2019-11-19,14:28,Syracuse University,SUSI-Suspicious Event/Incident
401 VAN BUREN ST,19-543171,2019-11-20,03:54,2019-11-20,03:54,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-544617,2019-11-21,07:45,2019-11-21,07:47,Syracuse University,ANML-Animal Complaint
401 VAN BUREN ST,19-545571,2019-11-21,21:33,2019-11-21,21:33,Syracuse University,DRUG-CSC Sanction Only
401 VAN BUREN ST,19-557435,2019-12-02,01:22,2019-12-02,01:22,Syracuse University,INTX-Intoxicated Person
401 VAN BUREN ST,19-559006,2019-12-03,05:00,2019-12-03,08:46,Syracuse University,PINJ-Personal Injury/Injury
401 VAN BUREN ST,19-564045,2019-11-17,18:00,2019-12-07,01:21,Syracuse University,DOMP- Domestic Physical
401 VAN BUREN ST,DR#  14-487247,2014-10-06,15:17,2014-10-09,15:22,Syracuse University,LARC-Larceny
403 SMALL RD,15-526715,2015-11-01,23:40,2015-11-01,23:40,Syracuse University,LARC-Larceny
403 SMALL RD,17-277559,NA,NA,NA,NA,Syracuse University,LOUD-Noise Complaint
403 SMALL RD,17-279887,NA,NA,NA,NA,Syracuse University,LOUD-Noise Complaint
403 SMALL RD,19-290026,2019-05-20,02:35,2019-05-20,02:35,Syracuse University,Motor Vehicle Accident
403 SMALL RD,19-419026,2019-08-19,14:03,2019-08-19,14:03,Syracuse University,INFO-Police Information
403 SMALL RD,19-436016,2019-08-30,13:50,2019-08-31,12:30,Syracuse University,LARC-Larceny
403 SMALL RD,DR# 14-459952,2014-09-19,02:00,2014-09-19,13:23,Syracuse University,DOMV- Domestic Verbal
403 university pl,00003334,NA,01:35,NA,01:35,Syracuse University,info-police information     
403 university pl,00023682,NA,04:10,NA,04:10,Syracuse University,tres-trespassing          
403 UNIVERSITY PL,14-470584,2014-09-27,01:20,2014-09-27,01:20,Syracuse University,INTX-Intoxicated Person
403 UNIVERSITY PL,15-300920,2015-05-30,11:53,2015-05-30,11:54,Syracuse University,CMIS- Criminal Mischief
403 UNIVERSITY PL,15-511169,2015-10-21,14:00,2015-10-21,14:04,Syracuse University,Motor Vehicle Accident
403 UNIVERSITY PL,17-214036,NA,NA,NA,NA,Syracuse University,Motor Vehicle Accident
403 van buren st,00002303,NA,09:00,NA,01:34,Syracuse University,pinj-personal injury/injury   
403 van buren st,00005670,NA,01:20,NA,01:20,Syracuse University,intx-intoxicated person      
403 van buren st,00007362,NA,00:51,NA,00:51,Syracuse University,pdam-property damage         
403 van buren st,00008468,NA,02:30,NA,02:42,Syracuse University,intx-intoxicated person     
403 van buren st,00009158,NA,00:15,NA,00:15,Syracuse University,drug-csc sanction only        drug-csc sanction only        drug-csc sanction only        drug-csc sanction only       
403 van buren st,00015469,NA,02:15,NA,02:58,Syracuse University,csc violation           
403 van buren st,00021039,NA,00:57,NA,00:56,Syracuse University,intx-intoxicated person      
403 van buren st,00040262,NA,02:01,NA,01:59,Syracuse University,intx-intoxicated person      
403 van buren st,00043114,NA,00:46,NA,00:46,Syracuse University,intx-intoxicated person      intx-intoxicated person      intx-intoxicated person     
403 van buren st,00047522,NA,00:30,NA,09:42,Syracuse University,susi-suspicious event/incident  
403 van buren st,00047996,NA,03:07,NA,03:07,Syracuse University,csc violation           
403 van buren st,00048731,2016-10-01,00:31,2016-10-01,00:31,Syracuse University,intx-intoxicated person      
403 van buren st,00050490,2016-10-07,02:13,2016-10-07,02:13,Syracuse University,susi-suspicious event/incident  
403 van buren st,00050535,2016-10-08,01:04,2016-10-08,01:04,Syracuse University,intx-intoxicated person     
403 van buren st,00053908,2016-10-21,02:05,2016-10-21,02:08,Syracuse University,drug-csc sanction only       
403 van buren st,00054227,2016-10-23,02:23,2016-10-23,02:22,Syracuse University,intx-intoxicated person     
403 van buren st,00055225,2016-10-28,00:31,2016-10-28,00:31,Syracuse University,ment- emot. disturbed person   
403 van buren st,00055719,2016-10-30,01:34,2016-10-30,01:34,Syracuse University,intx-intoxicated person      intx-intoxicated person      intx-intoxicated person     
403 van buren st,00061718,2016-11-29,00:16,2016-11-29,00:16,Syracuse University,alrf-fire alarm          
403 van buren st,00062174,2016-11-30,01:43,2016-11-30,01:43,Syracuse University,drug-csc sanction only        drug-csc sanction only       
403 van buren st,00062179,2016-11-30,02:18,2016-11-30,02:18,Syracuse University,drug-csc sanction only       
403 van buren st,00063897,2016-12-09,01:29,2016-12-09,01:29,Syracuse University,intx-intoxicated person      intx-intoxicated person      intx-intoxicated person     
403 van buren st,00064469,2016-12-11,01:15,2016-12-11,01:16,Syracuse University,csc violation            csc violation           
403 van buren st,00065430,2016-12-16,07:45,2016-12-16,08:01,Syracuse University,pdam-property damage         
403 VAN BUREN ST,14-452572,2014-09-14,03:07,2014-09-14,03:07,Syracuse University,INTX-Intoxicated Person
403 VAN BUREN ST,14-469890,2014-09-26,15:15,2014-09-26,15:40,Syracuse University,PINJ-Personal Injury/Injury
403 VAN BUREN ST,14-489917,2014-10-11,04:00,2014-10-11,10:56,Syracuse University,INFO-Police Information
403 VAN BUREN ST,14-504648,2014-10-22,18:40,2014-10-22,18:40,Syracuse University,DRUG-CSC Sanction Only DRUG-CSC Sanction Only DRUG-CSC Sanction Only
403 VAN BUREN ST,14-504661,2014-10-22,18:46,2014-10-22,18:46,Syracuse University,LARC-Larceny LARC-Larceny
403 VAN BUREN ST,14-555740,2014-12-01,23:02,2014-12-01,23:02,Syracuse University,DRUG-CSC Sanction Only
403 VAN BUREN ST,14-561022,2014-12-06,02:21,2014-12-06,02:21,Syracuse University,INTX-Intoxicated Person
403 VAN BUREN ST,15-116440,2015-01-06,12:24,2015-01-13,13:57,Syracuse University,Indentity Theft
403 VAN BUREN ST,15-158328,2015-02-15,01:23,2015-02-15,01:23,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
403 VAN BUREN ST,15-158622,2015-02-15,00:30,2015-02-15,09:17,Syracuse University,CMIS- Criminal Mischief
403 VAN BUREN ST,15-158795,2015-02-15,12:08,2015-02-15,12:08,Syracuse University,LARC-Larceny
403 VAN BUREN ST,15-171763,2015-02-20,18:43,2015-02-20,18:43,Syracuse University,TRES-Trespassing
403 VAN BUREN ST,15-220172,2015-04-02,01:30,2015-04-02,16:31,Syracuse University,SUSI-Suspicious Event/Incident
403 VAN BUREN ST,15-228133,2015-04-08,23:00,2015-04-08,23:07,Syracuse University,CSC Violation
403 VAN BUREN ST,15-441261,2015-09-02,21:05,2015-09-02,21:14,Syracuse University,CMIS- Criminal Mischief
403 VAN BUREN ST,15-447213,2015-09-07,00:04,2015-09-07,00:04,Syracuse University,SUIC-Suicide Attempt/Threat
403 VAN BUREN ST,15-466493,2015-09-19,02:30,2015-09-19,15:26,Syracuse University,PINJ-Personal Injury/Injury
403 VAN BUREN ST,15-485939,2015-10-03,04:30,2015-10-03,04:32,Syracuse University,INTX-Intoxicated Person
403 VAN BUREN ST,15-503877,2015-10-16,01:20,2015-10-16,01:22,Syracuse University,INTX-Intoxicated Person
403 VAN BUREN ST,15-506962,2015-10-18,11:50,2015-10-18,11:55,Syracuse University,PINJ-Personal Injury/Injury
403 VAN BUREN ST,15-531185,2015-11-04,21:04,2015-11-04,21:04,Syracuse University,CMIS- Criminal Mischief
403 VAN BUREN ST,15-531766,2015-11-05,00:01,2015-11-05,09:42,Syracuse University,CMIS- Criminal Mischief
403 VAN BUREN ST,15-534524,2015-11-07,03:21,2015-11-07,03:21,Syracuse University,PINJ-Personal Injury/Injury
403 VAN BUREN ST,15-535973,2015-11-07,06:30,2015-11-08,10:10,Syracuse University,PDAM-Property Damage
403 VAN BUREN ST,15-545447,2015-11-10,12:30,2015-11-15,16:11,Syracuse University,LARC-Larceny
403 VAN BUREN ST,15-580946,2015-12-11,00:50,2015-12-12,14:33,Syracuse University,SUSI-Suspicious Event/Incident
403 VAN BUREN ST,15-586926,2015-12-17,02:25,2015-12-17,02:36,Syracuse University,SUSI-Suspicious Event/Incident
403 VAN BUREN ST,15256427,2015-04-29,11:03,2015-04-29,11:03,Syracuse University,CMIS- Criminal Mischief
403 VAN BUREN ST,17-156486,NA,NA,NA,NA,Syracuse University,MENT- Emot. Disturbed
403 VAN BUREN ST,17-179491,NA,NA,NA,NA,Syracuse University,INFO-Police Information
403 VAN BUREN ST,17-208870,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
403 VAN BUREN ST,17-220704,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
403 VAN BUREN ST,17-224606,NA,NA,NA,NA,Syracuse University,SXOF-Sex Offense
403 VAN BUREN ST,17-229545,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
403 VAN BUREN ST,17-229572,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
403 VAN BUREN ST,17-233519,NA,NA,NA,NA,Syracuse University,MENT- Emot. Disturbed
403 VAN BUREN ST,17-240518,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
403 VAN BUREN ST,19-162766,2019-02-16,03:33,2019-02-16,03:33,Syracuse University,HARR-Harassment
