incident,case_number,date_reported,date_occurred,time_occurred,location,university,time_reported
Possession of Marijuana,C19-0004031.A38,2019-03-05,2019-03-05,13:45,Harris Hall,Marshall University,NA
Petit Larceny,C19-0004032.A37,2019-03-05,2019-03-05,14:07,INTO Building,Marshall University,NA
Duty Upon Striking Unattended Vehicle,C19-0004053.A26,2019-03-05,2019-03-05,18:22,6th Ave Parking Lot,Marshall University,NA
Petit Larceny,C19-0004107.A16,2019-03-06,2019-02-28,08:41,INTO Building,Marshall University,NA
Execute Capias,C19-0004108.A24,2019-03-06,2019-03-06,08:43,400 Block / 24th Street,Marshall University,NA
Possession of Marijuana,C19-0004184.A39,2019-03-07,2019-03-07,08:18,North Residence Hall,Marshall University,NA
Fraud,C19-0004197.A38,2019-03-07,2019-03-06,11:45,Willis Hall,Marshall University,NA
Disorderly Conduct,C19-0004259.A25,2019-03-08,2019-03-08,11:23,1800 Block / 5th Ave,Marshall University,NA
DUI,C19-0004264.A25,2019-03-08,2019-03-08,14:34,20th Street / 3rd Ave,Marshall University,NA
Stalking,C19-0004319.A31,2019-03-09,2019-03-09,15:13,Campus,Marshall University,NA
Transferring & Receiving,C19-0004353.A30,2019-03-10,2019-03-10,00:45,Student Center Plaza,Marshall University,NA
Warrant,C19-0004440.A37,2019-03-11,2019-03-11,10:30,6th Ave / 18th Street,Marshall University,NA
Harassment,C19-0004446.A20,2019-03-11,2019-03-11,14:20,Campus,Marshall University,NA
Improper Backing,C19-0004699.A24,2019-03-14,2019-03-14,16:30,Erma Byrd Clinic,Marshall University,NA
Unassigned Incident,C19-0004752.A32,2019-03-15,2019-03-15,03:36,1700 Block / 3rd Ave,Marshall University,NA
Unlawful Drinking Under 21,C19-0004821.A28,2019-03-16,2019-03-16,01:59,1600 Block / College Ave,Marshall University,NA
Sexual Assault,C19-0004857.A31,2019-03-16,2019-03-08,22:00,Haymaker Hall,Marshall University,NA
Unassigned Incident,C19-0004994.A26,2019-03-18,2019-03-18,17:44,Recreational Center,Marshall University,NA
Harassment,C19-0005172.A22,2019-03-20,2019-03-20,18:45,1456 4th Ave Huntington,Marshall University,NA
Destruction of Property,C19-0005370.A35,2019-03-23,2019-03-22,10:28,3rd Ave Parking Garage,Marshall University,NA
Possession of Controlled Substance,C19-0005375.A31,2019-03-23,2019-03-23,12:48,Twin Towers East,Marshall University,NA
Destruction of Property,C19-0005934.A24,2019-03-31,2019-03-31,21:43,School of Medicine,Marshall University,NA
Shoplifting,C19-0006129.A16,2019-04-03,NA,NA,Memorial Student Center,Marshall University,NA
Open Container,C19-0006145.A27,2019-04-03,NA,NA,Print Shop,Marshall University,NA
Destruction of Property,C19-0006166.A22,2019-04-03,NA,NA,3rd Ave Parking Garage,Marshall University,NA
Petit Larceny,C19-0006223.A35,2019-04-04,NA,NA,PROACT,Marshall University,NA
Battery,C19-0006353.A31,2019-04-06,NA,NA,Campus,Marshall University,NA
Duty Upon Striking Unattended Vehicle,C19-0006354.A31,2019-04-06,NA,NA,Unknown Location,Marshall University,NA
Warrant,C19-0006402.A23,2019-04-07,NA,NA,Pricard Hall,Marshall University,NA
Possession of a Controlled Substance,C19-0006464.A23,2019-04-08,NA,NA,300 Block / 16th Street,Marshall University,NA
Unlawful Drinking Under 21,C19-0006475.A28,2019-04-08,NA,NA,1800 Block / 6th Avenue,Marshall University,NA
Warrant,C19-0006562.A34,2019-04-09,NA,NA,1900 Block / 3rd Ave,Marshall University,NA
Grand Larceny,C19-0006642.A25,2019-04-10,NA,NA,Jazz Center Plaza,Marshall University,NA
Leaving the Scene of an Accident,C19-0006891.A18,2019-04-13,NA,NA,Southwest Stadium Lot,Marshall University,NA
False Pretense,C19-0007082.A20,2019-04-16,NA,NA,Old Main,Marshall University,NA
Stocking / Harassment,C19-0007183.A22,2019-04-17,NA,NA,Recreation Center,Marshall University,NA
Traffic Stop,C19-0007248.A20,2019-04-18,NA,NA,200 Block / 5th Ave,Marshall University,NA
Destruction of Property,C19-0007436.A27,2019-04-21,NA,NA,6th Ave Parking Garage,Marshall University,NA
Destruction of Property,C19-0007565.A27,2019-04-23,NA,NA,6th Ave Parking Garage,Marshall University,NA
Unlawful Drinking Under 21,C19-0007700.A28,2019-04-25,NA,NA,Old Main,Marshall University,NA
DUI,C19-0007702.A30,2019-04-25,NA,NA,5th Ave / John Marshall Drive,Marshall University,NA
Sexual Assault,C19-0007758.A32,2019-04-26,NA,NA,Wellman Hall,Marshall University,NA
Petit Larceny,C19-0007808.A18,2019-04-26,NA,NA,Memorial Student Center,Marshall University,NA
Sexual Assault,C19-0008029.A22,2019-04-29,NA,NA,Unknown Location,Marshall University,NA
Petit Larceny,C19-0008090.A37,2019-04-30,NA,NA,Employee B Lot,Marshall University,NA
Possession of Marijuana,C19-0008092.A37,2019-04-30,NA,NA,North Residence Hall,Marshall University,NA
Possession of Marijuana,C19-0008263.A30,2019-05-02,2019-05-20,NA,1000 Block / 4th Avenue,Marshall University,NA
Attempted Robbery,C19-0008466.A34,2019-05-06,2019-05-06,NA,Twin Towers East Alley,Marshall University,NA
Duty Upon Striking Unattended Vehicle,C19-0008568.A35,2019-05-07,2019-05-04,NA,6th Ave Parking Lot,Marshall University,NA
Larceny,C19-0008534.A34,2019-05-06,2019-05-06,NA,6th Ave Parking Lot,Marshall University,NA
Duty Striking Unattended Vehicle,C19-0008587.A29,2019-05-07,2019-05-07,NA,3rd Ave Parking Garage,Marshall University,NA
DUI 1st Offense,C19-0008715.A28,2019-05-09,2019-05-09,NA,1900 Block / 5th Ave,Marshall University,NA
Attempted Suicide,C19-0008769.A29,2019-05-09,2019-05-09,NA,Holderby  Hall,Marshall University,NA
Duty Upon Striking Unattended Vehicle,C19-0008818.A37,2019-05-10,2019-05-10,NA,3rd Ave Parking Garage,Marshall University,NA
Duty Upon Striking Unattended Vehicle,C19-0008921.A29,2019-05-11,2019-05-10,NA,3rd Ave Parking Garage,Marshall University,NA
Capias,C19-0009325.A25,2019-05-19,2019-05-19,NA,Holderby  Hall,Marshall University,NA
Threats/Assault,C19-0009844.A22,2019-05-24,2019-05-24,NA,Professional Building,Marshall University,NA
DUI 1st Offense,C19-0010088.A28,2019-05-28,2019-05-28,12:33,John Marshall Drive/Drinko Circle,Marshall University,NA
Larceny,C19-0010112.A38,2019-05-24,2019-05-28,NA,Byrd Clinical Center,Marshall University,NA
Warrant Capias,C19-0010241.A30,2019-05-30,2019-05-30,NA,College Ave / John Marshall Drive,Marshall University,NA
Possession of Marijuana,C19-0010425.A34,2019-06-02,2019-06-02,00:49,Corbly Hall Lot,Marshall University,NA
Obstructing Officer,C19-0010886.A37,2019-06-08,2019-06-08,21:15,Harless Dining Hall,Marshall University,NA
Uniform Controlled Substance,C19-0010940.A29,2019-06-09,2019-06-09,17:47,20th Street / 6th Avenue,Marshall University,NA
Driving While Suspended,C19-0010996.A20,2019-06-10,2019-06-10,10:30,John Marshall Drive,Marshall University,NA
Trespass on Property,C19-0010997.A39,2019-06-10,2019-06-06,11:06,520 22nd Street,Marshall University,NA
Criminal Invasion of Privacy,C19-0011009.A37,2019-06-10,2019-06-10,16:41,Campus,Marshall University,NA
Drug Contraband,C19-0011223.A27,2019-06-13,2019-06-13,10:51,400 Block / John Marshall Drive,Marshall University,NA
Fugitive From Justice,C19-0011290.A25,2019-06-14,2019-06-14,14:19,14th Street / 4th Ave,Marshall University,NA
Harassment,C19-0011485.A20,2019-06-14,2019-06-09,13:30,Campus,Marshall University,NA
Shoplifting,C19-0011493.A27,2019-06-17,2019-06-17,15:32,2251 5th Avenue,Marshall University,NA
Failure to Obey Traffic Signal,C19-0011610.A28,2019-06-19,2019-06-19,02:45,20th Street / 6th Avenue,Marshall University,NA
Grand Larceny,C19-0011630.A25,2019-06-19,2019-06-19,11:58,Bio-Tech Science Center,Marshall University,NA
Possession of a Controlled Substance,C19-0012002.A39,2019-06-24,2019-06-24,08:32,2200 Block / 5th Ave,Marshall University,NA
Destruction of Property,C19-0012116.A37,2019-06-25,2019-06-25,19:53,Smith Hall,Marshall University,NA
Destruction of Property,C19-0013134.A33,2019-07-09,2019-07-09,00:51,Memorial Student Center,Marshall University,NA
Petit Larceny,C19-0013424.A38,2019-07-12,2012-07-09,13:27,Smith Music Hall,Marshall University,NA
Possession of a Controlled Substance,C19-0013772.A25,2019-07-17,2019-07-17,10:41,19th Street / 5 1/2 Alley,Marshall University,NA
Capias,C19-0014232.A34,2019-07-24,2019-07-24,10:12,Soccer Complex,Marshall University,NA
Parole Violation,C19-0014317.A36,2019-07-25,2019-07-25,13:28,2400 Block / 3rd Avenue,Marshall University,NA
Hit & Run,C19-0014354.A32,2019-07-26,2019-07-26,01:45,Area C Parking Lot,Marshall University,NA
Petit Larceny,C19-0014584.A38,2019-07-29,2019-07-24,11:25,Twin Towers East,Marshall University,NA
Petit Larceny,C19-0014719.A36,2019-07-31,2019-07-31,10:00,Physical Plant,Marshall University,NA
Possession of a Controlled Substance,C19-0014807.A36,2019-08-01,2019-08-01,13:40,2251 5th Avenue,Marshall University,NA
Harrassment,C19-0014877.A20,2019-08-02,2019-08-02,09:57,Off Campus,Marshall University,NA
Capias,C19-0015067.A23,2019-08-05,2019-08-05,07:05,1900 Block / 5th Ave,Marshall University,NA
Harrassment,C19-0015135.A20,2019-08-06,2019-08-06,10:05,INTO,Marshall University,NA
Petit Larceny,C19-0015373.A34,2019-08-09,2019-08-09,14:28,Soccer Complex,Marshall University,NA
Harrassment,C19-0015552.A38,2019-08-12,2019-08-12,12:07,Campus,Marshall University,NA
Grand Larceny,C19-0015554.A36,2019-08-12,2019-08-12,13:04,Twin Towers East,Marshall University,NA
Capias,C19-0015635.A20,2019-08-13,2019-08-13,18:29,1900 Block / 3rd Ave,Marshall University,NA
Contraband/Paraphernalia,C19-0015700.A40,2019-08-14,2019-08-14,09:06,2000 Block / 5th Ave,Marshall University,NA
Destruction of Property,C19-0015981.A34,2019-08-18,2019-08-18,00:39,Memorial Student Center,Marshall University,NA
Trespassing,C19-0016105.A38,2019-08-19,2019-08-19,13:47,1900 Block / 5th Ave,Marshall University,NA
Possession of a Controlled Substance,C19-0016029.A29,2019-08-18,2019-08-18,18:30,Warehouse,Marshall University,NA
Entering w/o Breaking,C19-0016102.A40,2019-08-19,2019-07-11,11:58,Stadium,Marshall University,NA
Drug Paraphernalia,C19-0016130.A37,2019-08-19,2019-08-19,20:28,20th Street / 3rd Ave,Marshall University,NA
Petit Larceny,C19-0016131.A37,2016-08-16,2019-08-04,19:24,Twin Towers East,Marshall University,NA
Battery,C19-0016614.A16,2019-08-25,2019-08-25,13:00,1600 Block / 5th Ave,Marshall University,NA
Destruction of Property,C19-0016443.A40,2019-08-23,2019-08-21,11:05,1600 Block / 5th Ave,Marshall University,NA
Sexual Assault,C19-0016486.A22,2019-08-23,2019-08-22,21:02,South Residence Hall,Marshall University,NA
Striking Unattended Vehicle,C19-0016480.A29,2019-08-23,2019-08-23,19:08,6th Ave Parking Lot,Marshall University,NA
Possession of a Controlled Substance,C19-0016586.A33,2019-08-25,2019-08-25,02:02,Professional Building,Marshall University,NA
Striking Unattended Vehicle,C19-0016689.A40,2019-08-26,2019-08-26,12:00,Student Parking,Marshall University,NA
Larceny from Vehicle,C19-0017004.A32,2019-08-30,2019-08-29,01:55,Sports Medicine,Marshall University,NA
Arrest Warrant,C19-0017037.A25,2019-08-30,2019-08-30,08:38,Proact Building,Marshall University,NA
Terroristic Threats,C19-0017189.A16,2019-09-01,2019-09-01,15:36,North Residence Hall,Marshall University,NA
Possession of Marijuana,C19-0017282.A37,2019-09-02,2019-09-02,20:47,268 19th Street,Marshall University,NA
Open Container,C19-0017535.A27,2019-09-05,2019-09-05,10:56,Chris Cline Complex,Marshall University,NA
Petit Larceny,C19-0017627.A31,2009-09-06,2019-09-04,10:21,Twin Towers East,Marshall University,NA
Striking Unattended Vehicle,C19-0017564.A29,2019-09-05,2019-09-05,17:49,6th Ave Employee Parking Lot,Marshall University,NA
Grand Larceny,C19-0017779.A27,2019-09-08,2019-09-08,04:38,1800 Block / 6th Avenue,Marshall University,NA
Destruction of Property,C19-0017861.A27,2019-09-09,2019-09-09,13:45,335 Hal Greer Blvd,Marshall University,NA
Striking Unattended Vehicle,C19-0017864.A27,2019-09-09,2019-09-09,15:11,Engineering Parking Lot,Marshall University,NA
Paraphernalia,C19-0017874.A26,2019-09-09,2019-09-09,16:25,Douglas Building,Marshall University,NA
Crash Report,C19-0017945.A16,2019-09-10,2019-09-10,13:35,300 Block / 16th Street,Marshall University,NA
Unassigned Incident,C19-0018048.A27,2019-09-11,2019-09-07,14:01,Twin Towers East,Marshall University,NA
Domestic Battery,C19-0018052.A25,2019-09-11,2019-09-11,14:23,500 Block / 21st Street,Marshall University,NA
Destruction of Property,C19-0018079.A24,2019-09-11,2019-09-11,23:26,Twin Towers Parking Lot,Marshall University,NA
DUI 1st,C19-0018106.A17,2019-09-12,2019-09-12,03:13,Commerce Ave / 17th Street,Marshall University,NA
Crash Report,C19-0018161.A29,2019-09-12,2019-09-12,21:18,Stadium Parking Lot,Marshall University,NA
Destruction of Property,C19-0018220.A37,2019-09-13,2019-09-13,15:34,Fairfield Landing,Marshall University,NA
Unlawful Drinking Under 21,C19-0018304.A33,2019-09-15,2019-09-15,00:18,18th Street / 400 Block,Marshall University,NA
Trespassing,C19-0018329.A33,2019-09-15,2019-09-15,03:32,Career Services Parking Lot,Marshall University,NA
Destruction of Property,C19-0018334.A17,2019-09-15,2019-09-14,04:52,1600 Block / 4th Ave,Marshall University,NA
Destruction of Property,C19-0018429.A41,2019-09-16,2019-09-12,10:40,Student Lot / 19th Street,Marshall University,NA
Larceny,C19-0018431.A31,2019-09-16,2019-09-16,10:54,Proact Building,Marshall University,NA
Grand Larceny,C19-0018519.A40,2019-09-17,2019-09-14,16:00,Student Lot / 6th Ave / 18th Street,Marshall University,NA
Fugitive from Justice,C19-0018530.A37,2019-09-17,2019-09-17,18:22,Warehouse East Side,Marshall University,NA
Striking Unattended Vehicle,C19-0018724.A40,2019-09-19,2019-09-19,16:15,Employee F Lot 6th Avenue,Marshall University,NA
Destruction of Property,C19-0018861.A35,2019-09-21,2019-09-21,09:28,6th Ave Lot / 17th Street,Marshall University,NA
Striking Unattended Vehicle,C19-0018896.A29,2019-09-21,2019-09-21,19:27,6th Ave Student Lot,Marshall University,NA
Assault,C19-0018967.A26,2019-09-22,2019-09-22,18:29,North Residence Hall,Marshall University,NA
Tampering with Motor Vehicle,C19-0019122.A41,2019-09-24,2019-09-23,14:14,Stadium Parking Lot,Marshall University,NA
Striking Unattended Vehicle,C19-0019319.A41,2019-09-26,2019-09-26,14:06,C Lot,Marshall University,NA
Petit Larceny,C19-0019359.A29,2019-09-26,2019-09-26,19:14,Henderson Center C Level,Marshall University,NA
Violation Home Confinement,C19-0019447.A29,2019-09-27,2019-09-27,19:44,West Stadium Parking Lot,Marshall University,NA
Possession of Marijuana,C19-0019474.A17,2019-09-28,2019-09-28,03:35,Stadium West Lot,Marshall University,NA
Striking Unattended Vehicle,C19-0019506.A29,2019-09-28,2019-09-28,20:15,City National Parking Lot 3rd Ave,Marshall University,NA
DUI 1st,C19-0019532.A17,2019-09-29,2019-09-29,02:52,1600 Block / 5th Avenue,Marshall University,NA
Striking Unattended Vehicle,C19-0019579.A26,2019-09-29,2019-09-28,20:23,Student Parking Lot,Marshall University,NA
Possession of Marijuana,C19-0019582.A29,2019-09-29,2019-09-29,10:43,Wellman Hall,Marshall University,NA
Larceny,C19-0019885.A40,2019-10-02,2019-10-02,NA,Drinko Library,Marshall University,NA
Destruction of Property,C19-0019976.A41,2019-10-03,2019-10-03,NA,6th Ave Parking Lot,Marshall University,NA
Warrant,C19-0020043.A41,2019-10-04,2019-10-04,NA,1600 Block / Commerce Ave,Marshall University,NA
Possession of a Controlled Substance,C19-0020284.A31,2019-10-07,2019-10-07,NA,Fairfield Landing,Marshall University,NA
Larceny,C19-0020370.A27,2019-10-08,2019-10-07,NA,Drinko Library,Marshall University,NA
Petit Larceny,C19-0020519.A40,2019-10-09,2019-10-09,NA,Twin Towers East Bike Rack,Marshall University,NA
DUI 1st,C19-0020712.A23,2019-10-12,2019-10-12,NA,4th Ave / 16th Street,Marshall University,NA
Suicide Attempt or Threat,C19-0020911.A29,2019-10-14,2019-10-14,NA,Wellman Hall,Marshall University,NA
Harassment,C19-0021118.A40,2019-10-16,2019-10-16,NA,North Residence Hall,Marshall University,NA
Disorderly Conduct,C19-0021285.A35,2019-10-18,2019-10-18,NA,Memorial Student Center,Marshall University,NA
Petit Larceny,C19-0021313.A40,2019-10-18,2019-10-17,NA,Willis Hall,Marshall University,NA
Petit Larceny,C19-0021390.A18,2019-10-15,2019-09-23,NA,Willis Hall,Marshall University,NA
Possession of Marijuana,C19-0021411.A40,2019-10-19,2019-10-19,NA,Twin Towers West,Marshall University,NA
Suicide Attempt or Threat,C19-0021567.A20,2019-10-21,2019-10-21,NA,South Residence Hall,Marshall University,NA
Strangulation,C19-0021764.A14,2019-10-23,2019-10-23,NA,2100 Block / 5th Ave,Marshall University,NA
Duty Upon Striking Unattened Vehicle,C19-0021886.A35,2019-10-24,2019-10-24,NA,Byrd Clinical Center,Marshall University,NA
Threats of Suicide,C19-0021911.A17,2019-10-24,2019-10-24,23:58,North Residence Hall,Marshall University,NA
Petit Larceny,C19-0021971.A40,2019-10-25,2019-10-25,NA,Gibson Hall,Marshall University,NA
Unlawful Drinking Under 21,C19-0022054.A29,2019-10-26,2019-10-26,NA,Buskirk Hall,Marshall University,NA
Unlawful Drinking Under 21,C19-0022061.A17,2019-10-27,2019-10-27,NA,Engineering Parking Lot,Marshall University,NA
Underage Consumption,C19-0022064.A23,2019-10-27,2019-10-27,NA,19th Street / Maple Ave,Marshall University,NA
Unlawful Drinking Under 21,C19-0022067.A28,2019-10-27,2019-10-27,NA,1800 Block / 6th Ave,Marshall University,NA
Stalking,C19-0022252.A20,2019-10-29,2019-10-29,NA,Campus,Marshall University,NA
Petit Larceny,C19-0022267.A,2019-10-29,2019-10-26,NA,5th Ave / 17th Street,Marshall University,NA
Destruction of Property,C19-0022612.A41,2019-11-02,2019-10-29,10:50,Henderson Center,Marshall University,NA
Underage Drinking,C19-0022895.A26,2019-11-05,2019-11-05,23:10,Haymaker Hall,Marshall University,NA
Obtaining Goods Under False Pretense,C19-0022995.A24,2019-11-06,2019-11-06,20:30,Twin Towers East,Marshall University,NA
Sexual Abuse,C19-0022998.A40,2019-11-06,2019-11-06,22:00,North Residence Hall,Marshall University,NA
Battery,C19-0023086.A34,2019-11-08,2019-11-08,00:10,Twin Towers West,Marshall University,NA
Petit Larceny,C19-0023397.A26,2019-11-11,2019-11-11,16:20,Twin Towers East,Marshall University,NA
Petit Larceny,C19-0023465.A41,2019-11-12,2019-11-11,00:35,Memorial Student Center,Marshall University,NA
Stalking,C19-0023571.A20,2019-11-13,2019-11-13,11:25,Campus,Marshall University,NA
Attempted Suicide,C19-0023698.A17,2019-11-15,2019-11-15,00:04,South Residence Hall,Marshall University,NA
Threats,C19-0023988.A41,2019-11-18,2019-11-14,13:08,Campus,Marshall University,NA
Possession of Marijuana,C19-0024282.A27,2019-11-21,2019-11-21,14:01,South Residence Hall,Marshall University,NA
Assault,C19-0024314.A16,2019-11-21,2019-11-21,22:15,Henderson Center,Marshall University,NA
Grand Larceny,C19-0024432.A42,2019-11-23,2019-11-22,09:51,Henderson Center,Marshall University,NA
Petit Larceny,C19-0024781.A40,2019-11-27,2019-11-27,16:10,Erma Byrd Center,Marshall University,NA
Petit Larceny,C19-0025326.A43,2019-12-03,2019-11-21,16:17,Twin Towers East,Marshall University,NA
Destruction of Property,C19-0025570.A17,2019-12-06,2019-12-05,01:48,1900 Block / 5 1/2 Alley,Marshall University,NA
Underage Alcohol Consumption,C19-0025747.A23,2019-12-08,2019-12-08,02:13,Buskirk Hall,Marshall University,NA
Destruction of Property,C19-0025790.A29,2019-12-08,2019-12-08,17:33,Drinko Circle,Marshall University,NA
Underage Alcohol Consumption,C19-0025741.A23,2019-12-08,2019-12-08,00:51,North Residence Hall,Marshall University,NA
Possession of Controlled Substance,C19-0025776.A39,2019-12-08,2019-12-08,10:13,2251 5th Avenue,Marshall University,NA
Suspicious Person,C19-0026147.A39,2019-12-12,2019-12-12,12:33,Child Development Academy,Marshall University,NA
Underage Alcohol Consumption,C19-0026390.A23,2019-12-15,2019-12-15,01:59,North Residence Hall,Marshall University,NA
Strking Unattended Vehicle,C19-0026693.A42,2019-12-18,2019-12-18,14:05,Stadium Parking Lot,Marshall University,NA
Sexual Abuse,C19-0026813.A40,2019-12-19,2019-12-19,19:49,Recreation Center,Marshall University,NA
Destruction of Property,C19-0027563.A41,2019-12-27,2019-12-27,14:15,Erma Byrd Clinical Outreach Center,Marshall University,NA
Destruction of Property,C19-0027856.A39,2019-12-30,2019-12-19,13:18,Cam Henderson Center,Marshall University,NA
