case_number,incident,date_reported,location,date_occurred,time_occurred,time_reported,university
1801311,Loitering or Prowling,2018-04-16,"Clifton Ridge Subdivision, Clifton Rd near Oxford, Atlanta 30307",2018-04-16,03:4,NA,Emory University
1801291,Simple Battery,2018-04-14,"McDonough Field, 616 Asbury Cir, Atlanta 30322",2018-04-14,22:45,NA,Emory University
1801288,"Criminal Trespass, Property Damage",2018-04-14,"Peavine I Parking Deck, 27 Eagle Row, Atlanta 30322",2018-04-13,08:00,NA,Emory University
1801284,"Theft by Taking (Other, Value $500 or Less)",2018-04-14,"Emory Univ Hospital, Valet Parking; 1364 Clifton Rd, Atlanta 30322",2018-04-14,06:14,NA,Emory University
1801274,Simple Assault (Domestic Violence),2018-04-13,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-04-13,22:45,NA,Emory University
1801261,Computer Invasion of Privacy,2018-04-12,"Woodruff Residential Center, 1495 Clifton Rd, Atlanta 30322",2018-04-12,18:00,NA,Emory University
1801258,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-04-12,"Emory Children's Center, 2015 Uppergate Dr, Atlanta 30322",2018-04-12,12:00,NA,Emory University
1801256,Terroristic Threats,2018-04-12,"Luce Center, 825 Houston Mill Rd, Atlanta 30322",2018-04-12,15:12,NA,Emory University
1801248,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-04-12,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-04-12,03:00,NA,Emory University
1801244,Simple Battery,2018-04-11,"Emory Univ Hospital, Valet Parking, 1364 Clifton Rd, Atlanta 30322",2018-04-11,19:30,NA,Emory University
1801241,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-04-11,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2017-11-01,00:00,NA,Emory University
1801233,Harassing Communications,2018-04-11,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-04-11,04:30,NA,Emory University
1801228,Arrest: Unauthorized Persons Entering Vacant Buildings,2018-04-10,"Emory West, Bldg A, 1256-A Briarcliff Rd, Atlanta 30322",2018-04-10,22:49,NA,Emory University
1801226,Possession of Less Than One Ounce of Marijuana,2018-04-10,"Residence Halls Complex, 1310 Clifton Rd, Atlanta 30322",2018-04-10,22:15,NA,Emory University
1801215,"Criminal Trespass, Property Damage",2018-04-10,"Candler Field, 900 Peavine Creek Dr, Atlanta 30322",2018-04-06,17:00,NA,Emory University
1801211,"Criminal Trespass, Entry After Notice Prohibiting",2018-04-09,"Gables Emory Point, 855 Emory Point Dr, Atlanta 30329",2018-04-09,16:30,NA,Emory University
1801209,"Possession, Use, or Display of False Government-Issued ID Documents",2018-04-09,"White Hall, 301 Dowman Dr, Atlanta  30322",2018-04-09,09:59,NA,Emory University
1801208,Financial Transaction Card Fraud,2018-04-09,"Emory Police Dept, 1784 N Decatur Rd, Atlanta 30322",NA,NA,NA,Emory University
1801203,"Criminal Trespass, Property Damage",2018-04-08,"Lowergate West Parking Deck, 1785 Gambrell Dr, Atlanta 30322",2018-04-08,19:11,NA,Emory University
1801180,"Entering an Auto; Criminal Trespass, Property Damage",2018-04-06,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-04-05,10:00,NA,Emory University
1801179,Theft of Lost or Mislaid Property (Value Over $500),2018-04-06,"Goizueta Business School, 1300 Clifton Rd, Atlanta 30322",2018-04-06,15:30,NA,Emory University
1801178,"Theft by Taking (From Bldg, Valued Over $500)",2018-04-06,"Rollins Research Bldg, 1510 Clifton Rd, Atlanta 30322",2018-04-06,16:10,NA,Emory University
1801170,Entering an Auto,2018-04-06,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-04-06,07:00,NA,Emory University
1801168,"Entering an Auto; Criminal Trespass, Property Damage",2018-04-06,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-04-05,19:00,NA,Emory University
1801167,"Entering an Auto; Criminal Trespass, Property Damage",2018-04-06,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-04-05,17:45,NA,Emory University
1801166,"Entering an Auto; Criminal Trespass, Property Damage",2018-04-06,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-04-06,04:45,NA,Emory University
1801139,Possession and Use of Drug-Related Objects,2018-04-04,"Woodruff Residential Center, 1495 Clifton Rd, Atlanta 30322",2018-04-04,22:03,NA,Emory University
1801135,"Entering an Auto; Criminal Trespass, Property Damage",2018-04-04,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-04-04,14:30,NA,Emory University
1801107,Simple Battery,2018-04-02,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-04-02,20:20,NA,Emory University
1801105,Arrest: Possession of Less Than One Ounce of Marijuana; Underage Possession of Alcohol,2018-04-02,"Few Hall, 4 Eagle Row, Atlanta 30322",2018-04-02,17:11,NA,Emory University
1801097,Terroristic Threats,2018-04-01,"Woodruff Library, 540 Asbury Cir, Atlanta 30322",2018-04-01,17:55,NA,Emory University
1801090,Simple Assault,2018-04-01,"Evans Hall, 4 Eagle Row, Atlanta 30322",2018-04-01,03:00,NA,Emory University
1801087,"Simple Battery, Terroristic Threats",2018-04-01,"Evans Hall, 4 Eagle Row, Atlanta 30322",2018-04-01,02:45,NA,Emory University
1801080,"Criminal Trespass, Property Damage",2018-03-31,"Fraternity House Parking Lot, 20 Eagle Row, Atlanta 30322",2018-03-31,01:30,NA,Emory University
1801079,"Criminal Trespass, Property Damage",2018-03-31,"Fraternity House, 20 Eagle Row, Atlanta 30322",2018-03-31,01:30,NA,Emory University
1801077,Arrest: Disorderly Conduct Under the Influence of Alcohol,2018-03-31,"1579 Avenue Pl, Atlanta 30329",2018-03-31,03:08,NA,Emory University
1801049,Theft of Lost or Mislaid Property (Value Over $500),2018-03-29,"Emory Point, East Parking Deck, 1579 Avenue Pl, Atlanta 30329",2018-03-29,10:31,NA,Emory University
1801042,"Burglary, First Degree, Non-Forcible Entry",2018-03-29,"Dobbs Hall, 586 Asbury Cir, Atlanta 30322",2018-03-29,10:00,NA,Emory University
1801041,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-03-29,"Emory Clinic B, 1365-B Clifton Rd, Atlanta 30322",2018-03-29,11:40,NA,Emory University
1801036,"Theft by Taking (Bicycle, Value $500 or Less)",2018-03-29,"Evans Hall, 4 Eagle Row, Atlanta 30322",2018-03-26,19:00,NA,Emory University
1801033,Arrest: Possession of Less Than One Ounce of Marijuana; Underage Possession of Alcohol,2018-03-29,"Evans Hall, 4 Eagle Row, 30322",2018-03-28,00:18,NA,Emory University
1801023,Battery (Visible Bodily Harm to Another),2018-03-28,"Children's Healthcare of Atlanta - Egleston Hospital, 1405 Clifton Rd, Atlanta 30329",2018-03-28,15:48,NA,Emory University
1801008,Harassing Communications,2018-03-27,"Emory Univ. Hospital Tower, 1365 Clifton Rd, Atlanta 30322",2018-03-27,15:19,NA,Emory University
1800997,"Theft by Taking (From Bldg, Valued Over $500)",2018-03-26,"Atwood Hall, 1515 Dickey Dr, Atlanta 30322",2018-02-15,17:00,NA,Emory University
1800996,Theft of Lost or Mislaid Property (Value Over $500),2018-03-26,"855 Emory Point Dr, Atlanta 30329",2018-03-24,11:27,NA,Emory University
1800989,Simple Assault,2018-03-25,"Woodruff Physical Education Center, 26 Eagle Row, Atlanta 30322",2018-03-25,17:00,NA,Emory University
1800988,Unlawful Nude or Sexually Explicit Electronic Transmissions,2018-03-25,"Emory University, 201 Dowman Dr, Atlanta 30322",2018-03-25,10:30,NA,Emory University
1800969,Harassing Communications; Computer Invasion of Privacy,2018-03-23,"Hamilton Holmes Hall, 623 Pierce Promenade, Atlanta 30322",2018-03-23,19:16,NA,Emory University
1800957,Arrest: Disorderly Conduct,2018-03-22,"Woodruff Memorial Bldg, 101 Woodruff Cir, Atlanta 30322",2018-03-22,06:15,NA,Emory University
1800950,Battery (Visible Bodily Harm to Another),2018-03-22,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta 30322",2018-03-22,19:21,NA,Emory University
1800939,"Criminal Damage to Property, Second Degree; Theft by Taking (From Coin-Operated Machines)",2018-03-22,"Raoul Hall, 2 Eagle Row, Atlanta 30322",2018-03-21,15:00,NA,Emory University
1800931,Entering an Auto,2018-03-21,"Emory Univ. Hospital Tower, Valet Parking, 1365 Clifton Rd, Atlanta 30322",2018-03-21,11:36,NA,Emory University
1800930,Identity Fraud (Possession or Use of Identifying Information); Harassing Communications,2018-03-21,"855 Emory Point Dr, Atlanta 30329",2018-02-24,00:00,NA,Emory University
1800924,"Theft by Taking (Motor Vehicle, Automobile)",2018-03-21,"Gambrell Deck, 1705 Gambrell Dr, Atlanta 30322",2018-03-21,06:00,NA,Emory University
1800904,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-03-19,"Woodruff Circle, Atlanta 30322",2018-03-18,19:00,NA,Emory University
1800897,Harassing Communications,2018-03-16,"Administration Bldg, 201 Dowman Dr, Atlanta 30322",2018-03-01,12:45,NA,Emory University
1800892,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-03-18,"Children's Healthcare of Atlanta - Egleston Hospital, 1405 Clifton Rd, Atlanta 30329",2018-03-18,13:00,NA,Emory University
1800890,"Simple Assault, Simple Battery",2018-03-17,"Clairmont CRC, Bldg F, 2445 Dooley Dr, Atlanta 30322",2018-03-17,20:30,NA,Emory University
1800889,"Burglary, First Degree, Non-Forcible Entry; Criminal Trespass, Property Damage; Harassing Communications",2018-03-17,"Clairmont CRC, Bldg F, 2445 Dooley Dr, Atlanta 30322",2018-03-17,16:20,NA,Emory University
1800887,Arrest: Unauthorized Persons Entering Vacant Buildings,2018-03-17,"Emory West, Bldg A, 1256-A Briarcliff Rd, Atlanta 30322",2018-03-17,18:40,NA,Emory University
1800880,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-03-16,"Woodruff Circle, Atlanta 30322",2018-03-15,16:15,NA,Emory University
1800879,"Criminal Trespass, Entry With Unlawful Purpose",2018-03-16,"Candler Mansion, 1260 Briarcliff Rd, Atlanta 30322",2018-03-16,17:45,NA,Emory University
1800878,"Abandoning Drugs, Poisons, or Controlled Substances",2018-03-16,"Campus Life Pavilion, 716 Peavine Creek Dr, Atlanta 30322",2018-03-16,15:30,NA,Emory University
1800865,"Theft by Taking (Motor Vehicle Parts/Accessories, Exterior)",2018-03-15,"Starvine Parking Deck, 1945 Starvine Way, Atlanta 30322",2018-01-14,00:00,NA,Emory University
1800861,Entering an Auto,2018-03-14,"URC Parking Deck, 2405 Dooley Dr, Atlanta 30322",2018-03-12,00:00,NA,Emory University
1800860,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-03-14,"Emory Univ. Hospital Tower, 1365 Clifton Rd, Atlanta 30322",2018-03-13,19:00,NA,Emory University
1800856,"Criminal Trespass, Property Damage",2018-03-14,"Emory West Campus, 1256 Briarcliff Rd, Atlanta 30322",2018-03-13,23:30,NA,Emory University
1800846,Simple Assault,2018-03-13,"Emory Univ. Hospital, 1364 Clifton Rd, Atlanta 30322",2018-03-13,00:06,NA,Emory University
1800842,Theft of Lost or Mislaid Property (Value Over $500),2018-03-12,"Lowergate East Parking Deck, 1717 Lowergate Dr, Atlanta 30322",2018-03-09,19:30,NA,Emory University
1800839,"Theft by Taking (Motor Vehicle Parts/Accessories, Exterior)",2018-03-12,"Lowergate West Parking Deck, 1785 Gambrell Dr, Atlanta 30322",2018-03-12,08:27,NA,Emory University
1800833,"Theft by Taking (Bicycle, Value $500 or Less)",2018-03-11,"Raoul Hall, 2 Eagle Row, Atlanta 30322",2018-02-26,13:20,NA,Emory University
1800819,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-03-09,"Emory Univ. Hospital, 1364 Clifton Rd., Atlanta 30322",2018-03-08,15:13,NA,Emory University
1800817,"Forgery, First Degree",2018-03-09,"Longstreet-Means Hall, 646 Means Dr., Atlanta 30322",2018-03-09,10:30,NA,Emory University
1800799,Simple Battery,2018-03-08,"Winship Cancer Clinic, 1711 Uppergate Dr., Atlanta 30322",2018-03-08,12:00,NA,Emory University
1800789,Arrest: Unauthorized Persons Entering Vacant Buildings,2018-03-07,"Emory West, Bldg. A, 1256-A Briarcliff Rd, Atlanta 30322",2018-03-07,20:27,NA,Emory University
1800782,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-03-07,"Emory Univ. Hospital Tower, 1365 Clifton Rd, Atlanta 30322",2018-03-07,06:50,NA,Emory University
1800775,Simple Battery,2018-03-07,"Emory Conference Center Hotel, 1615 Clifton Rd, Atlanta 30322",2018-03-07,08:55,NA,Emory University
1800764,"Burglary, Second Degree, Non-Forcible Entry",2018-03-06,"Alumni Memorial University Center, 630 Means Dr, Atlanta 30322",2018-02-27,00:00,NA,Emory University
1800763,Stalking (Misdemeanor),2018-03-06,"Grace Crum Rollins School of Public Health, 1518 Clifton Rd, Atlanta 30322",2017-10-25,04:39,NA,Emory University
1800756,Harassing Communications,2018-03-06,"Whitehead Research Building, 615 Michael St, Atlanta 30322",2018-03-05,20:42,NA,Emory University
1800754,"Arrest: Criminal Trespass, Individual; Possession of Less Than One Ounce of Marijuana",2018-03-05,"Longstreet-Means Hall, 646 Means Dr, Atlanta 30322",2018-03-05,23:16,NA,Emory University
1800751,"Theft by Taking (From Bldg, Valued Over $500)",2018-03-05,"Few Hall, 4 Eagle Row, Atlanta 30322",2018-03-05,13:00,NA,Emory University
1800748,Harassing Communications,2018-03-05,"Wesley Woods Health Center, 1841 Clifton Rd, Atlanta 30322",2018-02-02,00:00,NA,Emory University
1800720,Arrest: No Insurance; Possession of Less Than One Ounce of Marijuana,2018-03-02,"Clifton Rd at Haygood Dr, Atlanta 30322",2018-03-02,17:21,NA,Emory University
1800713,"Theft by Taking (Bicycle, Value $500 or Less)",2018-03-02,"Cherry Emerson Center, 1521 Dickey Dr, Atlanta 30322",2018-02-27,09:30,NA,Emory University
1800710,Harassing Communications,2018-03-02,"Candler Library, 550 Asbury Cir, Atlanta 30322",2018-03-02,10:35,NA,Emory University
1800707,Simple Assault,2018-03-01,"A.G. Rhodes at Wesley Woods, 1819 Clifton Rd, Atlanta 30322",2018-03-01,21:15,NA,Emory University
1800686,Entering an Auto,2018-02-28,"Emory Univ. Hospital, Valet Parking, 1364 Clifton Rd, Atlanta 30322",2018-02-28,15:47,NA,Emory University
1800678,Simple Battery,2018-02-28,"Emory University, 201 Dowman Dr, 30322",2018-02-23,02:00,NA,Emory University
1800668,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-02-27,"Woodruff Physical Education Center, 26 Eagle Row, Atlanta 30322",2018-02-19,19:00,NA,Emory University
1800664,Harassing Communications,2018-02-27,"Emory Point Apts, 1540 Avenue Pl, Atlanta 30329",2018-02-24,09:45,NA,Emory University
1800655,Harassing Communications,2018-02-26,"Emory University, 201 Dowman Dr, Atlanta 30322",2017-04-01,00:00,NA,Emory University
1800625,"Theft by Taking (From Bldg, Valued Over $500)",2018-02-22,"Clairmont Tower, 2425 Dooley Dr, Atlanta 30322",2018-02-08,16:00,NA,Emory University
1800622,Rape,2018-02-22,"Fraternity House, 10 Eagle Row, Atlanta 30322",2018-02-10,00:00,NA,Emory University
1800612,"Theft by Taking (From Bldg, Valued Over $500)",2018-02-21,"Fraternity House, 18 Eagle Row, Atlanta 30322",2018-02-06,00:00,NA,Emory University
1800610,"Theft by Taking (From Bldg, Valued $500 or Less)",2018-02-21,"Woodruff Physical Education Center, 26 Eagle Row, Atlanta 30322",2018-02-21,11:30,NA,Emory University
1800605,Fleeing or Attempting to Elude Police Officers; Improper Passing; Driving While License Suspended or Revoked,2018-02-21,"N Decatur Rd near Briarcliff Rd, Atlanta 30307",2018-02-21,07:45,NA,Emory University
1800577,"Burglary, Second Degree, Non-Forcible Entry; Criminal Damage to Property, Second Degree",2018-02-19,"Emory West, Bldg. A, 1256-A Briarcliff Rd, Atlanta 30322",2018-02-18,21:15,NA,Emory University
1800543,"Criminal Trespass, Property Damage",2018-02-16,"Woodruff Physical Education Center, 26 Eagle Row, Atlanta 30322",2018-02-16,13:30,NA,Emory University
1800542,"Criminal Trespass, Property Damage",2018-02-16,"Peavine II Parking Deck, 27 Eagle Row, Atlanta 30322",2018-02-16,11:45,NA,Emory University
1800534,Rape,2018-02-16,"Emory University, 201 Dowman Dr, Atlanta 30322",2018-02-02,02:00,NA,Emory University
1800530,Entering an Auto,2018-02-16,"Emory Univ. Hospital, Valet Parking, 1364 Clifton Rd, Atlanta 30322",2018-02-16,06:15,NA,Emory University
1800520,Theft of Lost or Mislaid Property (Valued $500 or Less),2018-02-15,"Emory Univ. Hospital, 1364 Clifton Rd, Atlanta 30322",2018-02-15,14:00,NA,Emory University
1800519,"Entering an Auto; Criminal Trespass, Property Damage",2018-02-15,"Fraternity House Parking Lot, 17 Eagle Row, Atlanta 30322",2018-02-15,17:45,NA,Emory University
1800518,"Entering an Auto; Criminal Trespass, Property Damage",2018-02-15,"Emory Point Parking Deck, 855 Emory Point Dr, Atlanta 30329",2018-02-15,15:15,NA,Emory University
1800515,Financial Transaction Card Fraud; Possessing Financial Transaction Forgery Devices,2018-02-15,"Boruboru Sushi Burrito and Bowl, 1568 Avenue Pl, Atlanta 30329",2018-02-09,04:47,NA,Emory University
1800503,Financial Transaction Card Theft; Financial Transaction Card Fraud,2018-02-14,"Kaldi's, the Depot, 1 Eagle Row, Atlanta 30322",2017-09-27,00:00,NA,Emory University
1800493,Possession of Less Than One Ounce of Marijuana; Possession and Use of Drug-Related Objects,2018-02-13,"Evans Hall, 4 Eagle Row, Atlanta 30322",2018-02-13,18:42,NA,Emory University
1800491,"Entering an Auto; Criminal Trespass, Property Damage",2018-02-13,"Water Hub, Parking Lot, 682 Peavine Creek Dr, Atlanta 30322",2018-02-13,13:00,NA,Emory University
1800490,"Entering an Auto; Criminal Trespass, Property Damage",2018-02-13,"Campus Life Pavilion Parking Lot, 716 Peavine Creek Dr, Atlanta 30322",2018-02-13,16:00,NA,Emory University
1800489,Simple Battery,2018-02-13,"Food Court, Cox Hall, 569 Asbury Cir, Atlanta 30322",2018-02-13,12:30,NA,Emory University
1800481,Simple Assault,2018-02-13,"Budd Terrace, 1833 Clifton Rd, Atlanta 30322",2018-02-13,10:50,NA,Emory University
1800479,"Burglary, Second Degree, Non-Forcible Entry; Criminal Damage to Property, Second Degree",2018-02-13,"Emory West, Bldg. A, 1256-A Briarcliff Rd, Atlanta 30322",2018-02-13,09:15,NA,Emory University
1800470,"Criminal Trespass, Property Damage",2018-02-12,"Candler Mansion, 1260 Briarcliff Rd, Atlanta 30322",2018-02-12,16:04,NA,Emory University
1800467,"Criminal Trespass, Property Damage",2018-02-12,"Emory West, Building B, 1256-B Briarcliff Rd, Atlanta 30322",2018-02-12,08:00,NA,Emory University
1800466,Arrest: Unauthorized Interference With Parked Vehicles,2018-02-12,"Parking Lot, Studio/Visual Arts Bldg, 700 Peavine Creek Dr, Atlanta 30322",2018-02-12,09:00,NA,Emory University
1800461,"Entering an Auto; Criminal Trespass, Property Damage",2018-02-11,"Emory Point Parking Deck, 1579 Avenue Pl, Atlanta 30329",2018-02-11,08:00,NA,Emory University
1800459,"Entering an Auto; Criminal Trespass, Property Damage",2018-02-11,"Emory Point Parking Deck, 1579 Avenue Pl, Atlanta 30329",2018-02-11,04:00,NA,Emory University
1800458,"Entering an Auto; Criminal Trespass, Property Damage",2018-02-11,"Emory Point Parking Deck, 1579 Avenue Pl, Atlanta 30329",2018-02-10,19:00,NA,Emory University
1800457,Simple Assault,2018-02-11,"Emory Univ. Hospital, 1364 Clifton Rd, Atlanta 30322",2018-02-11,11:00,NA,Emory University
