case_number,date_reported,time_reported,date_occurred,time_occurred,location,incident,university
CFS17-07-27-007434,2017-07-27,22:36,2017-07-27,22:36,"Common Name: RIVERGATE APTS Location Detail: RIVERGATE APARTMENTS, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-07-28-007443,2017-07-28,07:13,2017-07-28,07:13,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: COLUMBUS,EDC DEPLOYMENT,Ohio University
CFS17-07-28-007447,2017-07-28,09:57,NA,NA,"35 SOUTH CONGRESS Common Name: BROMLEY HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-28-007450,2017-07-28,11:13,2017-07-28,11:13,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: OHIO STATE FAIR,EDC DEPLOYMENT,Ohio University
CFS17-07-28-007452,2017-07-28,11:37,NA,NA,"70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-07-28-007466,2017-07-28,22:55,NA,NA,"11 COLLEGE STREET Common Name: ATHENS POLICE DEPARTMENT, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-28-007470,2017-07-28,23:10,NA,NA,118 W STATE ST,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-28-007471,2017-07-28,23:20,NA,NA,RICHLAND AVE,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-29-007474,2017-07-29,02:13,NA,NA,RICHLAND AVE,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-07-29-007482,2017-07-29,07:58,NA,NA,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: COLUMBUS STATE FAIR,EDC DEPLOYMENT,Ohio University
CFS17-07-29-007495,2017-07-29,21:27,2017-07-29,21:27,"RICHLAND AVENUE Common Name: RICHLAND AVENUE, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-07-30-007503,2017-07-30,01:19,2017-07-30,01:19,"128 SOUTH GREEN DRIVE Common Name: WELD HOUSE Location Detail: BETWEEN WELD AND NELSON, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS17-07-30-007521,2017-07-30,16:00,2017-07-29,07:00,"SOUTH GREEN DRIVE Common Name: ADAMS HALL, ATHENS, OH 45701",LARCENY-THEFT THEFT - BICYCLES 2913,Ohio University
CFS17-07-31-007530,2017-07-31,00:20,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT RICHLAND AVENUE, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-31-007532,2017-07-31,00:37,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @ SHAFER STREET, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-31-007533,2017-07-31,01:15,2017-07-31,01:15,"RICHLAND AVENUE Common Name: RICHLAND AVENUE, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS17-07-31-007534,2017-07-31,01:51,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-07-31-007552,2017-07-31,18:51,NA,NA,SOUTH GREEN DR Common Name: PARKING LOT 134,TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS17-07-31-007558,2017-07-31,22:39,2017-07-31,22:39,OXBOW TRAIL/DRIVE Common Name: OXBOW TRAIL/DRIVE,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-07-31-007561,2017-07-31,23:40,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @CONVOCATION CENTER, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-01-007562,2017-07-31,23:59,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: SHAFER STREET@, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-01-007564,2017-08-01,00:26,2017-08-01,00:26,PIGGERY LN Common Name: PARKING LOT 212 - RIDGES Location Detail: NEAR BASEBALL FIELDS,POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS17-08-01-007565,2017-08-01,01:42,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @BOBCAT LANE, ATHENS, OH 45701",TRAFFIC MARKED LANES 4511.33A,Ohio University
CFS17-08-01-007566,2017-08-01,01:50,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @CONVOCATION CENTER, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-01-007567,2017-08-01,02:19,NA,NA,MILL STREET Common Name: MILL STREET,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS17-08-01-007595,2017-08-01,21:57,2017-08-01,21:57,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: NEAR CONVOCATION CTR, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-08-01-007596,2017-08-01,22:15,NA,NA,"SHAFER STREET Common Name: SHAFER STREET, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-01-007597,2017-08-01,22:35,2017-08-01,22:35,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT CONVOCATION CTR, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-01-007598,2017-08-01,22:59,2017-08-01,22:59,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT OXBOW TRAIL, ATHENS, OH 45701",TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1),Ohio University
CFS17-08-02-007601,2017-08-02,01:14,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT SHAFER STREET, ATHENS, OH 45701",TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS17-08-02-007611,2017-08-02,14:09,NA,NA,"UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: AT SOUTH GREEN DRIVE, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-08-02-007620,2017-08-02,18:09,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: AT SHAFER ST,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-08-02-007621,2017-08-02,21:05,NA,NA,"71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: SMOKE DETECTOR ROOM 118, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-08-02-007623,2017-08-02,21:43,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT S GREEN DR, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-02-007626,2017-08-02,23:07,NA,NA,COLLEGE STREET Common Name: COLLEGE STREET Location Detail: AT APD,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-03-007648,2017-08-03,17:01,NA,NA,"SOUTH COURT STREET Common Name: CHUBB HALL Location Detail: REGISTRAR OFFICE, ATHENS, OH 45701",TELECOMMUNICATIONS HARASSMENT,Ohio University
CFS17-08-03-007654,2017-08-03,22:16,NA,NA,SR 682 Location Detail: NEAR ROUND-A-BOUT,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-04-007684,2017-08-04,21:42,2017-08-04,00:00,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT S GREEN DR, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-04-007685,2017-08-04,22:06,NA,NA,W STATE ST Location Detail: ATHENS MIDDLE SCHOOL AREA,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-08-04-007689,2017-08-04,23:18,NA,NA,UNIVERSITY TERRACE,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-08-05-007693,2017-08-05,02:08,2017-08-05,02:08,EAST STATE STREET Common Name: EAST STATE STREET Location Detail: BEHIND ZOE'S RESTAURANT,ALCOHOL OFFENSE,Ohio University
CFS17-08-05-007705,2017-08-05,16:00,2017-08-05,05:00,"SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: ROOM 373, ATHENS, OH 45701",BURGLARY OFFENSES,Ohio University
CFS17-08-05-007711,2017-08-05,22:12,NA,NA,"COURT STREET Common Name: COURT STREET Location Detail: AT UNION ST, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS17-08-05-007714,2017-08-05,23:12,NA,NA,COURT STREET,TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,Ohio University
CFS17-08-05-007715,2017-08-05,23:27,NA,NA,RACE STREET,TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711,Ohio University
CFS17-08-05-007716,2017-08-05,23:42,2017-08-05,23:42,"MCCRACKEN SIDE - STEWART STREET Common Name: PARKING LOT 44, ATHENS, OH 45701",ALCOHOL OFFENSE,Ohio University
CFS17-08-05-007717,2017-08-05,23:53,NA,NA,"COURT STREET Common Name: COURT STREET Location Detail: VALERO, ATHENS, OH 45701",DISORDERLY CONDUCT OFFENSES,Ohio University
CFS17-08-06-007718,2017-08-06,01:59,NA,NA,"COURT STREET Common Name: COURT STREET Location Detail: @UNION STREET, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-06-007727,2017-08-06,14:49,2017-08-05,21:00,"OXBOW TRAIL Common Name: STOCKER HALL Location Detail: BICYCLE RACK, ATHENS, OH 45701",LARCENY-THEFT THEFT - BICYCLES 2913,Ohio University
CFS17-08-06-007737,2017-08-06,22:38,2017-08-06,22:38,"100 RICHLAND AVE. Common Name: PEDEN STADIUM Location Detail: ENTRANCE GATE / RICHLAND AVENUE, ATHENS, OH 45701",INTOXICATED PERSON,Ohio University
CFS17-08-06-007741,2017-08-06,23:11,2017-08-06,23:11,"STATE ROUTE 682 Common Name: STATE ROUTE 682 Location Detail: AT THE ROTARY, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-08-06-007743,2017-08-06,23:41,2017-08-06,23:41,WASHINGTON STREET Common Name: WASHINGTON STREET,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS17-08-07-007756,2017-08-07,06:58,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-08-07-007769,2017-08-07,16:27,NA,NA,"S. COLLEGE STREET Common Name: RADIO-TELEVISION Location Detail: 687, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS17-08-07-007772,2017-08-07,19:38,2017-08-07,19:38,"3 PRESIDENT ST. Common Name: MUCK BUSINESS ANNEX, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS17-08-07-007777,2017-08-07,23:04,NA,NA,EAST STATE STREET Common Name: EAST STATE STREET Location Detail: @COLLEGE STREET,TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS17-08-07-007780,2017-08-07,23:32,2017-08-07,23:32,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: NEAR SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC DRIVING WHILE TEXTING 4511.204,Ohio University
CFS17-08-08-007793,2017-08-08,11:05,NA,NA,"FACTORY STREET Common Name: FACTORY STREET Location Detail: 49 FACTORY STREET, SERICE CENTER",EMERGENCY CALL,Ohio University
CFS17-08-08-007794,2017-08-08,12:49,NA,NA,FACTORY STREET Common Name: FACTORY STREET Location Detail: 49 FACTORY STREET..SERVICE CENTER,EMERGENCY CALL,Ohio University
CFS17-08-08-007795,2017-08-08,14:45,2017-08-08,00:00,"SHAFER STREET Common Name: SHAFER STREET Location Detail: @ RICHLAND AVE, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-08-08-007805,2017-08-08,18:33,NA,NA,"88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: SMOKE DETECTOR ROOM 253, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-08-09-007812,2017-08-09,01:20,NA,NA,"OXBOW DRIVE Common Name: BIRD ARENA, ATHENS, OH 45701",TRESPASSING OFFENSES,Ohio University
CFS17-08-09-007824,2017-08-09,10:00,NA,NA,"35 SOUTH CONGRESS Common Name: BROMLEY HALL, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS17-08-09-007827,2017-08-09,14:18,NA,NA,"SHAFER STREET Common Name: PARKING LOT 128 Location Detail: ACROSS FROM HCOM, ATHENS, OH 45701",TRAFFIC CRASH,Ohio University
CFS17-08-09-007829,2017-08-09,15:43,NA,NA,"RICHLAND AVENUE Common Name: PORTER HALL Location Detail: ELEVATOR SHAFT, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-08-10-007848,2017-08-10,11:17,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: DEPOT STREET,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-08-10-007853,2017-08-10,14:40,NA,NA,UNION STREET Common Name: UNION STREET,TRAFFIC DRIVING UNDER LICENSE FORFEITURE SUSPENSION 4510.22,Ohio University
CFS17-08-10-007854,2017-08-10,14:57,2017-08-10,00:00,"Common Name: BOYD GARAGE, ATHENS, OH 45701",LARCENY-THEFT THEFT - BICYCLES 2913,Ohio University
CFS17-08-10-007858,2017-08-10,15:29,NA,NA,111 SOUTH GREEN DRIVE Common Name: LIVING LEARNING CENTER,EMERGENCY CALL,Ohio University
CFS17-08-10-007859,2017-08-10,16:08,NA,NA,"RICHLAND AVENUE Common Name: GROVER CENTER Location Detail: W160, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS17-08-11-007872,2017-08-11,06:07,NA,NA,"E CIRCLE DR Common Name: RIDGES BUILDING 16 Location Detail: 1ST FLOOR, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-08-11-007887,2017-08-11,15:27,NA,NA,"UNIVERSITY TERRACE Common Name: EDWARDS ACCELERATOR LAB Location Detail: CONTROL ROOM PIPE 3, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-08-11-007895,2017-08-11,22:09,NA,NA,"95 RICHLAND AVENUE Common Name: CONVOCATION CENTER, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-12-007901,2017-08-12,00:03,NA,NA,MILL STREET Common Name: MILL STREET Location Detail: @N. MCKINLEY,TRAFFIC MARKED LANES 4511.33A,Ohio University
CFS17-08-12-007902,2017-08-12,01:16,NA,NA,"EAST UNION STREET Common Name: SCHOONOVER CENTER, ATHENS, OH 45701",DISORDERLY CONDUCT OFFENSES,Ohio University
CFS17-08-12-007903,2017-08-12,01:34,NA,NA,"RICHLAND AVENUE Common Name: RESEARCH AND TECHNOLOGY C, ATHENS, OH 45701",DISORDERLY CONDUCT OFFENSES,Ohio University
CFS17-08-12-007911,2017-08-12,10:20,NA,NA,"60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: 4TH FLOOR CORRIDOR SOUTH EAST SIDE, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-08-12-007923,2017-08-12,22:55,2017-08-12,22:55,"PRESIDENT ST Common Name: PRESIDENT ST, ATHENS, OH 45701",TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1),Ohio University
CFS17-08-12-007924,2017-08-12,23:01,NA,NA,SR 682,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-12-007927,2017-08-12,23:21,NA,NA,"SHAFER STREET Common Name: SHAFER STREET, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-12-007928,2017-08-12,23:29,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: @COLLEGE STREET,TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS17-08-12-007929,2017-08-12,23:37,NA,NA,"SHAFER STREET Common Name: SHAFER STREET, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-12-007930,2017-08-12,23:51,2017-08-12,23:51,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @CONVOCATION CENTER, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-12-007931,2017-08-12,23:58,NA,NA,"COURT STREET Common Name: COURT STREET Location Detail: @WASHINGTON STREET, ATHENS, OH 45701",TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS17-08-13-007932,2017-08-13,00:27,2017-08-13,00:27,MILL STREET Common Name: MILL STREET Location Detail: NEAR SEIGFRIED,INTOXICATED PERSON,Ohio University
CFS17-08-13-007934,2017-08-13,01:36,NA,NA,MILL ST Location Detail: MILL @ COLLEGE,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-13-007935,2017-08-13,01:40,NA,NA,"SHAFER STREET Common Name: SHAFER STREET Location Detail: @CONVOCATION CENTER, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-13-007936,2017-08-13,02:22,NA,NA,STEWART STREET Common Name: PARKING LOT 104,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS17-08-13-007937,2017-08-13,02:35,NA,NA,WASHINGTON STREET Common Name: WASHINGTON STREET Location Detail: @COURT STREET,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-13-007939,2017-08-13,02:43,NA,NA,"COURT STREET Common Name: COURT STREET Location Detail: & PRESIDENT STREET, ATHENS, OH 45701",DISORDERLY CONDUCT OFFENSES,Ohio University
CFS17-08-13-007940,2017-08-13,02:53,NA,NA,"COURT STREET Common Name: COURT STREET Location Detail: & WASHINGTON STREET, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-08-13-007947,2017-08-13,08:11,NA,NA,"E CIRCLE DR Common Name: RIDGES BUILDING 16, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-08-13-007961,2017-08-13,22:42,NA,NA,SHAFER STREET Location Detail: CONVO AREA,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-13-007962,2017-08-13,23:10,2017-08-13,23:10,"PRESIDENT ST Common Name: PRESIDENT ST Location Detail: BENTLEY, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-13-007963,2017-08-13,23:31,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-14-007964,2017-08-13,23:57,2017-08-13,23:57,"SHAFER STREET Common Name: SHAFER STREET, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-14-007965,2017-08-14,00:37,NA,NA,"MCCRACKEN SIDE - STEWART STREET Common Name: PARKING LOT 44, ATHENS, OH 45701",DISORDERLY CONDUCT OFFENSES,Ohio University
CFS17-08-14-007977,2017-08-14,14:58,2017-08-14,14:58,"SHAFER STREET Common Name: SHAFER STREET Location Detail: AT RICHLAND AVENUE, ATHENS, OH 45701",TRAFFIC DRIVING UNDER CHILD SUPPORT SUSP. 4510.111,Ohio University
CFS17-08-14-007990,2017-08-14,22:24,NA,NA,MILL ST Location Detail: MILL @ HOCKING,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS17-08-14-007991,2017-08-14,22:33,2017-08-14,22:33,Common Name: FRANKLIN AVENUE Location Detail: FRANKLIN @ CARPENTER STREET,"TRAFFIC M/C/BICYCLE LAWS-HELMET,EYE-PROTECTION,ETC 4511.53",Ohio University
CFS17-08-14-007992,2017-08-14,22:54,NA,NA,EAST UNION,TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,Ohio University
CFS17-08-14-007995,2017-08-14,23:10,NA,NA,"RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-15-008004,2017-08-15,07:13,NA,NA,S COURT STREET Common Name: LINDLEY HALL,FIRE ALARM,Ohio University
CFS17-08-15-008014,2017-08-15,13:14,NA,NA,"DAIRY LANE Common Name: DAIRY LANE Location Detail: AT SOUTH PARK DRIVE, ATHENS, OH 45701",TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS17-08-15-008026,2017-08-15,20:58,NA,NA,"STATE ROUTE 682 Common Name: STATE ROUTE 682 Location Detail: NEAR RIDGES, ATHENS, OH 45701",TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1),Ohio University
CFS17-08-15-008031,2017-08-15,23:10,NA,NA,UNION STREET Common Name: UNION STREET Location Detail: AT CONGRESS STREET,TRAFFIC HIGHWAY TRAFFIC SIGNAL INDICATIONS 4511.13,Ohio University
CFS17-08-16-008033,2017-08-16,00:11,2017-08-16,00:11,"COLLEGE STREET Common Name: COLLEGE STREET Location Detail: AT CHURCH STREET, ATHENS, OH 45701",ALCOHOL OFFENSE,Ohio University
CFS17-08-16-008035,2017-08-16,01:49,2017-08-16,01:49,"COLLEGE STREET Common Name: COLLEGE STREET, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-16-008036,2017-08-16,02:15,NA,NA,"COLLEGE STREET Common Name: COLLEGE STREET Location Detail: TO POST 5, ATHENS, OH 45701",TRANSPORT,Ohio University
CFS17-08-16-008039,2017-08-16,03:14,NA,NA,"13600 DELLA DR Common Name: POST 5 OHIO STATE HIGHWAY Location Detail: TO OUPD, ATHENS, OH 45701",TRANSPORT,Ohio University
CFS17-08-16-008041,2017-08-16,03:44,NA,NA,"88 UNIVERSITY TERRACE Common Name: OHIO UNIVERSITY POLICE DEPT Location Detail: TO SEORJ, ATHENS, OH 45701",TRANSPORT,Ohio University
CFS17-08-16-008052,2017-08-16,09:58,NA,NA,"SHAFER STREET Common Name: SHAFER STREET Location Detail: WREN STADIUM, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-16-008054,2017-08-16,11:54,2017-08-16,11:54,"SHAFER STREET Common Name: SHAFER STREET Location Detail: WREN STADIUM, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS17-08-16-008064,2017-08-16,19:54,NA,NA,"S. COLLEGE STREET Common Name: RADIO-TELEVISION Location Detail: MEN'S RESTROOM ROOM 599, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-08-16-008068,2017-08-16,21:42,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT PING CENTER, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-16-008069,2017-08-16,21:57,NA,NA,MILL STREET Common Name: MILL STREET Location Detail: AT PALMER STREET,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-16-008072,2017-08-16,23:06,2017-08-16,23:06,Common Name: MAIN AND EAST GREENS Location Detail: NEAR CHUBB HALL,ALCOHOL OFFENSE,Ohio University
CFS17-08-16-008073,2017-08-16,23:29,NA,NA,Common Name: MAIN CAMPUS/COLLEGE GREEN Location Detail: TO SEORJ,TRANSPORT,Ohio University
CFS17-08-17-008086,2017-08-17,12:50,2017-08-17,12:50,69 SOUTH GREEN DRIVE Common Name: BROWN HALL,DESTRUCTION OF PROPERTY,Ohio University
CFS17-08-17-008087,2017-08-17,12:57,NA,NA,RACE ST Common Name: RACE STREET Location Detail: AT UNIVERSITY TERRACE,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS17-08-17-008091,2017-08-17,14:29,NA,NA,46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: ROOM 180,FIRE ALARM,Ohio University
CFS17-08-17-008097,2017-08-17,20:18,NA,NA,"STEWART ST. Common Name: STEWART STREET Location Detail: @JEFF HILL, ATHENS, OH 45701",TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,Ohio University
CFS17-08-17-008098,2017-08-17,20:45,NA,NA,"STATE ROUTE 682 Common Name: STATE ROUTE 682 Location Detail: @RIDGES, ATHENS, OH 45701",TRAFFIC MARKED LANES 4511.33A,Ohio University
CFS17-08-17-008101,2017-08-17,22:13,NA,NA,"COURT STREET Common Name: COURT STREET Location Detail: @STATE STREET, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS17-08-18-008107,2017-08-18,07:17,NA,NA,S COURT STREET Common Name: LINDLEY HALL,FIRE ALARM,Ohio University
CFS17-08-18-008116,2017-08-18,07:30,2017-08-18,07:30,JEFFERSON HALL Common Name: JEFFERSON DINING HALL,EDC DEPLOYMENT,Ohio University
CFS17-08-18-008109,2017-08-18,08:15,NA,NA,"60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: STEWART, ATHENS, OH 45701",TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711,Ohio University
CFS17-08-18-008110,2017-08-18,08:37,NA,NA,"60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: STEWART, ATHENS, OH 45701",TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711,Ohio University
CFS17-08-18-008111,2017-08-18,08:58,NA,NA,"60 E.GREEN DR. Common Name: TIFFIN HALL, ATHENS, OH 45701",TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711,Ohio University
CFS17-08-18-008115,2017-08-18,09:31,NA,NA,"35 SOUTH CONGRESS Common Name: BROMLEY HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS17-08-18-008118,2017-08-18,10:15,NA,NA,"60 E.GREEN DR. Common Name: TIFFIN HALL, ATHENS, OH 45701",TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711,Ohio University
CFS17-08-18-008120,2017-08-18,11:00,NA,NA,"RIDGES PROPERTY Common Name: RIDGES Location Detail: CLOSE TO BUILDING 19, ATHENS, OH 45701",PROPERTY DAMAGE,Ohio University
CFS17-08-18-008126,2017-08-18,15:44,2015-08-18,00:00,"139 UNIVERSITY TERRACE Common Name: CLLIPPINGER RESEARCH ANNEX Location Detail: LAB 108, ATHENS, OH 45701",TRESPASSING OFFENSES,Ohio University
CFS17-08-18-008136,2017-08-18,23:15,NA,NA,DAIRY LANE,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
