case_number,date_reported,time_reported,incident,location,university,date_occurred,time_occurred
1500041865,2015-12-16,03:42,MIP,SOUTH QUAD,University of Michigan-Ann Arbor,NA,NA
1500041866,2015-12-16,04:01,OBSTRUCTING JUSTICE,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1500041887,2015-12-16,07:58,TRESPASS,NORTH QUAD,University of Michigan-Ann Arbor,NA,NA
1500041891,2015-12-16,08:08,TRESPASS,HATCHER SOUTH,University of Michigan-Ann Arbor,NA,NA
1500041918,2015-12-16,10:14,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041932,2015-12-16,11:10,LARCENY-ALL TYPES,300 N INGALLS BUILDING,University of Michigan-Ann Arbor,NA,NA
1500041939,2015-12-16,12:01,CRASH NO INJURIES,LOT NC60,University of Michigan-Ann Arbor,NA,NA
1500041952,2015-12-16,13:28,LARCENY-ALL TYPES,ELECTRICAL ENGINEERING AND COMPUTER SCIENCE BLD,University of Michigan-Ann Arbor,NA,NA
1500041968,2015-12-16,14:38,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041974,2015-12-16,15:09,TRAFFIC STOP,LOT M75,University of Michigan-Ann Arbor,NA,NA
1500041980,2015-12-16,15:14,PROPERTY DAMAGE / MDOP,ISR,University of Michigan-Ann Arbor,NA,NA
1500041981,2015-12-16,15:15,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500041983,2015-12-16,15:21,SUSPICIOUS INCIDENT OR PERSON,M10 PRKG LOT,University of Michigan-Ann Arbor,NA,NA
1500042009,2015-12-16,18:01,DOMESTIC ASSAULT,NA,University of Michigan-Ann Arbor,NA,NA
1500042011,2015-12-16,18:11,LARCENY-ALL TYPES,KELLOGG EYE,University of Michigan-Ann Arbor,NA,NA
1500042067,2015-12-16,22:19,PROPERTY DAMAGE / ACCIDENTAL,M18 P2 PRKG STR,University of Michigan-Ann Arbor,NA,NA
1500042078,2015-12-16,23:12,DRUG VIOLATION / VCSA,MARKLEY MARY BUTLER HALL,University of Michigan-Ann Arbor,NA,NA
1500042086,2015-12-17,00:00,INTIMIDATION,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500042095,2015-12-17,00:34,DRUG VIOLATION / VCSA,NORTHWOOD II APTS,University of Michigan-Ann Arbor,NA,NA
1500042107,2015-12-17,01:52,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042109,2015-12-17,02:06,DRUG VIOLATION / VCSA,BURSLEY JOSEPH A & MARGUERITE K HALL,University of Michigan-Ann Arbor,NA,NA
1500042129,2015-12-17,06:05,TRESPASS,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500042137,2015-12-17,06:52,PROPERTY DAMAGE / MDOP,CVC,University of Michigan-Ann Arbor,NA,NA
1500042171,2015-12-17,09:48,CRASH OFF ROADWAY/ HIT AND RUN,M18 P2 PRKG STR,University of Michigan-Ann Arbor,NA,NA
1500042176,2015-12-17,09:56,TRESPASS,NA,University of Michigan-Ann Arbor,NA,NA
1500042195,2015-12-17,11:04,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042200,2015-12-17,11:21,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042205,2015-12-17,11:41,LARCENY-ALL TYPES,HUTCHINS HALL,University of Michigan-Ann Arbor,NA,NA
1500042208,2015-12-17,11:48,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500042234,2015-12-17,14:05,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042241,2015-12-17,14:40,TRAFFIC STOP,1018 FULLER BUILDING,University of Michigan-Ann Arbor,NA,NA
1500042243,2015-12-17,14:44,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042252,2015-12-17,15:11,CRASH NO INJURIES / OFF ROAD,NC-27,University of Michigan-Ann Arbor,NA,NA
1500042307,2015-12-17,18:48,DRUG VIOLATION / VCSA,EAST QUAD,University of Michigan-Ann Arbor,NA,NA
1500042310,2015-12-17,19:13,HARASSMENT,MOTT,University of Michigan-Ann Arbor,NA,NA
1500042316,2015-12-17,19:53,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042352,2015-12-17,23:46,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500042353,2015-12-17,23:50,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042357,2015-12-18,00:19,OBSTRUCTING JUSTICE,BATTLE CREEK,University of Michigan-Ann Arbor,NA,NA
1500042359,2015-12-18,00:23,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500042360,2015-12-18,00:25,DRUG VIOLATION / VCSA,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500042363,2015-12-18,00:35,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042364,2015-12-18,00:38,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042365,2015-12-18,00:43,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042366,2015-12-18,00:48,MIP,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500042369,2015-12-18,00:56,MEDICAL ASSISTANCE / AMBULANCE,NA,University of Michigan-Ann Arbor,NA,NA
1500042372,2015-12-18,01:45,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042381,2015-12-18,02:22,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042384,2015-12-18,02:46,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042386,2015-12-18,03:05,MIP,SOUTH QUAD,University of Michigan-Ann Arbor,NA,NA
1500042449,2015-12-18,09:50,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042450,2015-12-18,09:51,CRASH NO INJURIES / NO INJURY,TAUBMAN A ALFRED HEALTH CARE CTR,University of Michigan-Ann Arbor,NA,NA
1500042455,2015-12-18,10:07,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042456,2015-12-18,10:09,CRASH NO INJURIES / OFF ROAD,LOT NC60,University of Michigan-Ann Arbor,NA,NA
1500042458,2015-12-18,10:21,CRASH NO INJURIES / HIT/RUN,KELLOGG W K EYE CENTER,University of Michigan-Ann Arbor,NA,NA
1500042466,2015-12-18,10:41,MEDICAL ASSISTANCE / AMBULANCE,KELLOGG W K EYE CENTER,University of Michigan-Ann Arbor,NA,NA
1500042476,2015-12-18,11:44,LARCENY-ALL TYPES,SCHOOL OF SOCIAL WORK BUILDING,University of Michigan-Ann Arbor,NA,NA
1500042478,2015-12-18,11:53,LARCENY-ALL TYPES,MEDICAL SCIENCE UNIT II,University of Michigan-Ann Arbor,NA,NA
1500042480,2015-12-18,11:58,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042488,2015-12-18,12:36,CRASH NO INJURIES / OFF ROAD,PALMER DRIVE PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1500042500,2015-12-18,13:39,FRAUDULENT ACTIVITY,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500042515,2015-12-18,15:15,HARASSMENT,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1500042533,2015-12-18,16:41,CRASH NO INJURIES / NO INJURY,NA,University of Michigan-Ann Arbor,NA,NA
1500042538,2015-12-18,17:13,PROPERTY DAMAGE / ACCIDENTAL,NORTH CAMPUS GROUND SVC FACILITY,University of Michigan-Ann Arbor,NA,NA
1500042539,2015-12-18,17:24,CRASH,NA,University of Michigan-Ann Arbor,NA,NA
1500042547,2015-12-18,17:53,MEDICAL ASSISTANCE / AMBULANCE,EAST ANN ARBOR HEALTH AND GERIATRICS CENTER,University of Michigan-Ann Arbor,NA,NA
1500042555,2015-12-18,18:13,CRASH NO INJURIES,NA,University of Michigan-Ann Arbor,NA,NA
1500042603,2015-12-18,21:43,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042604,2015-12-18,21:50,DRUG VIOLATION / VCSA,BURSLEY JOSEPH A & MARGUERITE K HALL,University of Michigan-Ann Arbor,NA,NA
1500042609,2015-12-18,22:06,LARCENY-ALL TYPES,MICHIGAN UNION,University of Michigan-Ann Arbor,NA,NA
1500042616,2015-12-18,22:39,MIP,MARKLEY,University of Michigan-Ann Arbor,NA,NA
1500042617,2015-12-18,22:49,MIP,MOSHER ELIZA M HALL & JORDAN MYRA B HALL,University of Michigan-Ann Arbor,NA,NA
1500042623,2015-12-18,23:42,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500042647,2015-12-19,01:45,MIP,WEST QUAD,University of Michigan-Ann Arbor,NA,NA
1500042697,2015-12-19,09:29,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042699,2015-12-19,09:43,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500042703,2015-12-19,10:03,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500042704,2015-12-19,10:06,MEDICAL ASSISTANCE / AMBULANCE,BREHM TOWER,University of Michigan-Ann Arbor,NA,NA
1500042720,2015-12-19,11:56,TRAFFIC STOP,WOLVERINE TOWER,University of Michigan-Ann Arbor,NA,NA
1500042725,2015-12-19,12:17,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042727,2015-12-19,12:26,CRASH NO INJURIES / OFF ROAD,LOT M10,University of Michigan-Ann Arbor,NA,NA
1500042728,2015-12-19,12:34,CRASH NO INJURIES,NA,University of Michigan-Ann Arbor,NA,NA
1500042736,2015-12-19,13:19,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042738,2015-12-19,13:22,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042739,2015-12-19,13:25,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042744,2015-12-19,13:46,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500042746,2015-12-19,13:58,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042748,2015-12-19,14:13,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042766,2015-12-19,16:18,TRAFFIC STOP,DENTAL BLDG AND W K KELLOGG FOUNDATION INSTITUTE,University of Michigan-Ann Arbor,NA,NA
1500042790,2015-12-19,19:20,MEDICAL ASSISTANCE / PI,MARTHA COOK,University of Michigan-Ann Arbor,NA,NA
1500042794,2015-12-19,20:00,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042801,2015-12-19,20:48,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042805,2015-12-19,21:36,CRASH NO INJURIES / NO INJURY,NA,University of Michigan-Ann Arbor,NA,NA
1500042815,2015-12-19,22:39,DRUG VIOLATION / VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1500042826,2015-12-19,23:34,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042831,2015-12-20,00:23,MIP,LLOYD ALICE CROCKER HALL,University of Michigan-Ann Arbor,NA,NA
1500042834,2015-12-20,00:32,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042840,2015-12-20,01:08,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500042841,2015-12-20,01:16,DISORDERLY CONDUCT,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500042844,2015-12-20,01:25,TRAFFIC STOP/OWI,NA,University of Michigan-Ann Arbor,NA,NA
1500042848,2015-12-20,01:51,DRUG VIOLATION / VCSA,MARKLEY MARY BUTLER HALL,University of Michigan-Ann Arbor,NA,NA
1500042850,2015-12-20,02:08,DRUG VIOLATION / VCSA,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1500042868,2015-12-20,06:03,PROPERTY DAMAGE / MDOP,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,University of Michigan-Ann Arbor,NA,NA
1500043044,2015-12-21,03:42,OBSTRUCTING JUSTICE,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1500043048,2015-12-21,05:20,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500043544,2015-12-23,08:24,LARCENY-ALL TYPES,BRIARWOOD 4,University of Michigan-Ann Arbor,NA,NA
1500043551,2015-12-23,08:49,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500043579,2015-12-23,11:03,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500043605,2015-12-23,12:51,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500043635,2015-12-23,15:31,TRAFFIC STOP,PIONEER HIGH SCHOOL,University of Michigan-Ann Arbor,NA,NA
1500043699,2015-12-23,21:11,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500043782,2015-12-24,07:51,LARCENY-ALL TYPES,FRANKEL SAMUEL AND JEAN CARDIOVASCULAR CENTER,University of Michigan-Ann Arbor,NA,NA
1500043813,2015-12-24,10:53,LARCENY-ALL TYPES,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1500043825,2015-12-24,11:59,LARCENY-ALL TYPES,CANCER CENTER,University of Michigan-Ann Arbor,NA,NA
1500043828,2015-12-24,12:15,PROPERTY DAMAGE / ACCIDENTAL,NCAC,University of Michigan-Ann Arbor,NA,NA
1500043833,2015-12-24,12:33,TRESPASS,HATCHER H NORTH GRADUATE LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500043854,2015-12-24,14:58,CRASH NO INJURIES / HIT/RUN,M18 P2 PRKG STR,University of Michigan-Ann Arbor,NA,NA
1500043872,2015-12-24,18:49,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500043926,2015-12-24,23:50,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500043965,2015-12-25,04:39,OPERATING WHILE INTOXICATED,NA,University of Michigan-Ann Arbor,NA,NA
1500044144,2015-12-26,06:53,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044170,2015-12-26,11:24,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1500044179,2015-12-26,13:25,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044187,2015-12-26,14:17,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044191,2015-12-26,14:54,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044199,2015-12-26,15:43,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044200,2015-12-26,16:11,MEDICAL ASSISTANCE / AMBULANCE,BRIARWOOD 10,University of Michigan-Ann Arbor,NA,NA
1500044232,2015-12-26,20:22,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044325,2015-12-27,09:38,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044327,2015-12-27,09:47,TRAFFIC STOP,LOT M75,University of Michigan-Ann Arbor,NA,NA
1500044329,2015-12-27,10:00,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044337,2015-12-27,11:59,BURGLARY OF ALL TYPES / NON RESIDN,RUTHVEN ALEXANDER G MUSEUMS BLDG,University of Michigan-Ann Arbor,NA,NA
1500044346,2015-12-27,13:42,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044427,2015-12-28,00:29,ASSIST OUTSIDE LE AGENCY,NA,University of Michigan-Ann Arbor,NA,NA
1500044462,2015-12-28,05:01,ASSIST OUTSIDE LE AGENCY,NA,University of Michigan-Ann Arbor,NA,NA
1500044479,2015-12-28,07:38,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044520,2015-12-28,11:45,CRASH NO INJURIES,NA,University of Michigan-Ann Arbor,NA,NA
1500044530,2015-12-28,12:46,LARCENY-ALL TYPES / IP,HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1500044695,2015-12-29,05:22,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044696,2015-12-29,05:46,TRAFFIC STOP,LOT M51,University of Michigan-Ann Arbor,NA,NA
1500044745,2015-12-29,12:21,HARASSMENT,CANTON HEALTH CENTER,University of Michigan-Ann Arbor,NA,NA
1500044760,2015-12-29,14:05,ASSIST OUTSIDE LE AGENCY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1500044766,2015-12-29,14:26,LARCENY-ALL TYPES,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1500044776,2015-12-29,15:40,BURGLARY OF ALL TYPES / NON RESIDN,DANA SAMUEL TRASK BUILDING,University of Michigan-Ann Arbor,NA,NA
1500044855,2015-12-29,22:58,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044857,2015-12-29,23:00,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044885,2015-12-30,01:56,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500044949,2015-12-30,10:56,TRAFFIC STOP,LOT NC16,University of Michigan-Ann Arbor,NA,NA
1500044970,2015-12-30,12:09,SUSPICIOUS INCIDENT OR PERSON,SHAPIRO UNDERGRAD LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500044989,2015-12-30,13:40,FRAUDULENT ACTIVITY,NORTH CAMPUS RECREATION BUILDING,University of Michigan-Ann Arbor,NA,NA
1500045066,2015-12-30,20:40,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500045081,2015-12-30,21:51,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500045200,2015-12-31,10:24,ASSIST OUTSIDE LE AGENCY,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1500045218,2015-12-31,12:46,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1500045230,2015-12-31,14:00,DRUG VIOLATION / VCSA,THAYER ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1500045293,2015-12-31,20:44,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000005,2016-01-01,00:19,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000017,2016-01-01,01:13,NOISE COMPLAINT,NORTHWOOD II APTS,University of Michigan-Ann Arbor,NA,NA
1600000111,2016-01-01,15:11,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000113,2016-01-01,15:38,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000124,2016-01-01,17:03,ASSAULT OR BATTERY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1600000187,2016-01-01,22:22,ASSIST OUTSIDE LE AGENCY,NA,University of Michigan-Ann Arbor,NA,NA
1600000261,2016-01-02,07:09,MISCONDUCT NON-CRIMINAL / STAFF,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,University of Michigan-Ann Arbor,NA,NA
1600000265,2016-01-02,08:10,ASSIST OUTSIDE LE AGENCY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1600000274,2016-01-02,09:19,MEDICAL ASSISTANCE / AMBULANCE,BRIARWOOD 2,University of Michigan-Ann Arbor,NA,NA
1600000290,2016-01-02,11:40,DISORDERLY CONDUCT,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1600000301,2016-01-02,13:40,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000317,2016-01-02,16:11,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000321,2016-01-02,16:30,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000330,2016-01-02,17:46,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000385,2016-01-02,23:15,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000390,2016-01-02,23:27,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000401,2016-01-03,00:37,TRAFFIC STOP,PACKARD/STATE,University of Michigan-Ann Arbor,NA,NA
1600000454,2016-01-03,09:45,TRESPASS/ASSAULT,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1600000498,2016-01-03,17:03,MEDICAL ASSISTANCE / AMBULANCE,CENTRAL CAMPUS REC BLD BELL MARGARET POOL,University of Michigan-Ann Arbor,NA,NA
1600000499,2016-01-03,17:17,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1600000505,2016-01-03,18:00,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1600000515,2016-01-03,18:26,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000520,2016-01-03,18:54,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000521,2016-01-03,19:11,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000532,2016-01-03,20:04,TRAFFIC STOP,LOT M10,University of Michigan-Ann Arbor,NA,NA
1600000534,2016-01-03,20:07,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000540,2016-01-03,20:37,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000549,2016-01-03,21:10,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000554,2016-01-03,21:49,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000556,2016-01-03,21:54,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000557,2016-01-03,22:04,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1600000585,2016-01-04,00:07,TRAFFIC STOP,LOT M75,University of Michigan-Ann Arbor,NA,NA
1600000597,2016-01-04,01:31,CRIME INVOLVING ELECTRONIC DEVICE,ELECTRICAL ENGINEERING AND COMPUTER SCIENCE BLD,University of Michigan-Ann Arbor,NA,NA
1600000629,2016-01-04,06:27,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000631,2016-01-04,06:37,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000632,2016-01-04,06:37,TRAFFIC STOP,LOT NC78,University of Michigan-Ann Arbor,NA,NA
1600000634,2016-01-04,06:50,CRASH NO INJURIES / HIT/RUN,M22 P4 PRKG STR,University of Michigan-Ann Arbor,NA,NA
1600000636,2016-01-04,06:54,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1600000683,2016-01-04,09:51,LARCENY-ALL TYPES,LOT M71,University of Michigan-Ann Arbor,NA,NA
1600000709,2016-01-04,11:19,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000712,2016-01-04,11:48,PROPERTY DAMAGE / MDOP,M18 P2,University of Michigan-Ann Arbor,NA,NA
1600000714,2016-01-04,11:52,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000720,2016-01-04,12:11,LARCENY-ALL TYPES,MICHIGAN UNION,University of Michigan-Ann Arbor,NA,NA
1600000731,2016-01-04,13:08,MEDICAL ASSISTANCE / AMBULANCE,700 KMS PLACE,University of Michigan-Ann Arbor,NA,NA
1600000752,2016-01-04,14:47,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000766,2016-01-04,15:57,LARCENY-ALL TYPES,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1600000767,2016-01-04,16:02,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1600000774,2016-01-04,16:19,TRAFFIC VIOLATION,NA,University of Michigan-Ann Arbor,NA,NA
1600000788,2016-01-04,17:40,MEDICAL ASSISTANCE / AMBULANCE,MASON HALL,University of Michigan-Ann Arbor,NA,NA
1600000814,2016-01-04,19:32,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000815,2016-01-04,19:36,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000858,2016-01-05,00:25,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000908,2016-01-05,07:20,LARCENY-ALL TYPES / IP,SPH2,University of Michigan-Ann Arbor,NA,NA
1600000909,2016-01-05,07:35,HARASSMENT,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1600000910,2016-01-05,07:35,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000923,2016-01-05,08:15,CRASH NO INJURIES,NA,University of Michigan-Ann Arbor,NA,NA
1600000924,2016-01-05,08:16,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600000990,2016-01-05,12:24,LARCENY-ALL TYPES,MOORE EARL V BLDG,University of Michigan-Ann Arbor,NA,NA
1600000995,2016-01-05,13:06,LARCENY-ALL TYPES,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1600001017,2016-01-05,14:48,MEDICAL ASSISTANCE / AMBULANCE,DOMINO FARMS,University of Michigan-Ann Arbor,NA,NA
1600001021,2016-01-05,15:04,CRASH NO INJURIES / OFF ROAD,NORTH CAMPUS ADMINISTRATIVE COMPLEX,University of Michigan-Ann Arbor,NA,NA
1600001067,2016-01-05,17:55,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600001069,2016-01-05,18:09,SUSPICIOUS INCIDENT OR PERSON,SCHOOL OF EDUCATION,University of Michigan-Ann Arbor,NA,NA
1600001098,2016-01-05,19:50,LARCENY-ALL TYPES,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,University of Michigan-Ann Arbor,NA,NA
1600001108,2016-01-05,20:54,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600001156,2016-01-06,00:31,DRUG VIOLATION / VCSA,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1600001158,2016-01-06,00:34,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600001164,2016-01-06,00:55,PROPERTY DAMAGE / MDOP,300 400 N INGALLS BOILER HSE,University of Michigan-Ann Arbor,NA,NA
1600001174,2016-01-06,02:08,MIP,BURSLEY HALL,University of Michigan-Ann Arbor,NA,NA
1600001228,2016-01-06,07:45,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600001236,2016-01-06,08:06,TRESPASS,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1600001247,2016-01-06,08:57,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
1600001287,2016-01-06,11:50,TRAFFIC STOP,LOT SC17,University of Michigan-Ann Arbor,NA,NA
1600001292,2016-01-06,12:09,FRAUDULENT ACTIVITY,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1600001294,2016-01-06,12:12,SUSPICIOUS INCIDENT OR PERSON/ ORDINANCE VIOLATION,WEST HALL,University of Michigan-Ann Arbor,NA,NA
1600001315,2016-01-06,13:21,CRASH NO INJURIES / HIT/RUN,M15 P1 PRKG STR,University of Michigan-Ann Arbor,NA,NA
1600001374,2016-01-06,18:17,TRAFFIC STOP,NA,University of Michigan-Ann Arbor,NA,NA
