case_number,date_reported,time_reported,date_occurred,time_occurred,location,university,incident
"OCA
2016-1239",2016-11-13,22:13,2016-11-13,22:13,Cotten Hall,East Carolina University,Possession of Drug Paraphernalia Possession of Fraudulent Form of Identification
"OCA
2016-1240",2016-11-14,00:18,2016-11-14,00:18,Legacy Hall,East Carolina University,Possession of Marijuana Possession of Drug Paraphernalia
"OCA
2016-1241",2016-11-14,09:16,2016-11-01,19:30,Fletcher Music,East Carolina University,Larceny
"OCA
2016-1244",2016-11-14,21:29,2016-11-14,21:27,"College Hill
Suites",East Carolina University,Possession of Marijuana <1/2 oz Possession of Drug Paraphernalia
"OCA
2016-1247",2016-11-15,22:17,2016-11-15,22:17,Clement Hall,East Carolina University,"Possession of Marijuana Paraphernalia Poss
MTBV/UWN/Not
20-20"
"OCA
2016-1249",2016-11-16,15:32,2016-11-16,13:55,"Joyner Library
Bike Rack",East Carolina University,Larceny
"OCA
2016-1250",2016-11-17,00:18,2016-11-17,00:18,Legacy Hall,East Carolina University,Possession of Marijuana Paraphernalia Possession of Marijuana
"OCA
2016-1252",2016-11-17,11:11,2016-11-17,11:10,"Chancellor's
Way Sidewalk",East Carolina University,"Possession of
Marijuana < 1/2 oz"
"OCA
2016-1257",2016-11-17,17:52,2016-11-17,17:45,Student Rec. Center,East Carolina University,"Lerceny from
Building"
"OCA
2016-1260",2016-11-18,08:26,2016-11-18,08:26,"Moye Medical
Center",East Carolina University,Counterfeiting - Using
"OCA
2016-1262",2016-11-18,10:07,2016-11-15,21:00,Clement Hall,East Carolina University,"Injury To Personal
Property"
"OCA
2016-1264",2016-11-18,22:56,2016-11-18,22:56,Fourteenth & Berkley Parking Lot,East Carolina University,Possession of Marijuana Possession of Drug Paraphernalia Underage Consumption of Alcohol
"OCA
2016-1265",2016-11-19,04:05,2016-11-19,04:05,Gateway West,East Carolina University,Underage Consumption of Alcohol
"OCA
2016-1268",2016-11-19,08:24,2016-11-19,08:24,Todd Dining Hall - Parking Lot,East Carolina University,"Larceny From Motor
Vehicle"
"OCA
2016-1269",2016-11-19,12:40,2016-11-19,12:40,"College Hill
Drive - Big Lot",East Carolina University,Underage Consumption of Alcohol
"OCA
2016-1270",2016-11-19,15:58,2016-11-19,15:58,"College Hill Big
Lot",East Carolina University,"Underage Possession of Alcohol
Resist Law
Enforcement Officer"
"OCA
2016-1271",2016-11-19,17:13,2016-11-18,20:30,Minges PVA,East Carolina University,Larcenly
"OCA
2016-1272",2016-11-20,00:32,2016-11-20,00:32,14th St. PVA - Steam Plant,East Carolina University,Possession of Marijuana Possession of Drug Paraphernalia
"OCA
2016-1273",2016-11-20,NA,2016-11-20,01:17,East 10th St. Sunshine Factory,East Carolina University,Simply Affray (2) Underage Possession of Alcohol (1)
"OCA
2016-1274",2016-11-20,21:28,2016-10-27,07:40,Cotten Hall,East Carolina University,"Larceny From
Building"
"OCA
2016-1275",2016-11-21,00:12,2016-11-21,00:12,Umstead Hall,East Carolina University,Possession of Marijuana Possession of Drug Paraphernalia
"OCA
2016-1277",2016-11-21,10:57,2016-11-19,15:15,Fletcher Music Building- Parking Lot,East Carolina University,"Injury to Personal
Property"
"OCA
2016-1278",2016-11-21,11:26,2016-10-28,12:00,Rose Hall,East Carolina University,"Larceny From
Building"
"OCA
2016-1279",2016-11-19,19:17,2016-11-19,19:17,Minges PVA,East Carolina University,Larceny
"OCA
2016-1283",2016-11-22,02:48,2016-11-22,02:48,White Hall,East Carolina University,Underage Drinking
"OCA
2016-1286",2016-11-25,15:58,2016-11-18,11:30,"College Hill
Suites",East Carolina University,Larceny
"OCA
2016-1288",2016-11-26,11:01,2016-11-26,11:01,Fourteenth & Clark Sts,East Carolina University,"Possession of Marijuana <1/2 oz Possession of Drug Paraphernalia
:Display Expired
License Plate"
"OCA
2016-1289",2016-11-26,15:15,2016-11-18,00:00,Legacy Hall,East Carolina University,"Financial Card
Transaction
Financial Transaction
Card Fraud"
"OCA
2016-1291",2016-11-27,22:05,2016-11-27,22:05,Legacy Hall,East Carolina University,"Possession of Schedule II Possession of Drug Paraphernalia
:"
"OCA
2016-1294",2016-11-28,20:26,2016-11-28,20:26,"Jones Residence
Hall",East Carolina University,"Possession of Marijuana Possession of Drug Paraphernalia
:"
"OCA
2016-1297",2016-11-29,22:28,2016-11-29,22:28,14th St & East Rock Springs Road,East Carolina University,"Common Law
Robbery"
"OCA
2016-1299",2016-11-30,10:28,2016-11-30,09:59,Student Rec. Center,East Carolina University,Indecent Exposure
"OCA
2016-1306",2016-12-01,19:48,2016-12-01,19:48,Scott Hall PVA,East Carolina University,Underage Drinking
"OCA
2016-1307",2016-12-01,20:24,2016-12-01,20:24,"PVA - East of Tyler
Hall",East Carolina University,Possession Of Marijuana <1/2 oz Possession of Drug Paraphernalia
"OCA
2016-1310",2016-12-02,00:48,2016-12-01,00:45,"Jones Residence
Hall",East Carolina University,Underage Drinking
"OCA
2016-1312",2016-12-02,01:45,2016-12-02,01:45,"Fletcher Residence
Hall",East Carolina University,Underage Drinking
"OCA
2016-1314",2016-12-02,02:44,2016-12-02,02:44,"Fourth & Cotanche
Sts.",East Carolina University,"Driving While
Impaired
Driving While License
Revoked"
"OCA
2016-1316",2016-12-02,16:22,2016-12-02,16:22,Gateway Hall,East Carolina University,"Simple Possession of
Marijuana Possession of Drug Paraphernalia"
"OCA
2016-1317",2016-12-03,01:18,2016-12-03,01:18,Umstead Hall PVA,East Carolina University,Possession of Marijuana < 1/2 oz Possession of Drug Paraphernalia
"OCA
2016-1320",2016-12-03,17:56,2016-12-03,17:56,"Jenkins Art
Building",East Carolina University,"Damage to Personal
Property"
"OCA
2016-1321",2016-12-03,18:17,2016-11-30,15:00,Reade St. Lot No. R2,East Carolina University,"Damage to Real
Property"
"OCA
2016-1322",2016-12-04,02:03,2016-12-04,02:03,Scott Hall,East Carolina University,"Resist, Delay and Obstruct a LEO Simple Affray Disorderly Conduct"
"OCA
2016-1323",2016-12-04,03:16,2016-12-04,03:16,Clement Hall,East Carolina University,"Underage Consumption of Alcohol (1)
Resist, Obstruct & Delay A LEO (1) Resist, Obstruct & Delay a LEO (1)"
"OCA
2016-1324",2016-12-04,18:20,2016-12-02,13:30,Mendenhall Student Center- Bike Rack,East Carolina University,Larceny
"OCA
2016-1325",2016-12-04,18:37,2016-12-04,18:37,Legacy Hall,East Carolina University,Possession of Marijuana < 1/2 oz Possession of Drug Paraphernalia
"OCA
2016-1329",2016-12-05,13:06,NA,NA,Student Rec. Center,East Carolina University,Larceny
"OCA
2016-1331",2016-12-05,21:36,2016-12-04,21:36,Curry Court PVA,East Carolina University,Possession of Marijuana < 1/2 oz Possession of Drug Paraphernalia
"OCA
2016-1332",2016-12-05,04:05,2016-12-05,04:05,White Hall,East Carolina University,Underage Drinking Possession of a Fraudulent Identification
"OCA
2016-1334",2016-12-06,18:45,2016-12-06,18:45,Easy St. - ECU Transit PVA,East Carolina University,"Hit & Run - Failure to
Stop"
"OCA
2016-1335",2016-12-04,02:19,2016-12-04,02:19,Garrett Hall,East Carolina University,"First Degree Trespassing Resist, Delay or Obstruct an LEO
Underage Drinking"
"OCA
2016-1339",2016-12-07,16:53,2016-12-07,16:53,"Jones Residence
Hall",East Carolina University,"Possession of Drug
Paraphernalia"
"OCA
2016-1340",2016-12-08,13:52,2016-12-08,13:52,"Harris Building
PVA",East Carolina University,Larceny
"OCA
2016-1343",2016-12-08,21:22,2016-12-08,21:22,Minges,East Carolina University,"Harassing Telephone
Calls"
"OCA
2016-1346",2016-12-09,15:37,2016-11-17,19:00,Jones Hall PVA,East Carolina University,"Larceny From Motor
Vehicle"
"OCA
2016-1348",2016-12-09,NA,2016-12-09,21:35,"McGinnis Theatre
PVA",East Carolina University,Breaking & Entering Motor Vehicle Larceny from Motor Vehicle
"OCA
2016-1349",2016-12-09,22:48,2016-12-09,22:48,Clement Hall,East Carolina University,Underage Drinking Possession of a Factitious Identification
"OCA
2016-1350",2016-12-10,00:26,2016-12-09,00:26,"Jones Residence
Hall",East Carolina University,Underage Drinking
"OCA
2016-1354",2016-12-10,01:03,2016-12-10,01:03,Fifth & Meade Sts.,East Carolina University,Possession of fictitious Identification
"OCA
2016-1355",NA,21:58,NA,21:58,Tyler Hall,East Carolina University,Possession of Marijuana (2) Possession of Drug Paraphernalia (2)
"OCA
2016-1357",2016-12-11,01:48,NA,01:48,Garrett Hall,East Carolina University,Underage Drinking
"OCA
2016-1359",NA,14:59,NA,14:59,"14th St. & Berkley
Road",East Carolina University,"Possession of
Marijuana"
"OCA
2016-1360",2016-12-11,15:32,2016-12-11,15:32,"14th St.& Berkley
Road",East Carolina University,"Possession of
Marijuana"
"OCA
2016-1361",2016-12-11,15:34,2016-12-11,15:34,14th St. & Berkley road,East Carolina University,"Possession of
Marijuana"
"OCA
2016-1364",2016-12-13,10:18,2016-12-13,10:18,"Intergenerational
Center",East Carolina University,"Communicating
Threats"
"OCA
2016-1365",2016-12-13,15:48,2016-12-13,15:37,"Dowdy Student
Road",East Carolina University,"Larceny From
Building"
"OCA
2016-1366",2016-12-14,00:02,2016-12-14,00:04,Legacy Hall,East Carolina University,"Possession of
Marijuana < 1/2 oz"
"OCA
2016-1367",2016-12-14,10:05,2016-12-14,10:05,"Fletcher Residence
Hall - Bike Rack",East Carolina University,Larceny
"OCA
2016-1369",2016-12-14,13:42,2016-12-14,13:42,Jenkins Art,East Carolina University,"Larceny From
Building"
"OCA
2016-1370",2016-12-14,14:55,2016-12-14,14:35,"ECU Auditor's
Office",East Carolina University,"Attempted Larceny
From Building"
"OCA
2016-1373",2016-12-14,21:50,2016-12-14,21:50,Legacy Hall,East Carolina University,Possession of Marijuana < 1/2 oz Possession of Drug Paraphernalia
"OCA
2016-1374",2016-12-15,00:25,2016-12-15,02:50,Fleming Hall,East Carolina University,"Possession of Drug
Paraphernalia"
"OCA
2016-1375",2016-12-15,04:57,2016-12-15,04:57,"Flanagan Building
- Bike Rack",East Carolina University,Larceny
"OCA
2016-1377",2016-12-15,11:38,2016-12-15,11:38,Garrett Hall,East Carolina University,Possession of Marijuana Paraphernalia
"OCA
2016-1382",2016-12-16,NA,2016-12-16,13:00,Croatan Building,East Carolina University,"Larceny From
Building"
"OCA
2016-1386",2016-12-20,14:46,2016-12-19,15:15,Umstead PVA,East Carolina University,Fraud
"OCA
2016-1388",2016-12-20,22:37,2016-12-20,22:37,"Tenth & Founders
Dr.",East Carolina University,"Possession of Marijuana <1/2 oz Driving While License Revoked
Speeding"
"OCA
2016-1393",2016-12-25,22:07,2016-12-25,22:07,First Street,East Carolina University,"Possession of
Marijuana <1/2 oz"
"OCA
2016-888",NA,00:16,2016-09-14,00:16,Jones Hall,East Carolina University,"Possession of Marijuana
<1/2 oz
Possession of Drug
Paraphernalia
Warrant Service For Other Agency (1) Breaking and Entering Blgs (Felony)
Larceny From Building Obtaining Property by False Pretense (Felony)Possession of Stolen Goods (Felony)"
"OCA
201620947",2016-03-27,22:20,2016-03-25,21:40,"The Captain's
Quarters",East Carolina University,"Breaking and Entering
Larceny"
"OCA
2017 1214",2017-11-03,01:32,2017-11-03,01:32,"5th St & Reade
St.",East Carolina University,Underage Drinking
"OCA
2017-0001",2017-01-01,00:21,2017-01-01,00:21,Fourth & Lewis Sts,East Carolina University,"Felony Possession of
Cocaine Possession of Fraudulent ID"
"OCA
2017-0003",2017-01-04,10:28,2016-11-28,21:43,Scott Hall,East Carolina University,Obtain Property by False Pretense Financial Card Fraud
"OCA
2017-0005",2017-01-05,09:28,2017-01-05,09:28,"Family Medicine
PVA",East Carolina University,Hit & Run - Failure to Give Required Information
"OCA
2017-0008",2017-01-06,20:06,2017-01-06,20:06,Umstead Hall,East Carolina University,"Possession of
Marijuana"
"OCA
2017-0009",2017-01-07,00:59,2017-01-07,00:59,"Ninth & Cotanche
Sts.",East Carolina University,Underage Drinking Possession of Fraudulent Identification
"OCA
2017-0010",2017-01-07,20:02,2017-01-07,20:02,White Hall,East Carolina University,"Second Degree
Trespassing (3)"
"OCA
2017-0011",2017-01-09,19:26,2017-01-09,19:26,White Hall,East Carolina University,"Possession of Marijuana < 1/2 oz ( 1) Possession of Drug Paraphernalia
Underage Possession of
Liquor (1)"
"OCA
2017-0013",2017-01-10,22:43,2017-01-10,22:43,Gateway West,East Carolina University,"Possession of
Fraudulent ID
Underage Possession of
Alcohol"
"OCA
2017-0014",2017-01-11,03:06,2017-01-11,00:36,Greene Hall,East Carolina University,"Possession of
Fraudulent ID"
"OCA
2017-0018",2017-01-11,20:27,2016-11-01,20:27,Garrett Hall,East Carolina University,"Injury to Personal
Property"
"OCA
2017-0020",2017-01-12,11:05,2016-01-12,11:05,Ross Hall,East Carolina University,"Possession of
Marijuana
Warrant Service Other
Agency Forgery Show Cause Conspiracy"
"OCA
2017-0023",2017-01-12,20:03,2017-01-12,20:03,"Fletcher Residence
Hall",East Carolina University,Underage Drinking
"OCA
2017-0024",2017-01-12,21:20,2017-01-12,21:20,Cotten Hall,East Carolina University,"Possession of Drug
Paraphernalia"
"OCA
2017-0025",2017-01-13,23:02,2017-01-13,23:02,"Tenth & Founders
Sts.",East Carolina University,"Driving While Impaired
Stop Sign Violation"
"OCA
2017-0026",2017-01-12,23:48,2017-01-12,23:48,"Tenth & Andersen
Sts.",East Carolina University,"Possession of Marijuana <1/2 oz Possession of Drug Paraphernalia
Liquor Possession by a
Minor"
"OCA
2017-0029",2017-01-13,20:51,2017-01-13,20:45,Garrett Hall,East Carolina University,"Possession of Drug
Paraphernalia
Simple Possession of
Marijuana"
"OCA
2017-0031",2017-01-13,23:57,2017-01-13,20:50,College Hill Suites,East Carolina University,"Possession of Drug
Paraphernalia
Simple Possession of
Marijuana"
"OCA
2017-0032",2017-01-13,23:55,2017-01-13,23:55,Student Rec. Center,East Carolina University,"Consume Alcohol
Under Age of 21
Intoxicated & Disruptive Second Degree Trespassing"
"OCA
2017-0033",2017-01-14,02:28,2017-01-14,02:28,Jarvis Hall,East Carolina University,Underage Drinking Second Degree Trespassing
"OCA
2017-0035",2017-01-15,12:54,2017-01-15,12:54,Stratford Arms PVA,East Carolina University,Possession of Marijuana <1/2 oz Possession of Drug
"OCA
2017-0036",2017-01-15,14:56,2017-01-15,14:56,Umstead Hall,East Carolina University,Possession of Marijuana <1/2 oz Possession of Drug Paraphernalia
"OCA
2017-0037",2017-01-15,22:01,2017-01-15,22:01,White Hall,East Carolina University,"Consume Alcohol <Age
21 (9 persons)"
"OCA
2017-0038",2017-01-16,12:21,2017-01-16,09:00,Gateway East,East Carolina University,Larceny
"OCA
2017-0040",2017-01-17,08:00,2017-01-17,NA,"Invocation Design
Lab.",East Carolina University,"Injury to Personal
Property"
"OCA
2017-0044",2017-01-17,17:31,2017-01-17,17:31,"Oglesby & Charles
Blvd.",East Carolina University,Possession of Marijuana <1/2 oz Possession of Drug Paraphernalia (3) Possession of Marijuana < 1/2 oz (1)
"OCA
2017-0045",2017-01-17,20:10,2017-01-17,20:10,"College Hill
Greenway",East Carolina University,"Possession of
Marijuana <1/2 oz"
"OCA
2017-0046",2017-01-17,20:02,2017-01-17,20:02,"West End Dining
Hall",East Carolina University,Larceny
"OCA
2017-0047",2017-01-17,20:15,2017-01-17,20:15,Fletcher Hall,East Carolina University,Possession of Marijuana <1/2 oz Possession of Drug Paraphernalia
"OCA
2017-0048",2017-01-17,21:15,2017-01-17,21:15,Carol Belk PVA,East Carolina University,"Possession of Drug
Paraphernalia"
"OCA
2017-0049",2017-01-17,21:45,2017-01-17,21:45,"Greenway - College
Hill Drive",East Carolina University,Possession of Marijuana <1/2 oz (2) Possession of Drug Paraphernalia (2)
"OCA
2017-0050",2017-01-17,22:50,2017-01-17,22:50,"Greenway - College
Hill Drive",East Carolina University,Possession of Marijuana <1/2 oz (1) Possession of Drug Paraphernalia (1)
"OCA
2017-0051",2017-01-18,00:03,2017-01-18,00:03,"Eleventh & Evans
Sts.",East Carolina University,Possession of Marijuana <1/2 oz Displayed Fictitious License Plate Expired Registration
"OCA
2017-0052",2017-01-18,00:50,2017-01-18,00:50,14th Parking Lot South of Gateway East & West,East Carolina University,Possession of Marijuana <1/2 oz Possession of Drug Paraphernalia
"OCA
2017-0054",2017-01-18,01:44,2017-01-18,01:44,First & Elm St.,East Carolina University,DWI
"OCA
2017-0057",2017-01-18,20:30,2017-01-18,20:30,Curry Court PVA,East Carolina University,"Possession of
Marijuana <1/2 oz"
"OCA
2017-0058",2017-01-18,23:00,2017-01-18,23:00,"Greenway - College
Hill Dr.",East Carolina University,"Possession of
Marijuana <1/2 oz"
"OCA
2017-0059",2017-01-18,23:18,2017-01-18,23:18,"14th Street Gravel
Lot",East Carolina University,"Possession of
Marijuana <1/2 oz"
"OCA
2017-0060",2017-01-18,23:45,2017-01-18,23:45,"10th St. Post Office
PVA",East Carolina University,"Possession of
Marijuana <1/2 oz"
"OCA
2017-0061",2017-01-19,05:57,2017-01-19,05:00,Scott Hall,East Carolina University,First Degree Burglary
"OCA
2017-0063",2017-01-19,10:39,2017-01-19,13:40,"Reade St. PVA Lot
No. 3",East Carolina University,"Breaking or Entering a
Vehicle"
"OCA
2017-0064",2017-01-19,14:48,2017-01-19,14:48,Tenth & Elm St.,East Carolina University,Order For Arrest Display of Expired Registration Plates Driving While License Revoked
"OCA
2017-0067",2017-01-19,19:20,2017-01-19,19:20,Tyler Hall,East Carolina University,"Possession of
Marijuana < 1/2 oz"
"OCA
2017-0068",2017-01-19,21:00,2017-01-19,21:00,Rock Springs Rd. & Edgewood Ln,East Carolina University,"Possession W/Intent to Sell & Deliver Marijuana (2) Maintaining a Vehicle/Dwelling/Place For A Controlled Substances (3) Possession of
Marijuana <1/2 oz (1)"
"OCA
2017-0069",2017-01-19,22:30,2017-01-19,22:30,Rock Springs Rd. & Edgewood Ln,East Carolina University,"Possession W/Intent to
Sell & Deliver
Schedule IV Controlled
Substances Maintaining a Vehicle For Keeping and Selling A Controlled Substances"
"OCA
2017-0070",2017-01-19,22:46,2017-01-19,22:46,Tyler Hall,East Carolina University,"Possession Of Drug
Paraphernalia"
"OCA
2017-0071",2017-01-20,01:00,2017-01-20,01:00,Greenville,East Carolina University,"Possession W/Intent to
Sell & Deliver
Schedule IV Controlled
Substances Maintaining a Vehicle For Keeping and Selling A Controlled Substances"
"OCA
2017-0072",2017-01-20,20:12,2017-01-20,20:12,Scott Hall,East Carolina University,Possession of Marijuana Possession of Marijuana Paraphernalia
"OCA
2017-0073",2017-01-20,21:06,2017-01-20,21:06,Scott Hall PVA,East Carolina University,"Possession of a Weapon on Educational Property Carry a Concealed Weapon
Violation of a Local
Ordinance- Alcohol"
"OCA
2017-0074",2017-01-21,NA,2017-01-21,02:45,Fifth & Jarvis Sts.,East Carolina University,"DWI
Careless and Reckless
Driving"
"OCA
2017-0075",2017-01-21,01:26,2017-01-21,01:26,Tyler Hall,East Carolina University,"Second Degree
Trespassing"
