Classification,Incident Number,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Intrusion Alarm,18UV004550,07/19/2018,0708,07/19/2018,0708,Southwick Building,Closed
Accident,18UV004551,07/19/2018,0834,07/19/2018,0834,University Heights,Closed
Animal Problem,18UV004554,07/19/2018,1028,07/19/2018,1028,Virtue Field,Closed
Fire Alarm,18UV004555,07/19/2018,1128,07/19/2018,1128,Davis Center,Closed
Fire Alarm,18UV004556,07/19/2018,1141,07/19/2018,1141,STEM Discovery,Closed
Property Damage,18UV004557,07/19/2018,1327,07/19/2018,1327,Bailey Howe Library Outside,Closed
Building/Room Lockout,18UV004562,07/19/2018,1628,07/19/2018,1628,Waterman,Closed
Citizen Assist,18UV004563,07/19/2018,1727,07/19/2018,1727,Fleming Museum,Closed
Agency Assist / Search,18UV004564,07/19/2018,1741,07/19/2018,1741,UVM Police Services,Closed; assist to Burlington Police
Abandoned Property,18UV004565,07/19/2018,1813,07/19/2018,1813,Centennial Field,Closed
Animal Problem,18UV004566,07/19/2018,1822,07/19/2018,1822,Centennial Field,Closed
Motorist Assist,18UV004573,07/19/2018,2339,07/19/2018,2339,"Colchester Ave, Burlington",Closed
Citizen Assist,18UV004580,07/20/2018,1214,Unk,Unk,Unknown,Open; report to Title IX
Agency Assist / Search,18UV004582,07/20/2018,1410,07/20/2018,1410,Police Services,Closed; assist to Burlington Police
Intrusion Alarm,18UV004583,07/20/2018,1610,07/20/2018,1610,Southwick,Closed
Agency Assist,18UV004586,07/20/2018,1951,07/20/2018,1951,"E Allen St, Winooski",Closed; assist to Winooski Police
Property Damage,18UV004589,07/20/2018,2307,Unk,Unk,Harris Millis outside,Closed
Agency Assist,18UV004592,07/20/2018,2341,07/20/2018,2341,"E Allen St, Winooski",Closed; assist to Winooski Police
Agency Assist,18UV004598,07/21/2018,0124,07/21/2018,0124,"Church St, Burlington",Closed; assist to Burlington Police
Medical Assist,18UV004602,07/21/2018,1227,07/21/2018,1227,Gutterson,Closed; non affiliate transported to UVM MC by UVM Rescue
Intoxication,18UV004603,07/21/2018,1237,07/21/2018,1237,"Colchester Ave, Burlington",Closed; non affiliate referred to ACT 1 & Corrections for Detox.
Blue Light Alarm,18UV004604,07/21/2018,1452,07/21/2018,1452,University Heights South outside,Closed
Suspicious Event / Welfare Check,18UV004609,07/21/2018,2220,07/21/2018,2220,"University Place, Burlington",Closed
Motorist Assist,18UV004614,07/22/2018,0015,07/22/2018,0015,Redstone Lofts Lot,Closed
Agency Assist,18UV004616,07/22/2018,0133,07/22/2018,0133,"Church St, Burlington",Closed
Building/Room Lockout,18UV004617,07/22/2018,0320,07/22/2018,0320,Harris Hall,Closed
Fire Alarm,18UV004619,07/22/2018,0723,07/22/2018,0723,University Heights South,Closed
Suspicious Event / Welfare Check,18UV004621,07/22/2018,0841,07/22/2018,0841,Police Services,Closed; non affiliate located by Middlebury Police
Motorist Assist,18UV004623,07/22/2018,1324,07/22/2018,1324,"Colchester Ave, Burlington",Closed
Unsecure Premise,18UV004624,07/22/2018,1511,07/22/2018,1511,Alumni House,Closed
Citizen Assist / Welfare Check,18UV004625,07/22/2018,1528,07/22/2018,1528,Pomeroy Hall outside,Closed; non affiliate located
Agency Assist / Attempt to Locate,18UV004627,07/22/2018,1802,07/22/2018,1802,"Spear St, South Burlington",Closed; assist to South Burlington Police
Fire Alarm,18UV004638,07/23/2018,0918,07/23/2018,0918,Rowell Hall,Closed
Intrusion Alarm,18UV004640,07/23/2018,1145,07/23/2018,1145,Large Animal Facility,Closed
Agency Assist / Intrusion Alarm,18UV004649,07/23/2018,2312,07/23/2018,2312,"Main St, Winooski VT",Closed; assist to Winooski Police
Threats & Harassment,18UV004652,07/24/2018,1129,Various,Various,Transportation and Parking,Open
Suspicious Event,18UV004654,07/24/2018,1337,07/24/2018,1337,PFG Garage,Closed
Elevator Alarm,18UV004655,07/24/2018,1542,07/24/2018,1542,CCRH,Closed
Intrusion Alarm,18UV004656,07/24/2018,1715,0724/2018,1715,Waterman,Closed
Suspicious Event,18UV004657,07/24/2018,1855,07/24/2018,1855,Redstone Lofts Outside,Closed
Unsecure Premise,18UV004661,07/24/2018,2028,07/24/2018,2028,University Heights South,Closed
Motorist Assist,18UV004666,07/24/2018,2248,07/24/2018,2248,Redstone Lofts Outside,Closed
Agency Assist / Traffic Stop,18UV004670,07/24/2018,2315,0724/2018,2315,"I 89 South, S Burlington",Closed; assist to Winooski Police
Agency Assist / Accident - Injury,18UV004674,07/25/2018,0757,07/25/2018,0757,"East Ave, Burlington",Closed; assist to Burlington Police
Citizen Assist,18UV004675,07/25/2018,1126,07/25/2018,1126,Police Services,Closed
Suspicious Event / Citizen Assist,18UV004681,07/25/2018,2107,07/25/2018,2107,Blasberg Horticultural Farm,Open
Agency Assist / Motor Vehicle Complaint,18UV004683,07/25/2018,2144,07/25/2018,2144,Gutterson Parking Garage,Closed
Fire Alarm,18UV004687,07/26/2018,0118,07/26/2018,0118,Living & Learning,Closed
Citizen Assist / Safety Escort,18UV004693,07/26/2018,0831,07/26/2018,0831,Grasse Mount Building,Closed
Fire Alarm,18UV004694,07/26/2018,1100,07/26/2018,1100,Wilks Hall,Closed
Accident - Property Damage,18UV004695,07/26/2018,1309,07/26/2018,1309,Given Parking Lot,Closed
Accident - Property Damage,18UV004696,07/26/2018,1735,07/26/2018,1735,Waterman Parking Lot,Closed
DUI,18UV004703,07/26/2018,2256,07/26/2018,2256,"Spear St, S Burlington",Closed; non-affiliate cited to appear in court for DUI.
Agency Assist / Traffic Stop,18UV004706,07/27/2018,0842,07/27/2018,0842,"East Ave, Burlington",Closed; assist to Colchester Police
Fire Alarm,18UV004707,07/27/2018,0848,07/27/2018,0848,258 Colchester Ave,Closed
Intrusion Alarm,18UV004710,07/27/2018,1332,07/27/2018,1332,Training & Compliance Office,Closed
Suspicious Event,18UV004711,07/27/2018,1404,07/27/2018,1404,Transportation & Parking,Closed
Noise,18UV004713,07/27/2018,1500,07/27/2018,1500,Redstone Lofts Outside,Closed
Unsecure Premise,18UV004717,07/27/2018,2147,07/27/2018,2147,Mercy Hall,Closed
Suspicious Event,18UV004718,07/27/2018,2206,07/27/2018,2206,Wing Davis Wilks Lot,Closed
Citizen Assist,18UV004724,07/28/2018,0030,07/28/2018,0030,"Williston Rd, S Burlington",Open
Arrest on Warrant,18UV004725,07/28/2018,0048,07/27/2018,0048,"Main St, Burlington",Closed; non affiliate taken to corrections on a warrant
Blue Light Alarm,18UV004728,07/28/2018,1712,07/28/2018,1712,Delehanty Hall Outisde,Closed
Citizen Assist,18UV004730,07/28/2018,1817,07/28/2018,1817,Redstone Lofts,Closed
Building/Room Lockout,18UV004731,07/28/2018,1916,07/28/2018,1916,Living & Learning,Closed
Building/Room Lockout,18UV004737,07/29/2018,0040,07/29/2018,0040,Simpson Hall,Closed
Agency Assist / Drugs,18UV004738,07/29/2018,0219,07/29/2018,0219,"Higher Ground, S Burlington",Closed; assist to South Burlington Police
Agency Assist,18UV004739,07/29/2018,0220,07/29/2018,0220,"Church St, Burlington",Closed; assist to Burlington Police
Agency Assist / Intoxication,18UV004740,07/29/2018,0241,07/29/2018,0241,"Higher Ground, S Burlington",Closed; assist to South Burlington Police
Motorist Assist,18UV004748,07/29/2018,1522,07/29/2018,1522,Main St / Spear St,Closed
Fire Alarm,18UV004750,07/29/2018,1857,07/19/2018,1857,Mann Hall,Closed
Property Damage,18UV004753,07/30/2018,0635,07/30/2018,0200-0635,Living & Learning Parking Lot,Closed
Citizen Assist,18UV004754,07/30/2018,0954,07/30/2018,0954,Given,Closed
Stalking,18UV004758,07/30/2018,1448,Unk,Unk,"Chicago, IL",Closed
Medical Assist,18UV004771,07/31/2018,0929,07/31/2018,0929,Votey Hall,Closed; affiliate transported to UVM MC ER
Animal Problem,18UV004773,07/31/2018,1941,07/31/2018,1941,Morrill Hall,Closed
Motor Vehicle Complaint,18UV004775,07/31/2018,2008,07/31/2018,2008,Kalkin Hall Parking Lot,Closed
Intrusion Alarm,18UV004776,07/31/2018,2043,07/31/2018,2043,460 S Prospect St,Closed
Drugs / Suspicious Activity,18UV004778,07/31/2018,2206,07/31/2018,2206,East Commuter Parking Lot,Closed; Marijuana ticket issued
Property Damage,18UV004784,08/01/2018,1137,08/01/2018,1137,PFG Outside,Closed
Citizen Assist,18UV004786,08/01/2018,1233,07/31/2018,1600,Williams Hall & UVM Main Green,Closed
Fire Alarm,18UV004790,08/01/2018,2156,08/01/2018,2156,Christie Hall,Closed
Agency Assist,18UV004791,08/01/2018,2231,08/01/2018,2231,"Church St / Cherry St, Burlington",Closed; assist to Burlington Police
Motorist Assist,18UV004793,08/01/2018,2326,08/01/2018,2326,University Pl @ Royal Tyler,Closed
Traffic / Driving While Suspended,18UV004796,08/02/2018,0102,08/02/2018,0102,"Williston Rd, So. Burlington",Closed; non affiliate cited into court for Driving While Suspended
Information,18UV004798,08/02/2018,1126,08/02/2018,1126,Redstone Lofts Lot,Closed
Agency Assist / Search,18UV004799,08/02/2018,1259,08/02/2018,1259,"27 W Allen St, Winooski",Closed; assist to Winooski Police
Fraud,18UV004801,08/02/2018,1442,Unk,Unk,Waterman,Open
Motorist Assist,18UV004802,08/02/2018,1824,08/02/2018,1824,"I 89, Winooski",Closed
Animal Problem,18UV004805,08/02/2018,2205,08/02/2018,2205,Redstone Apartments Outside,Closed
Agency Assist / Welfare Check,18UV004806,08/02/2018,2222,08/02/2018,2222,"Lake St, Burlington",Closed; assist to Burlington Police
Unsecure Premise,18UV004807,08/02/2018,2229,08/02/2018,2229,Redstone Apartments,Closed
Fondling,18UV004814,08/03/2018,0318,07/27 - 07/29/2018,Unk,Unknown off campus location,Open; report to Title IX
911 Hangup,18UV004815,08/03/2018,1413,08/03/2018,1413,Kalkin,Closed
Building/Room Lockout,18UV004817,08/03/2018,1638,08/03/2018,1638,Living and Learning,Closed
Motor Vehicle Complaint,18UV004818,08/03/2018,1757,08/03/2018,1757,Wing Davis Wilks outside,Closed
Welfare Check,18UV004820,08/03/2018,2110,08/03/2018,2110,Christie Wright Patterson,Closed; cancelled prior to arrival
Agency Assist / Suspicious Event,18UV004821,08/03/2018,2214,08/03/2018,2214,"East St, Winooski",Closed; assist to Winooski Police
Building/Room Lockout,18UV004823,08/03/2018,2308,08/03/2018,2308,Main Campus,Closed
Unsecure Premise,18UV004824,08/03/22018,2350,08/03/2018,2350,Englesby House,Closed
Agency Assist,18UV004825,08/04/2018,0131,08/03/2018,0131,"Church St, Burlington",Closed; assist to Burlington Police
Suspicious Event,18UV004826,08/04/2018,0149,08/04/2018,0149,500 S Prospect St and Hamilton Hall Outside,Closed
Agency Assist / Domestic Disturbance,18UV004828,08/04/2018,0304,08/04/2018,0304,"Country Club Dr, S Burlington",Closed; assist to South Burlington Police
Agency Assist / Disturbance,18UV004829,08/04/2018,0336,08/04/2018,0336,"Williston Rd, S Burlington",Closed; assist to South Burlington Police
Agency Assist / Traffic Stop,18UV004839,08/05/2018,0001,08/05/2018,0001,"Fletcher Place, Burlington VT",Closed; assist to Burlington Police
Welfare Check,18UV004840,08/05/2018,0101,08/05/2018,0101,"University Pl, Burlington",Closed
Fire Alarm,18UV004841,08/05/2018,0116,08/05/2018,0116,Christie Wright Patterson,Closed
Agency Assist,18UV004842,08/05/2018,0135,08/05/2018,0135,"Church St, Burlington",Closed; assist to Burlington Police
Trespass,18UV004846,08/05/2018,1117,08/05/2018,1117,HSRF,Closed; non affiliate escorted off property
Medical Assist,18UV004847,08/05/2018,1223,08/05/2018,1223,Moulton Winder Field,Closed; non affiliate transported to UVMMC by Burlington Rescue
Suspicious Event / Citizen Assist,18UV004857,08/06/2018,1004,08/04/2018,2008,Physical Plant Office,Closed
Larceny - Bicycle,18UV004861,08/06/2018,1139,08/01-06/2018,Unk,Redstone Lofts,Closed
Agency Assist / Fire Alarm,18UV004862,08/06/2018,1526,08/06/2018,1526,Redstone Lofts Outside,Closed; assist to Burlington Fire Department
Panic Alarm,18UV004863,08/06/2018,1612,08/06/2018,1612,Waterman,Closed; cancelled prior to arrival
Threats/Harassment / Safety Planning,18UV004864,08/06/2018,1635,08/06/2018,1635,HSRF,Closed
Stalking,18UV004865,08/06/2018,1905,08/06/2018,1905,UVM Main Green,Closed
Agency Assist / Intrusion Alarm,18UV004869,08/06/2018,2045,08/06/2018,2045,"Steele St, Burlington",Closed; cancelled by Burlington Police
Citizen Assist / Motorist Assist,18UV004872,08/06/2018,2300,08/06/2018,2300,University Heights Rd,Closed
Intrusion Alarm,18UV004879,08/07/2018,1201,08/07/2018,1201,Morrill Hall,Closed
Intrusion Alarm,18UV004880,08/07/2018,1227,08/07/2018,1227,Morrill Hall,Closed
Animal Problem,18UV004881,08/07/2018,1242,08/07/2018,1242,Redstone Apartments,Closed
Unsecure Premise,18UV004883,08/07/2018,1849,08/07/2018,1849,Patterson Hall,Closed
Fire Alarm,18UV004885,08/07/2018,1933,08/07/2018,1933,Slade Hall,Closed
Unsecure Premise,18UV004892,08/07/2018,2316,08/07/2018,2316,UVM Farm,Closed
Agency Assist / Burglary,18UV004895,08/08/2018,0421,08/08/2018,0421,"Loomis St, Burlington",Closed; assist to Burlington Police
Intrusion Alarm,18UV004900,08/08/2018,1809,08/08/2018,1809,Waterman,Closed
Arrest on Warrant / Blue Light Alarm,18UV004902,08/08/2018,1941,08/08/2018,1941,Morrill Hall Outside / Riverside Ave,Closed; non affiliate lodged at corrections for an active arrest warrant
Fire Alarm,18UV004905,08/09/2018,0606,08/09/2018,0606,Votey Hall,Closed
Panic Alarm,18UV004907,08/09/2018,1028,08/09/2018,1028,Continuing Education,Closed
Suspicious Behavior,18UV004910,08/09/2018,1520,08/09/2018,1520,UVM Main Green,Closed
Motorist Assist,18UV004913,08/09/2018,2020,08/09/2018,2020,"Williston Rd @ Doubletree, So. Burlington",Closed
Information,18UV004914,08/09/2018,2156,10/27/2017,Unk,Off campus Location,"Closed; duplicate report, see 2018-2559"
Medical Assist / Intoxication,18UV004915,08/10/2018,0030,08/10/2018,0030,Maple St / S Prospect St,Closed; non affiliate referred to UVM MC ER via Burlington Rescue & detoxed at ACT 1
Medical Assist / Welfare Check,18UV004918,08/10/2018,0412,08/10/2018,0412,Main St / University Heights,Closed; non affiliate located &  referred to Burlington Rescue
Agency Assist / Burglary Alarm,18UV004922,08/10/2018,1831,08/10/2018,1831,"Barlow St, Winooski",Closed; assist to Winooski Police
Suspicious Vehicle,18UV004924,08/10/2018,1917,08/10/2018,1917,East Commuter Parking Lot,Closed
Traffic / DUI,18UV004927,08/10/2018,2023,08/10/2018,2023,"Interstate 89, So. Burlington",Closed; non affiliate cited into court for DUI Criminal Refusal
Medical Assist,18UV004928,08/10/2018,2123,08/10/2018,2123,Redstone Lofts,Closed; affiliate referred to UVM Rescue
Unsecured Premise,18UV004929,08/10/2018,2211,08/10/2018,2211,University Hgts South 2,Closed
Intrusion Alarm,18UV004930,08/10/2018,2254,08/10/2018,2254,Large Animal Facility,Closed
Welfare Check,18UV004933,08/11/2018,0127,08/11/2018,0127,Main St / University Pl,Closed; non affiliate referred to ACT 1 for Detox
Agency Assist,18UV004934,08/11/2018,0136,08/11/2018,0136,Church St / Main St,Closed; assist to Burlington Police
False Public Alarms / Attempted Larceny,18UV004937,08/11/2018,0905,08/11/2018,0905,Converse Hall & University Health Center,Closed; non affiliate cited into court for False Public Alarms & Attempted Petit Larceny
Blue Light Alarm,18UV004938,08/11/2018,0905,08/11/2018,0905,Terrill Hall Outside,Closed
911 Hang Up,18UV004939,08/11/2018,0914,08/11/2018,0914,Stafford Hall,Closed
Elevator Alarm,18UV004940,08/11/2018,1838,08/11/2018,1838,University Hgts North 2,Closed
Fire Alarm / Policy Violation,18UV004941,08/11/2018,2120,08/11/2018,2120,University Hgts North 3,Closed; referred to CSC
Medical Assist,18UV004945,08/11/2018,2255,08/11/2018,2255,Slade Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue
Welfare Check,18UV004947,08/11/2018,2332,08/11/2018,2332,Main St / Spear St,Closed; subject located
Welfare Check,18UV004948,08/12/2018,0055,08/12/2018,0055,"Pearl St, Burlington",Closed; subject located
Unsecured Premise,18UV004950,08/12/2018,0112,08/12/2018,0112,Redstone Apts,Closed
Agency Assist,18UV004951,08/12/2018,0135,08/12/2018,0135,Church St / Main St,Closed; assist to Burlington Police
Fire Alarm,18UV004954,08/12/2018,1039,08/12/2018,1039,Redstone Lofts,Closed
Citizen Assist,18UV004956,08/12/2018,1859,08/12/2018,1859,John Dewey Hall Outside,Closed
Suspicious Activity,18UV004966,08/13/2018,0815,08/13/2018,0815,Marsh Austin Tupper,Closed
Accident - Property Damage,18UV004967,08/13/2018,0918,08/13/2018,0918,Mercy Hall,Closed
911 Hang Up,18UV004969,08/13/2018,1343,08/13/2018,1343,Royal Tyler Theatre,Closed
Suspicious Activity / Agency Assist,18UV004971,08/13/2018,1400,08/13/2018,1400,"Joy Dr / Eastwood Dr, So. Burlington",Closed; assist to So. Burlington Police
Fire Alarm,18UV004972,08/13/2018,1445,08/13/2018,1445,Redstone Lofts,Closed
Motor Vehicle Complaint,18UV004973,08/13/2018,1927,08/13/2018,1927,Spear St @ PFG,Closed
Elevator Alarm,18UV004974,08/13/2018,2137,08/13/2018,2137,CCRH,Closed
Unsecured Premise,18UV004976,08/13/2018,2204,08/13/2018,2204,16 Colchester Ave,Closed
Traffic / DUI,18UV004979,08/13/2018,2314,08/13/2018,2314,S Willard St / Main St,Closed; non affiliate cited into court for DUI
Medical Assist,18UV004984,08/14/2018,1318,08/14/2018,1318,Davis Center,Closed; affiliate transported to UVMMC by UVM Rescue
Unsecure Premise,18UV004987,08/14/2018,1841,08/14/2018,1841,CCRH,Closed
Blue Light Alarm,18UV004991,08/14/2018,2158,08/14/2018,2158,Sichel Hall and Ready Hall outside,Closed
Suspicious Event,18UV004992,08/14/2018,2227,08/14/2018,2227,Hunt Hall lot,Closed
Intrusion Alarm,18UV004997,08/15/2018,0013,08/15/2018,0013,Waterman,Closed
Welfare Check,18UV005001,08/15/2018,0642,08/15/2018,0642,"University Heights, Burlington",Closed; subject located
Citizen Assist / Welfare Check,18UV005005,08/15/2018,1459,08/15/2018,1459,Main Green,Closed; subject located
Suspicious Behavior,18UV005007,08/15/2018,1754,08/15/2018,1754,Davis Center Outside,Closed
Stolen Vehicle,18UV005019,08/16/2018,1445,08/16/2018,0445-1445,Centennial Field Parking Lot,Closed; Vehicle recovered.
Agency Assist / Missing Person,18UV005020,08/16/2018,1539,08/16/2018,1539,Spear St Bike Path,Closed; assist to So. Burlington Police
Agency Assist / Missing Person,18UV005021,08/16/2018,1740,08/16/2018,1740,"Blasberg Farm & Overlook Park, So. Burlington",Closed; assist to So. Burlington Police & non affiliate located
Medical Assist,18UV005022,08/16/2018,1751,08/16/2018,1751,Living & Learning Bus Stop,Closed; non affiliate transported to UVMMC by UVM Rescue
Alarm,18UV005032,08/17/2018,0426,08/17/2018,0426,Sichel Hall,Closed
Fire Alarm,18UV005034,08/17/2018,1313,08/17/2018,1313,Delehanty Hall,Closed
Motorist Assist,18UV005035,08/17/2018,1556,08/17/2018,1556,Fleming Roadway,Closed
Intrusion Alarm,18UV005036,08/17/2018,1742,08/17/2018,1742,Billings,Closed
Unsecured Premise,18UV005041,08/17/2018,2355,08/17/2018,2355,Royal Tyler Theatre Outside,Closed
Agency Assist / Simple Assault,18UV005042,08/18/2018,0018,08/18/2018,0018,S Williams St / College St,Closed; assist to Burlington Police
Suspicious Vehicle,18UV005044,08/18/2018,0107,08/18/2018,0107,Gutterson Parking Garage,Closed
Agency Assist / Arrest on Warrant,18UV005047,08/18/2018,0350,08/18/2018,0350,"Interstate 89 @ Exit 14, So. Burlington",Closed; assist to So. Burlington Police
