"Thursday, January 21, 2021"	0.569571759													
Master ID	Date/Time Reported	Day of Week	Date/Time Occurred	MPD Case #	Nature of Calls	Address/Location	Comments	Disposition	Clery Geography	Clery Offense	Clery Count	Clery	Not on Campus	Name Log
1124	08/17/18 @12:40	Friday	Same	18-M07268	Civil	Moscow	Not on campus or realted	CLO				NO	x	
1125	08/17/18 @18:36	Friday	Same	18-M07277	Drugs	Blake Ave & Taylor Ave	"1 - 25 YOF, had marijuana in car on T-stop, drugs seized and she was warned"	ACT	PP	Drug - Referral	1	YES		
1126	08/18/18 @08:36	Saturday	Same	18-M07296	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1127	08/18/18 @10:31	Saturday	Same	18-M07298	Parking Problem	709 Deakin AVE; SUB;	"Unfounded, leagally pakre"	CLO				NO		
1128	08/18/18 @12:48	Saturday	Same	18-M07305	Other Calls	727 Elm ST; Beta Theta Pi	"Student hit head while skate boarding, went to GMC"	CLO				NO		
1129	08/18/18 @16:40	Saturday	Same	18-M07314	Other Calls	Moscow	Not on campus or realted	CLO				NO	x	
1130	08/19/18 @01:31	Sunday	Same	18-M07329	Accident; Hit Run	514 Taylor Ave; 4	"1 - 20 YOF, arrested for DUI, marijuana and false representation of age"	CAA	OC	"Alcohol - Arrest, Drug - Arrest"	1	YES		
1131	08/19/18 @01:47	Sunday	Same	18-M07330	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
1132	08/19/18 @02:35	Sunday	Same	18-M07332	DUI	Taylor Ave & S Main St	"1 -  20 YOM, arrested for DUI; Parking Lot in the 400-500 Block on North side of Taylor Ave"	CAA	OC	Alcohol - Arrest	1	YES		
1133	08/19/18 @18:46	Sunday	Same	18-M07351	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO		
1134	08/20/18 @00:26	Monday	Same	18-M07362	Suspicious	Railroad St & College Ave	Subject locked himself out of his car	CLO				NO		
1135	08/20/18 @02:37	Monday	Same	18-M07363	Unconsciousness	606 Rayburn St; Behind Ag Sci	Subject transported to GMC due to unknown medical condition	CLO				NO		
1136	08/20/18 @08:59	Monday	Same	18-M07370	Vin Inspection	1000 Stadium Dr; Kibbie Dome	VIN	CLO				NO		
1137	08/20/18 @09:28	Monday	Same	18-M07373	Theft; Other	1080 W 6th ST; Wallace Complex	Theft of $1500 Giant MT Bike	CLO				NO		
1138	08/20/18 @09:55	Monday	Same	18-M07375	Found Property	1000 Stadium Dr; Kibbie Dome	"Found wallet, returned to owner"	CLO				NO		
1139	08/20/18 @12:05	Monday	Same	18-M07384	Civil	UI; Area	"Not on campus, occurred at IDENTITY"	CLO				NO		
1140	08/20/18 @12:11	Monday	Same	18-M07385	Lost Property	690 Ash St; Engineering Physics	"Lost computer bag, returned to owner with nothing missing"	CLO				NO		
1141	08/20/18 @16:55	Monday	Same	18-M07399	Theft; Other	1080 W 6th ST; Wallace Complex	Theft o $2000 Trek MT bike	ACT				NO		
1142	08/20/18 @19:16	Monday	Same	18-M07407	Accident; Non-Injury	1000 Stadium Dr; Kibbie Dome	"2 vehicle, reportable crash"	ACT				NO		
1143	08/20/18 @19:22	Monday	Same	18-M07408	Accident; Non-Injury	1006 Railroad St; UI Parking	"Hit and run crash, no suspect"	ACT				NO		
1144	08/20/18 @20:10	Monday	Same	18-M07410	Alcohol Offense	1000 Stadium Dr; Kibbie Dome	"1 - 18 YOM, for consuming alcohol"	ACT	OC	Alcohol - Arrest	1	YES		
1145	08/20/18 @21:14	Monday	Same	18-M07411	Intoxication	901 Paradise Creek St; LLC	"1 -  transported to GMC, took acid and alcohol"	ACT	OC OCH	Drug - Referral	1	YES		
1146	08/20/18 @22:41	Monday	Same	18-M07413	Alcohol Offense	620 Idaho Ave; Phi Kappa	"1 - 19 YOF, for alcohol"	ACT	PP	Alcohol - Arrest	1	YES		
1147	08/20/18 @22:51	Monday	Same	18-M07414	Domestic Dispute	1000 Stadium Dr; Kibbie Dome	DV - no citations	ACT	OC	Dating Violence	1	YES		
1148	08/20/18 @23:40	Monday	Same	18-M07415	Alcohol Offense	Idaho Ave & Ash ST	"2 - 18 YOM, cited alcohol"	ACT	PP	Alcohol - Arrest	2	YES		
1149	08/21/18 @01:31	Tuesday	Saem	18-M07418	Fireworks	908 Blake Ave; Steele House	"1 - warned for fireworks, UNK if he was seen lighting them however"	WRN				NO		
1150	08/21/18 @01:41	Tuesday	Same	18-M07419	Alcohol Offense	918 Blake Ave; Kappa Sigma	3 - 19 yom's cited alcohol	ACT	PP	Alcohol - Arrest	3	YES		
1151	08/21/18 @10:31	Tuesday	Same	18-M07428	Lost Property	UI Campus; Lot 14	Subject lost iPhone 7	ACT				NO		
1152	08/21/18 @13:52	Tuesday	Same	18-M07436	Alarm; Elevator	921 Campus Dr; Education Bldg	Accidental activation	CLO				NO		
1153	08/21/18 @13:54	Tuesday	Same	18-M07437	Public Program	1000 Stadium Dr; Kibbie Dome	Risk management talk with UI Men's Bball	CLO		Public Program		NO		
1154	08/21/18 @19:11	Tuesday	Same	18-M07450	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
1155	08/21/18 @21:46	Tuesday	Same	18-M07451	Alcohol Offense	509 University Ave; Perch	"2 - 19 YOF, for alcohol"	ACT	OC	Alcohol - Arrest	2	YES		
1156	08/21/18 @22:11	Tuesday	Same	18-M07453	Alcohol Offense	727 Elm ST; Beta Theta Pi	"1 - 21 YOF, cited for open container of alcohol -- Parking Lot Behind"	ACT	OC	Alcohol - Arrest	1	YES		
1157	08/21/18 @23:52	Tuesday	Same	18-M07457	Accident; Non-Injury	720 Idaho Ave; Delta Tau Delta	"Unfounded, vehicle bottomed-out entering parking lot "	CLO				NO		
1158	08/22/18 @00:52	Wednesday	Same	18-M07458	Theft; Other	901 Paradise Creek St;	Wallet stolen from common area of LLC Bldg #4	ACT				NO		
1159	08/22/18 @06:46	Wednesday	Same	18-M07460	Parking Problem	Railroad St; Next to Bookstore	Parking problem	ACT				NO		
1160	08/22/18 @11:24	Wednesday	Same	18-M07467	Alarm; Elevator	921 Campus Dr; 133; Education	Accidental activation	CLO				NO		
1161	08/22/18 @14:52	Wednesday	Same	18-M07475	Public Program	975 S Line St; UI Commons	Met and greett with UI Military GI Bill students	CLO		Public Program		NO		
1162	08/22/18 @15:07	Wednesday	Same	18-M07476	Parking Problem	620 Idaho Ave; Phi Kappa Tau	Parking problem	CLO				NO		
1163	08/22/18 @15:35	Wednesday	Same	18-M07477	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1164	08/22/18 @17:10	Wednesday	Same	18-M07482	Fraud	Moscow	Not in moscow and not campus related	CLO				NO	x	
1165	08/22/18 @18:44	Wednesday	Same	18-M07489	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1166	08/23/18 @14:34	Thursday	Same	18-M07518	Fraud	Moscow	Unfounded 	CLO				NO		
1167	08/23/18 @19:43	Thursday	Same	18-M07526	Parking Problem	706 Elm St; Delta Zeta	Referred to parking services	CLO				NO		
1168	08/23/18 @20:00	Thursday	Same	18-M07528	Alarm; Elevator	1080 W 6th ST; Wallace; Gooding	Accidental activation	CLO				NO		
1169	08/23/18 @20:24	Thursday	Same	18-M07529	Alarm; Elevator	901 Paradise Creek St; Elavtor	Accidental activation	CLO				NO		
1170	08/23/18 @20:45	Thursday	Same	18-M07530	Citizen Dispute	1080 W 6th St; 214 Gooding	"Argument between roommates, resolved before ofc arrived"	CLO				NO		
1171	08/23/18 @20:58	Thursday	Same	18-M07531	Civil	Moscow	CPOR off campus	CLO				NO	x	
1172	08/23/18 @22:32	Thursday	Same	18-M07532	Alarm; Elevator	1080 W 6th St; South; Elev	Accidental activation	CLO				NO		
1173	08/23/18 @23:08	Thursday	Same	18-M07533	Drugs	1080 W 6th ST; Wallace;	"Unfounded, she was snorting a condom, re internet condom challenge ;{"	CLO				NO		
1174	08/24/18 @01:07	Friday	Same	18-M07536	Noise Complaint	727 Elm ST; Beta Theta Pi	Chapter president warned for noise	WRN				NO		
1175	08/24/18 @14:29	Friday	Same	18-M07551	Traffic Offense	Perimeter Dr; By Frisbee Golf	UTL	CLO				NO		
1176	08/24/18 @20:12	Friday	Same	18-M07566	Alarm; Elevator	832 Ash St; Elevator	Accidental activation	CLO				NO		
1177	08/24/18 @21:08	Friday	Same	18-M07569	Drugs	1080 W 6th ST; Wallace; Gooding	"1 - 19 YOM, warned for possession of marijuana and paraphernalia, items seized for destruction"	ACT	OC OCH	Drug - Referral	1	YES		
1178	08/24/18 @22:33	Friday	Same	18-M07572	Fall	918 Blake Ave; Kappa Sigma	"1 - 18 YOM, fell down stairs due to intoxication, trasnported via ambulance to GMC"	CLO				NO		
1179	08/24/18 @23:10	Friday	Same	18-M07574	Theft; Other	Moscow	Theft occurred in Safeway parking lot	ACT				NO	x	
1180	08/25/18 @04:59	Saturday	Same	18-M07578	Drugs	W 3rd St;	Occurred off campus and not student related	CLO				NO	x	
1181	08/25/18 @18:18	Saturday	Same	18-M07596	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1182	08/25/18 @20:04	Saturday	Same	18-M07600	Drugs	901 Paradise Creek St; LLC	"Odor of marijuana, UTL see also DR#7614"	CLO				NO		
1183	08/25/18 @21;57	Saturday	Same	18-M07602	Traffic Offense	S Line St & W 6th St; WB	UTL subject riding on hood of pickup	CLO				NO		
1184	08/25/18 @22:14	Saturday	Same	18-M07603	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1185	08/25/18 @22:54	Saturday	Same	18-M07606	Welfare Check	627 Elm ST; Elmwood Apts	RP was able to get in contact with his daughter	CLO				NO		
1186	08/25/18 @23:34	Saturday	Same	18-M07608	Alcohol Offense	918 Blake Ave; Kappa Sigma	"Anonymous report of drug and under age alcohol abuse in the fraternity, Pres and VP allowed officers inside, Unfounded"	CLO				NO		
1187	08/26/18 @00:34	Sunday	Same	18-M07612	Other Calls	1080 W 6th St; Wallace; Gooding	"Subject found drug parpahernalia, wanted advice if it happened again"	CLO				NO		
1188	08/26/18 @01:16	Sunday	Same	18-M07614	Drugs	901 Paradise Creek St; LLC	"1- 18 YOF, warned for marijuana and paraphernalia, items seized to be destroyed"	ACT	OC OCH	Drug - Referral	1	YES		
1189	08/26/18 @11:32	Sunday	Same	18-M07629	Battery	Moscow	Not on campus or related	ACT				NO	x	
1190	08/26/18 @14:31	Sunday	Same	18-M07633	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
1191	08/26/18 @17:13	Sunday	Same	18-M07638	Suspicious	728 Elm ST; Delta Gamma	Student gave out PII on the internet and needed advise about fraud protection	CLO				NO		
1192	08/27/18 @11:06	Monday	Same	18-M07651	Vin Inspection	Moscow	Vin inspection	CLO				NO		
1193	08/27/18 @15:30	Monday	Same	18-M07660	Theft; Other	Moscow	Not on campus or related	ACT				NO	x	
1194	08/27/18 @15:42	Monday	Same	18-M07662	Accident; Hit Run	1000 Stadium Dr; Kibbie Dome	Unk suspect struck bumper of victim's vehicle	ACT				NO		
1195	08/27/18 @15:49	Monday	Same	18-M07664	Alarm; Elevator	607 Urquhart St; Buchanan	Accidental activation	CLO				NO		
1196	08/27/18 @15;57	Monday	Same	18-M07665	Fraud	Moscow	Unfounded	CLO				NO		
1197	08/27/18 @18:30	Monday	Same	18-M07671	Injured Person	1000 Paradise Creek St; UI	Person transported to GMC after basketball injury	CLO				NO		
1198	08/27/18 @21:15	Monday	Same	18-M07677	Drugs	1080 W 6th St; Wallace Complex	1 - 17 yof possession of marijuana	ACT	OC OCH	Drug - Referral	1	YES		
1199	08/27/18 @21:56	Monday	Same	18-M07678	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
1200	08/28/18 @19:02	Tuesday	Same	18-M07714	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
1201	08/29/18 @01:14	Wednesday	Same	18-M07719	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO		
1202	08/29/18 @11:23	Wednesday	Same	18-M07732	Alarm; Burglary	503 University St; Delta	False alarm	CLO				NO		
1203	08/29/18 @11:37	Wednesday	Same	18-M07733	Sex Offense	Moscow	Not on campus or related	ACT				NO	x	
1204	08/29/18 @12:20	Wednesday	Same	18-M07734	Traffic Hazard	Sweet Ave & S Main ST	Unfounded	CLO				NO		
1205	08/29/18 @14:58	Wednesday	Same	18-M07742	Safety Hazard	Sweet Ave & S Main ST	Concerned for pedestrians crossing US 95 / Unfounded	CLO				NO		
1206	08/29/18 @17:00	Wednesday	Same	18-M07746	Road Rage	W 6th ST & Perimeter Dr	"Two poor drivers, no citations"	CLO				NO		
1207	08/29/18 @20:11	Wednesday	Same	18-M07756	DWLS	S Line ST & Paradise Creek	1 Female -  cite and release for DWP	ACT				NO		
1208	08/29/18 @22:29	Wednesday	Same	18-M07759	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
1209	08/29/18 @23:53	Wednesday	Same	18-M07761	Noise Complaint	718 Elm St; Sigma Nu	Warned house president for noise	WRN				NO		
1210	08/30/18 @11:26	Thursday	Same	18-M07767	Animal; Stray	Moscow	Not on campus or related	CLO				NO	x	
1211	08/30/18 @15:43	Thursday	Same	18-M07778	Abandoned Vehicle	Railroad St & College Ave	Abandon vehicle tagged	CLO				NO		
1212	08/30/18 @17:21	Thursday	Same	18-M07781	Drugs	Moscow	Not on campus or related	ACT				NO		
1213	08/30/18 @20:11	Thursday	Same	18-M07790	DWLS	Sweet Ave & S Main ST	DWP off campus	ACT				NO	x	
1214	08/30/18 @23:16	Thursday	Same	18-M07801	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
1215	08/31/18 @13:32	Friday	Same	18-M07818	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1216	08/31/18 @14:06	Friday	Same	18-M07823	Suspicious	Moscow	Not on campus / Unfounded	CLO				NO	x	
1217	08/31/18 @14:12	Friday	Same	18-M07826	Lost Property	Moscow	Lost their medication	CLO				NO		
1218	08/31/18 @14:39	Friday	Same	18-M07828	Lost Property	Moscow	Lost wallet	CLO				NO		
1219	08/31/18 @15:43	Friday	Same	18-M07830	Drugs	901 Paradise Creek St; LLC	"Odor of marijuana, UTL"	CLO				NO		
1220	08/31/18 @15:43	Friday	Same	18-M07831	Theft; Other	804 Rayburn St; Malcolm Renfrew	"RP said male looked like he was stealing things, Unfounded"	CLO				NO		
1221	08/31/18 @17:46	Friday	Same	18-M07833	Animal; Problem	401 W 6th ST; Taco Time	Not on campus	CLO				NO	x	
1222	08/31/18 @17:50	Friday	Same	18-M07834	Accident; Non-Injury	1006 Railroad St; Intermodel	"Information exchnage, not reportable 10-50"	CLO				NO		
1223	08/31/18 @19:26	Friday	Same	18-M07839	Intoxication	709 Deakin Ave; Pitman Center	1 -  warned for alcohol consumption and escorted off campus	CLO				NO		
1224	08/31/18 @20:02	Friday	Same	18-M07841	Agency Assist	Moscow	Not on campus or related	CLO				NO	x	
1225	08/31/18 @21:18	Friday	Same	18-M07842	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1226	08/31/18 @21:37	Friday	Same	18-M07846	Alarm; Elevator	901 Paradise Creek St; LLC	"2 people trapped, set free by MVFD"	CLO				NO		
1227	08/31/18 @21:37	Friday	Same	18-M07845	Drugs	1080 W 6th ST; Wallace; Wiley	1 female warned for marijauana/paraphernalia	CLO	OC OCH	Drug - Referral	1	YES		
1228	09/01/18 @01:08	Saturday	Same	18-M07853	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
1229	09/01/18 @02:47	Saturday	Same	18-M07854	Intoxication	1001 Paradise Creek St; Theophilus Tower; Parking Lot	1 - transported to GMC for detox	CLO	OC	Alcohol - Referral	1	YES		
1230	09/01/18 @04:09	Saturday	Same	18-M07858	Allergies	1001 Paradise Creek ST; T-Tower	Allergies	CLO				NO		
1231	09/01/18 @16:45	Saturday	Same	18-M07875	Citizen Assist	Moscow	Not on campus or related	CLO				NO	x	
1232	09/02/18 @05:50	Sunday	Same	18-M07891	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1233	09/02/18 @20:06	Sunday	Same	18-M07912	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1234	09/03/18 @04:57	Monday	Same	18-M07919	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1235	09/03/18 @10:07	Monday	Same	18-M07921	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1236	09/03/18 @17:02	Monday	Same	18-M07931	Structure Fire	350 Taylor Ave; 12	Faulty ballast in light fixture	CLO				NO		
1237	09/04/18 @08:26	Tuesday	Same	18-M07946	Alarm; Fire	901 Paradise Creek St; UI	Microwave contents burned	ACT				NO		
1238	09/04/18 @13:55	Tuesday	Same	18-M07960	Threatening	Moscow	Not on campus	ACT				NO	x	
1239	09/04/18 @17:04	Tuesday	Same	18-M07972	Suspicious	Moscow	Not on campus	CLO				NO	x	
1240	09/04/18 @18:38	Tuesday	Same	18-M07978	Alarm; Elevator	1001 Paradise Creek St;	Accidental activation	CLO				NO		
1241	09/01/18 @00:30	Saturday	Same	18-M07963	Overdose	1080 W 6th St; Wallace; Hub Btwn	2 transported for Alochol - See names atached	CLO	OC OCH	Alcohol - Referral	2	YES		
1242	09/05/18 @10:17	Wednesday	Same	18-M07989	Theft; Other	Moscow	"Suspect used Visa to make an unauthroized purchase, not on campus"	ACT				NO	x	
1243	09/05/18 @15:34	Wednesday	Same	18-M07998	Accident; Hit Run	401 W 6th St; Taco Time	Not on campus	CLO				NO	x	
1244	09/05/18 @17:26	Wednesday	Same	18-M08003	Parking Problem	Deakin Ave & College Ave	Parking ticket issued and RO contacted	CLO				NO		
1245	09/05/18 @17:48	Wednesday	Same	18-M08004	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
1246	09/05/18 @18:10	Wednesday	Same	18-M08005	Suspicious	426 Taylor Ave; AREa	"Someone rolled a tire down the hill, UTL suspect"	CLO				NO		
1247	09/05/18 @21:42	Wednesday	Same	18-M08011	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO		
1248	09/06/18 @13:20	Thursday	Same	18-M08029	Accident; Non-Injury	Nez Perce Dr;	Information exchange	CLO				NO		
1249	09/06/18 @16:00	Thursday	Same	18-M8040	Drugs	Moscow	Not on campus or realted	CLO				NO	x	
1250	09/06/18 @21:23	Thursday	Same	18-M08051	Alarm; Elevator	1080 W 6th ST; Wallace;	Accidental activation	CLO				NO		
1251	09/06/18 @22:41	Thursday	Same	18-M08053	Noise Complaint	720 Deakin Ave; Lambda Chi	Warned for noise	WRN				NO		
1252	09/07/18 @12:35	Friday	Same	18-M08073	Fraud	415 College Ave;	"Attempted phone scam, didn't fall for it"	CLO				NO		
1253	09/07/18 @15:39	Friday	Same	18-M08088	Accident; Non-Injury	Perimeter Dr & Old Pullman Rd	SAME DR AS PREVIOIUS AN I CANNOT LOCATED THE CRASH	ACT				NO		
1254	09/07/18 @22:52	Friday	Same	18-M08111	Extra Patrol	1000 Stadium Dr; Kibbie Dome	Extra patrol West Dome lot tail gate sections	CLO				NO		
1255	09/07/18 @23:51	Friday	Same	18-M08115	Alcohol Offense	Idaho Ave & Elm St	"1 - 20 YOF, cited for alcohol"	ACT	PP	Alcohol - Arrest	1	YES		
1256	09/08/18 @00:18	Saturday	Same	18-M08116	Alcohol Offense	Elm St & University Ave	"1 - 19 YOM, cited for alcohol"	ACT	PP	Alcohol - Arrest	1	YES		
1257	09/08/18 @00:47	Saturday	same	18-M08118	Alarm; Elevator	901 Paradise Creek St; ELE	Accidental activation	CLO				NO		
1258	09/08/18 @01:32	Saturday	Same	18-M08119	Extra Patrol	1000 Stadium Dr; Kibbie Dome	Extra patrol West Dome lot tail gate sections	CLO				NO		
1259	09/08/18 @04:36	Saturday	Same	18-M08124	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1260	09/08/18 @10:22	Saturday	Same	18-M08134	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1261	09/08/18 @14:15	Saturday	Same	18-M08144	Injured Person	W 7th St & Elm St	"Dude crashed on a long board, said he was ok and left without talking to EMTs"	CLO				NO		
1262	09/08/18 @14:42	Saturday	Same	18-M08147	Found Property	Moscow	Lost Debit card off campus	CLO				NO	x	
1263	09/08/18 @18:49	Saturday	Same	18-M08156	Extra Patrol	1000 Stadium Dr; Kibbie Dome	Extra patrol West Dome lot tail gate sections	CLO				NO		
1264	09/08/18 @19:20	Saturday	Same	18-M08158	Alarm; Elevator	901 Paradise Creek St; Ele	Accidental activation	CLO				NO		
1265	09/08/18 @21:31	Saturday	Same	18-M08164	Alcohol Offense	727 Elm St; Beta Theta Pi	Unfounded/unsubstantiated anonymous report of alcohol abuse and non-consensual sex at Beta	CLO				NO		
1266	09/08/18 @23:03	Saturday	Same	18-M08167	Extra Patrol	1000 Stadium Dr; Kibbie Dome	Extra patrol West Dome lot tail gate sections	CLO				NO		
1267	09/08/18 @23:04	Saturday	Same	18-M08168	Alcohol Offense	851 Campus Dr; UI Administration	"1 - 20 YOM, cited for alcohol"	CLO	OC	Alcohol - Arrest	1	YES		
1268	09/09/18 @01:09	Sunday	Same	18-M08172	Alcohol Offense	706 Elm St; Delta Zeta	"1 - 17 YOF, cited for alcohol - Report says corner of 7th and Elm"	CLO	PP	Alcohol - Arrest	1	YES		
1269	09/09/18 @02:13	Sunday	Same	18-M08173	Alcohol Offense	Idaho Ave & Elm St	"1 - 19 YOM , cited for alcohol, false information and resist and obstruct"	ACT	PP	Alcohol - Arrest	1	YES		
1270	09/09/18 @09:18	Sunday	Same	18-M08181	Other Calls	Moscow	Not on campus or realted	CLO				NO	x	
1271	09/09/18 @09:40	Sunday	Same	18-M08182	Animal; Stray	Perimeter Dr; Area	Dog taken to shelter	CLO				NO		
1272	09/09/18 @11:43	Sunday	Same	18-M08188	Alarm; Elevator	1080 W 6th St; Elev South	Accidental activation	CLO				NO		
1273	09/09/18 @15:54	Sunday	Same	18-M08195	Alarm; Elevator	1080 W 6th St; Wallace; Gooding	Accidental activation	CLO				NO		
1274	09/09/18 @20:18	Sunday	Same	18-M08206	Alarm; Elevator	1080 W 6th St; Wallace; Willey	Accidental activation	CLO				NO		
1275	09/09/18 @21:37	Sunday	Same	18-M08208	Suicidal Person	1080 W 6th St; Wallace	"Homesick student, not suicidal"	CLO				NO		
